Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
0	3	1.002	0.999888	1.43706	0.992063	0	0.0014881	0.00644841	1.11701
10	8	1.01721	0.998858	1.4132	0.98912	0	0.00445104	0.00642928	1.08679
20	14	1.05618	0.998008	1.64336	0.990589	0	0.00297177	0.00643883	1.08722
30	10	1.05291	0.996915	1.59075	0.99108	0	0.00148662	0.0074331	1.10151
40	17	1.08599	0.995946	1.70868	0.98912	0	0.00445104	0.00642928	1.09347
50	10	1.10401	0.99526	1.79322	0.98912	0	0.00296736	0.00791296	1.10286
60	10	1.14165	0.994195	2.64847	0.988631	0	0.00346021	0.00790905	1.09143
70	12	1.15677	0.993422	2.19685	0.987167	0	0.0029615	0.00987167	1.0915
80	16	1.18972	0.992097	1.98682	0.989609	0	0.00148441	0.00890648	1.1027
90	19	1.23514	0.991029	1.94222	0.990099	0	0.000990099	0.00891089	1.09457
100	15	1.18396	0.989503	1.84498	0.98668	0	0.00394672	0.00937346	1.09639
110	11	1.20489	0.988879	1.8211	0.990589	0	0.00396236	0.00544824	1.08072
120	11	1.16364	0.987162	1.85918	0.993049	0	0.00148957	0.00546177	1.08815
130	13	1.29182	0.985711	1.92882	0.987654	0	0.00148148	0.0108642	1.08379
140	17	1.28217	0.984164	1.92153	0.989609	0	0.00247402	0.00791687	1.07562
150	15	1.43432	0.983495	2.00034	0.985222	0	0.00197044	0.0128079	1.08069
160	15	1.47797	0.982815	2.07169	0.98912	0	0.00296736	0.00791296	1.07946
170	15	1.51686	0.980881	2.44214	0.986193	0	0.00246548	0.0113412	1.07997
180	15	1.81155	0.980562	2.14996	0.988631	0	0.00197726	0.00939199	1.07242
190	18	1.80177	0.97923	2.11424	0.987654	0	0.00395062	0.00839506	1.07254
200	21	1.7252	0.977399	2.08277	0.990589	0	0.000990589	0.00842001	1.06616
210	20	1.60807	0.97609	2.07032	0.99108	0	0.00346878	0.00545094	1.06866
220	17	1.70337	0.974046	2.04276	0.990099	0	0.00247525	0.00742574	1.08255
230	17	1.69369	0.97302	2.06004	0.98912	0	0.00197824	0.00890208	1.06617
240	20	1.76596	0.971723	2.09151	0.984252	0	0.00393701	0.011811	1.06422
250	17	1.76495	0.970166	2.16408	0.987167	0	0.00148075	0.0113524	1.06785
260	14	1.72856	0.969126	2.0812	0.994036	0	0.00149105	0.00447316	1.06375
270	14	1.85492	0.968775	2.14627	0.985222	0	0.00295567	0.0118227	1.07859
280	18	1.89727	0.967715	2.12993	0.988142	0	0.00247036	0.00938735	1.07302
290	24	2.03604	0.967086	2.22074	0.984737	0	0.00196947	0.0132939	1.06842
300	22	1.95063	0.964804	2.19893	0.98912	0	0.00148368	0.00939664	1.0691
310	22	1.9789	0.964178	2.39382	0.991572	0	0.00198314	0.00644522	1.0743
320	18	2.0379	0.962396	2.10836	0.990589	0	0.000495295	0.0089153	1.06324
330	16	2.09466	0.960811	2.21048	0.988142	0	0.000494071	0.0113636	1.05505
340	16	1.95509	0.959047	2.16215	0.98668	0	0.00296004	0.0103601	1.04999
350	17	1.88224	0.957032	2.13304	0.989609	0	0.00247402	0.00791687	1.05127
360	17	2.14101	0.957304	2.19168	0.986193	0	0.00394477	0.00986193	1.05805
370	20	2.03266	0.956268	2.16204	0.988631	0	0.00247158	0.00889768	1.04852
380	23	2.28176	0.956729	2.20283	0.989609	0	0.00296883	0.00742207	1.05353
390	20	2.06055	0.95555	2.13208	0.98912	0	0.00197824	0.00890208	1.05438
400	18	2.29831	0.955749	2.25914	0.983768	0	0.00393507	0.0122971	1.05468
410	20	2.38138	0.954372	2.32848	0.992556	0	0.00297767	0.0044665	1.04829
420	19	2.3604	0.95232	2.2498	0.987167	0	0.00148075	0.0113524	1.05256
430	24	2.3545	0.950333	2.22743	0.988631	0	0.00296589	0.00840336	1.06455
440	23	2.42587	0.949667	2.22259	0.986193	0	0.000986193	0.0128205	1.05194
450	21	2.33107	0.946535	2.25952	0.980392	0	0.00686275	0.0127451	1.0423
460	17	2.21871	0.943905	2.13618	0.990589	0	0.000495295	0.0089153	1.04082
470	16	2.36215	0.942526	2.23545	0.987654	0	0.00296296	0.00938272	1.03291
480	11	2.35349	0.940386	2.21294	0.988142	0	0.0034585	0.00839921	1.04698
490	14	2.19239	0.936246	2.17591	0.984737	0	0.00344658	0.0118168	1.03833
500	17	2.81943	0.940904	2.35092	0.984252	0	0.00442913	0.0113189	1.0467
510	20	3.18212	0.94199	2.38609	0.988631	0	0.00197726	0.00939199	1.05275
520	22	2.86906	0.938617	2.38992	0.985707	0	0.00197141	0.0123213	1.03785
530	24	2.40141	0.934536	2.22315	0.985707	0	0.00197141	0.0123213	1.06012
540	23	2.17424	0.930836	2.11799	0.991572	0	0.000991572	0.00743679	1.0256
550	22	1.90972	0.926036	2.08167	0.987167	0	0.000987167	0.011846	1.03358
560	23	1.94519	0.924924	2.0505	0.981836	0	0.00441826	0.0137457	1.05098
570	15	1.93066	0.921781	2.03025	0.989609	0	0.00296883	0.00742207	1.02929
580	19	1.8649	0.918156	2.0676	0.982318	0	0.00294695	0.0147348	1.03174
590	23	2.16901	0.91937	2.18467	0.988631	0	0.000988631	0.0103806	1.01655
600	24	2.33619	0.918789	2.24025	0.988142	0	0.000494071	0.0113636	1.02258
610	22	2.44149	0.919163	2.28155	0.982801	0	0.0019656	0.0152334	1.01894
620	28	2.27339	0.915256	2.17958	0.990099	0	0.00049505	0.00940594	1.02562
630	20	2.28776	0.914392	2.20504	0.987167	0	0.00197433	0.0108588	1.03131
640	23	2.53061	0.917778	2.24979	0.985222	0	0.00197044	0.0128079	1.02054
650	25	2.87979	0.921414	2.26914	0.988142	0	0.00148221	0.0103755	1.04034
660	26	3.2381	0.924317	2.33412	0.98912	0	0.00346192	0.0074184	1.04703
670	22	3.64532	0.926956	2.42457	0.984737	0	0.00295421	0.0123092	1.05627
680	23	3.93605	0.927583	2.50009	0.981354	0	0.00294406	0.0157017	1.03033
690	22	4.49962	0.930633	2.45282	0.98668	0	0.00148002	0.0118402	1.0465
700	25	4.27074	0.927152	2.43058	0.984252	0	0.00393701	0.011811	1.04876
710	24	4.13237	0.926568	2.42491	0.984252	0	0.00442913	0.0113189	1.05069
720	27	3.95073	0.924275	2.43724	0.986193	0	0.00394477	0.00986193	1.05023
730	22	3.81756	0.921732	2.39372	0.984252	0	0.00295276	0.0127953	1.05813
740	20	3.92251	0.920652	2.49024	0.986193	0	0.00246548	0.0113412	1.05404
750	25	3.95299	0.919999	2.4481	0.983768	0	0.00344319	0.012789	1.04795
760	19	3.81843	0.917109	2.41475	0.987654	0	0.00197531	0.0103704	1.03867
770	24	4.29904	0.919123	2.44569	0.99108	0	0.00148662	0.0074331	1.04384
780	18	4.19938	0.917414	2.36906	0.985222	0	0.00246305	0.0123153	1.03969
790	19	3.98064	0.911615	2.46168	0.985707	0	0.00542139	0.00887137	1.03516
800	17	3.8063	0.910358	2.37537	0.980392	0	0.00343137	0.0161765	1.03828
810	20	3.99757	0.910625	2.36604	0.988631	0	0.000494315	0.0108749	1.04686
820	16	4.55212	0.917455	2.45911	0.985707	0	0.00344998	0.0108428	1.04985
830	14	4.19659	0.91227	2.38232	0.982318	0	0.00196464	0.0157171	1.04743
840	18	4.40575	0.911968	2.42724	0.985222	0	0.00492611	0.00985222	1.03509
850	20	4.39621	0.910859	2.48077	0.985707	0	0.00197141	0.0123213	1.05411
860	18	4.34907	0.908572	2.48633	0.987654	0	0.00493827	0.00740741	1.04158
870	22	4.25089	0.906655	2.41347	0.987167	0	0.00246792	0.0103653	1.04541
880	21	4.35047	0.906464	2.46334	0.982318	0	0.00392927	0.0137525	1.03105
890	25	4.30191	0.905566	2.42023	0.983768	0	0.00344319	0.012789	1.03701
900	24	4.56296	0.908193	2.46036	0.985707	0	0.00147856	0.0128142	1.05791
910	25	4.34095	0.905623	2.42653	0.980392	0	0.00294118	0.0166667	1.05124
920	24	4.70056	0.906947	2.46728	0.989609	0	0.00296883	0.00742207	1.04544
930	21	4.71338	0.907761	2.44568	0.980873	0	0.00294262	0.0161844	1.05069
940	23	4.92366	0.907691	2.42732	0.98668	0	0.0024667	0.0108535	1.0342
950	25	5.52394	0.914298	2.49922	0.988142	0	0.0034585	0.00839921	1.05062
960	25	5.32056	0.910684	2.41389	0.984252	0	0.0019685	0.0137795	1.05615
970	24	5.14669	0.91029	2.54167	0.987654	0	0.00296296	0.00938272	1.0394
980	23	5.36266	0.914885	2.49504	0.989609	0	0.00148441	0.00890648	1.05345
990	22	5.11519	0.913508	2.49279	0.98912	0	0.00346192	0.0074184	1.06535
1000	22	5.13497	0.912928	2.43122	0.991572	0	0.00247893	0.00594943	1.05509
1010	26	4.96675	0.913464	2.49513	0.984737	0	0.00196947	0.0132939	1.05324
1020	24	5.02022	0.919293	2.47587	0.987167	0	0.00246792	0.0103653	1.05906
1030	21	4.67844	0.916365	2.47814	0.987167	0	0.00148075	0.0113524	1.04853
1040	20	4.95907	0.921481	2.41663	0.988142	0	0.00247036	0.00938735	1.068
1050	21	4.87279	0.927078	2.47923	0.983768	0	0.0029513	0.0132809	1.05431
1060	18	5.02621	0.926651	2.47681	0.989609	0	0.00296883	0.00742207	1.06826
1070	17	4.89118	0.927827	2.45991	0.981836	0	0.00294551	0.0152185	1.06671
1080	21	4.98562	0.928587	2.46897	0.987167	0	0.0029615	0.00987167	1.05179
1090	19	4.93508	0.929792	2.46865	0.98668	0	0.00394672	0.00937346	1.0831
1100	27	5.56803	0.937166	2.54263	0.987167	0	0.00345508	0.00937808	1.06638
1110	28	6.23072	0.933611	2.50449	0.985222	0	0.00295567	0.0118227	1.07918
1120	21	5.08113	0.92222	2.50613	0.985707	0	0.00344998	0.0108428	1.05528
1130	21	5.09873	0.922452	2.49877	0.982801	0	0.002457	0.014742	1.05924
1140	24	4.97788	0.917345	2.4655	0.988631	0	0.00197726	0.00939199	1.06572
1150	27	6.01211	0.9167	2.50367	0.989609	0	0.000989609	0.00940129	1.05893
1160	25	6.39633	0.922726	2.55504	0.986193	0	0.000986193	0.0128205	1.05861
1170	27	7.02807	0.926771	2.59081	0.988631	0	0.00197726	0.00939199	1.07
1180	24	6.4574	0.928345	2.54754	0.98912	0	0.00346192	0.0074184	1.06408
1190	23	6.61845	0.933919	2.52551	0.987654	0	0.00148148	0.0108642	1.07221
1200	26	7.30323	0.93397	2.55674	0.985222	0	0.00295567	0.0118227	1.06689
1210	29	7.67976	0.932779	2.55856	0.981354	0	0.00343474	0.015211	1.06757
1220	32	7.86124	0.932227	2.62994	0.987167	0	0.00246792	0.0103653	1.06748
1230	34	8.69091	0.939258	2.63759	0.988142	0	0.00296443	0.00889328	1.0848
1240	32	9.08605	0.941385	2.65279	0.987167	0	0.00345508	0.00937808	1.06684
1250	33	8.66652	0.938907	2.64202	0.983768	0	0.00442696	0.0118052	1.0697
1260	33	7.97871	0.935026	2.57751	0.99108	0	0.00148662	0.0074331	1.06114
1270	35	7.83255	0.931165	2.68486	0.984252	0	0.00295276	0.0127953	1.06225
1280	34	8.70712	0.934393	2.61604	0.989609	0	0.00296883	0.00742207	1.07612
1290	32	9.22393	0.935591	2.58864	0.988142	0	0.00197628	0.00988142	1.06151
1300	32	9.51952	0.936498	2.65779	0.987167	0	0.00197433	0.0108588	1.07093
1310	35	9.86976	0.937377	2.62569	0.984737	0	0.00295421	0.0123092	1.07268
1320	34	9.09708	0.933985	2.61293	0.986193	0	0.00246548	0.0113412	1.07159
1330	35	10.1129	0.937839	2.6447	0.988142	0	0.000988142	0.0108696	1.07046
1340	30	8.56695	0.929811	2.57066	0.98668	0	0.00148002	0.0118402	1.07286
1350	27	9.03214	0.930451	2.60621	0.987167	0	0.0029615	0.00987167	1.07193
1360	27	8.39168	0.926376	2.59174	0.984252	0	0.0019685	0.0137795	1.05822
1370	31	8.82357	0.927351	2.64481	0.987167	0	0.000987167	0.011846	1.05727
1380	28	9.04335	0.92723	2.60708	0.985707	0	0.00492854	0.00936422	1.05929
1390	24	8.64262	0.925631	2.59633	0.985707	0	0.00344998	0.0108428	1.07456
1400	27	8.6406	0.926135	2.63149	0.990589	0	0.00198118	0.00742942	1.07464
1410	26	7.80018	0.923038	2.57999	0.990099	0	0.00049505	0.00940594	1.05735
1420	25	7.3174	0.920427	2.55367	0.987167	0	0.00246792	0.0103653	1.05122
1430	28	6.82529	0.915987	2.514	0.990589	0	0.00148588	0.00792472	1.04274
1440	30	6.27493	0.911602	2.51257	0.986193	0	0.00147929	0.0123274	1.05593
1450	26	6.077	0.913176	2.54288	0.98668	0	0.00345338	0.0098668	1.04591
1460	22	7.85143	0.92457	2.66366	0.984252	0	0.00442913	0.0113189	1.05793
1470	27	8.41125	0.929565	2.62018	0.984252	0	0.00442913	0.0113189	1.0521
1480	26	9.11023	0.936421	2.5552	0.991572	0	0.00148736	0.006941	1.07633
1490	22	9.89795	0.93753	2.60946	0.988142	0	0.00395257	0.00790514	1.07538
1500	21	8.86346	0.932755	2.6262	0.985222	0	0.00344828	0.01133	1.07218
1510	26	9.70624	0.933888	2.63746	0.986193	0	0.00345168	0.010355	1.07861
1520	26	9.36555	0.931044	2.65087	0.983768	0	0.00196754	0.0142646	1.05867
1530	23	9.67883	0.935736	2.63172	0.989609	0	0.00247402	0.00791687	1.06806
1540	26	8.99433	0.932144	2.57122	0.992556	0	0.00148883	0.00595533	1.07206
1550	25	11.539	0.93599	2.63718	0.988631	0	0.00346021	0.00790905	1.07234
1560	23	12.0582	0.938812	2.68662	0.988142	0	0.000494071	0.0113636	1.07147
1570	24	11.048	0.934591	2.71174	0.987167	0	0.00246792	0.0103653	1.06939
1580	23	9.36612	0.930576	2.67567	0.988142	0	0.00148221	0.0103755	1.06713
1590	27	9.17023	0.929651	2.6048	0.991572	0	0.00148736	0.006941	1.05946
1600	29	8.50238	0.93529	2.60627	0.985707	0	0.00295712	0.0113356	1.05845
1610	22	8.68975	0.934801	2.61206	0.987167	0	0.00246792	0.0103653	1.06407
1620	28	7.49831	0.928953	2.58258	0.99108	0	0.00049554	0.00842418	1.05369
1630	27	7.43946	0.930265	2.63854	0.98668	0	0.00049334	0.0128268	1.06542
1640	27	7.17825	0.928696	2.59163	0.985707	0	0.00394283	0.0103499	1.0653
1650	30	6.74982	0.927079	2.54662	0.98668	0	0.0024667	0.0108535	1.06415
1660	26	7.63365	0.925046	2.56071	0.990589	0	0.00198118	0.00742942	1.04928
1670	24	7.36932	0.924143	2.60583	0.989609	0	0	0.0103909	1.06605
1680	23	6.5714	0.927483	2.60925	0.985707	0	0.00246427	0.0118285	1.05488
1690	26	6.53084	0.925915	2.51438	0.98912	0	0.0024728	0.00840752	1.05516
1700	28	6.39215	0.930071	2.57663	0.984737	0	0.00344658	0.0118168	1.05396
1710	29	6.17885	0.930127	2.56194	0.986193	0	0.000986193	0.0128205	1.06002
1720	24	6.69991	0.932372	2.59261	0.987654	0	0.00296296	0.00938272	1.06267
1730	24	6.58908	0.936831	2.55668	0.987167	0	0.00246792	0.0103653	1.05576
1740	23	6.71773	0.932225	2.62454	0.986193	0	0.00197239	0.0118343	1.06478
1750	27	6.73378	0.933274	2.5532	0.983768	0	0.0029513	0.0132809	1.05074
1760	27	6.2199	0.929146	2.58837	0.987654	0	0.00148148	0.0108642	1.05519
1770	26	6.63508	0.926834	2.52278	0.987167	0	0.00394867	0.0088845	1.06136
1780	26	7.03383	0.926077	2.58266	0.981836	0	0.00687285	0.0112911	1.0632
1790	28	6.81811	0.923739	2.53852	0.986193	0	0.00345168	0.010355	1.06832
1800	23	5.96609	0.926046	2.51548	0.984252	0	0.00295276	0.0127953	1.05532
1810	20	5.76188	0.922879	2.5921	0.987167	0	0.00197433	0.0108588	1.0568
1820	25	5.85308	0.919914	2.48964	0.981836	0	0.00441826	0.0137457	1.04376
1830	24	6.01585	0.925165	2.46036	0.990589	0	0.000495295	0.0089153	1.04884
1840	25	6.13369	0.929582	2.50604	0.988631	0	0.00148295	0.00988631	1.06754
1850	23	5.99744	0.92736	2.51969	0.990589	0	0.00148588	0.00792472	1.05023
1860	20	5.75552	0.919259	2.52274	0.987654	0	0.00197531	0.0103704	1.05986
1870	23	6.2194	0.923363	2.51983	0.98668	0	0.00049334	0.0128268	1.06236
1880	29	7.00893	0.925665	2.56679	0.988142	0	0.00148221	0.0103755	1.0611
1890	29	6.77596	0.917043	2.57378	0.985222	0	0.00197044	0.0128079	1.05896
1900	26	6.53029	0.909993	2.53636	0.985222	0	0.00246305	0.0123153	1.05733
1910	24	7.32408	0.922315	2.52082	0.985222	0	0.0044335	0.0103448	1.06166
1920	22	6.35579	0.919014	2.48426	0.983284	0	0.00393314	0.0127827	1.06198
1930	20	6.52259	0.916841	2.5067	0.982318	0	0.00540275	0.012279	1.06252
1940	24	6.80159	0.911901	2.53034	0.983284	0	0.00294985	0.013766	1.04201
1950	28	7.26736	0.914127	2.5299	0.990099	0	0.00247525	0.00742574	1.07295
1960	31	7.79166	0.920323	2.62336	0.987167	0	0.00246792	0.0103653	1.05783
1970	25	6.9876	0.913894	2.53829	0.987654	0	0.00246914	0.00987654	1.05212
1980	21	6.45332	0.917725	2.55444	0.987167	0	0.00246792	0.0103653	1.06887
1990	26	6.47465	0.917115	2.63933	0.98912	0	0.00148368	0.00939664	1.05171
2000	24	6.83952	0.916206	2.5392	0.98912	0	0.0024728	0.00840752	1.04975
2010	27	7.26379	0.919143	2.57564	0.987167	0	0.00148075	0.0113524	1.05487
2020	27	7.91156	0.913697	2.5897	0.985222	0	0.00197044	0.0128079	1.04343
2030	22	9.30974	0.918932	2.62854	0.983284	0	0.00245821	0.0142576	1.04744
2040	24	8.86361	0.924344	2.62004	0.98912	0	0.00197824	0.00890208	1.05283
2050	28	7.70527	0.921171	2.56164	0.988631	0	0.00148295	0.00988631	1.06007
2060	27	8.1246	0.924364	2.61793	0.988142	0	0.0034585	0.00839921	1.07568
2070	29	7.73361	0.925188	2.60087	0.99108	0	0.00198216	0.00693756	1.05485
2080	28	8.14835	0.91797	2.58606	0.985707	0	0.00246427	0.0118285	1.04767
