Generation number	Allele number	Frequency	Activity
0	-3	0.999914	0.000172336
0	0	0.998999	0.999888
0	1	0.00050025	1
0	3	0.00050025	1
10	-3	0.998893	0.00220416
10	0	0.991496	0.99885
10	10	0.00050025	0.999625
10	12	0.00350175	0.999674
10	13	0.00150075	0.999776
10	14	0.0010005	0.999773
10	17	0.0010005	0.9999
10	19	0.00050025	1
10	20	0.00050025	1
20	-3	0.99771	0.00454321
20	0	0.972986	0.997975
20	12	0.0070035	0.998745
20	17	0.00550275	0.99879
20	21	0.002001	0.999098
20	24	0.00150075	0.999266
20	26	0.0030015	0.999343
20	29	0.00250125	0.999514
20	33	0.00050025	0.999819
20	35	0.00150075	0.999813
20	37	0.0010005	0.999925
20	38	0.00050025	0.999899
20	41	0	1
20	42	0.00050025	1
20	44	0.00150075	1
30	-3	0.997098	0.0057442
30	0	0.974487	0.996876
30	12	0.00650325	0.997519
30	17	0.00550275	0.997794
30	21	0.0010005	0.998039
30	26	0.006003	0.99835
30	33	0	0.998814
30	53	0.00250125	0.999655
30	57	0.0030015	0.999891
30	58	0.00050025	1
30	59	0.00050025	1
40	-3	0.996149	0.00760819
40	0	0.95948	0.995844
40	12	0.002001	0.996599
40	17	0.008004	0.996933
40	26	0.008004	0.997144
40	53	0.0010005	0.998794
40	57	0.0010005	0.998936
40	60	0.0050025	0.999231
40	61	0.006003	0.999355
40	65	0.00050025	0.999624
40	69	0.00050025	0.999715
40	70	0.00350175	0.999726
40	72	0.002001	0.999801
40	73	0.00050025	0.999911
40	75	0.00050025	1
40	76	0.0010005	1
40	77	0.00050025	1
40	78	0.00050025	1
50	-3	0.995048	0.00975068
50	0	0.951476	0.995135
50	17	0.00950475	0.99601
50	26	0.00750375	0.995853
50	60	0.0050025	0.998385
50	61	0.0170085	0.998319
50	70	0.0030015	0.998866
50	79	0.002001	0.999196
50	89	0.002001	0.99984
50	92	0.00150075	0.999883
50	94	0.0010005	0.999891
60	-3	0.99413	0.011522
60	0	0.935468	0.994013
60	17	0.014007	0.995365
60	26	0.0105053	0.994736
60	60	0.0135068	0.997631
60	61	0.0175088	0.997366
60	89	0.0010005	0.998879
60	102	0.00450225	0.999193
60	116	0.002001	0.999695
60	119	0.00050025	0.999814
60	120	0.0010005	0.999881
70	-3	0.993474	0.0127696
70	0	0.929465	0.99315
70	17	0.00450225	0.994178
70	26	0.0105053	0.993658
70	60	0.008004	0.996508
70	61	0.0115058	0.996288
70	89	0.008004	0.99798
70	102	0.0050025	0.998204
70	116	0.00950475	0.998861
70	120	0.0050025	0.998944
70	125	0.006003	0.999134
70	131	0.002001	0.999616
70	134	0.00050025	1
80	-3	0.99262	0.0144024
80	0	0.916458	0.99169
80	17	0.00650325	0.992869
80	26	0.0070035	0.992466
80	60	0.00650325	0.994891
80	61	0.014007	0.995243
80	89	0.0070035	0.997204
80	102	0.008004	0.997394
80	116	0.0090045	0.997896
80	120	0.00550275	0.998003
80	125	0.00250125	0.998308
80	131	0.0030015	0.998519
80	134	0.00750375	0.998985
80	143	0.00250125	0.99939
80	149	0.00050025	0.999811
80	150	0.00250125	0.99989
80	151	0.00150075	1
90	-3	0.991736	0.0160646
90	0	0.898949	0.99043
90	17	0.00250125	0.991686
90	26	0.002001	0.991469
90	60	0.00150075	0.993509
90	61	0.0270135	0.994214
90	89	0.00250125	0.996136
90	102	0.00850425	0.996201
90	116	0.0110055	0.996999
90	120	0.00150075	0.996886
90	125	0.0190095	0.997383
90	134	0.0135068	0.997869
90	151	0.0030015	0.999019
90	157	0.00150075	0.999278
90	159	0.00350175	0.999476
90	164	0.00150075	0.999799
90	166	0.00050025	0.999933
90	168	0.0010005	0.999869
90	169	0.00050025	0.999885
90	170	0.00050025	1
100	-3	0.990601	0.0181541
100	0	0.918459	0.988919
100	17	0.00250125	0.990543
100	26	0.00350175	0.991223
100	60	0.0010005	0.993261
100	61	0.0090045	0.993616
100	102	0.0130065	0.995731
100	120	0.0010005	0.996036
100	125	0.02001	0.996654
100	134	0.0185093	0.996903
100	151	0.0030015	0.997959
100	159	0.00250125	0.998315
100	168	0.00450225	0.998784
100	179	0.0010005	0.999346
100	180	0.00150075	0.99937
100	185	0.00050025	1
110	-3	0.989745	0.0197464
110	0	0.909955	0.988254
110	61	0.0295148	0.992645
110	102	0.00750375	0.995161
110	120	0.00250125	0.995388
110	125	0.030015	0.995736
110	134	0.00550275	0.996374
110	168	0.0070035	0.997796
110	185	0.00250125	0.998956
110	192	0.00150075	0.999685
110	196	0.00350175	0.999784
110	198	0.00050025	1
120	-3	0.98929	0.0205302
120	0	0.925963	0.986611
120	61	0.028014	0.991994
120	102	0.00250125	0.993579
120	120	0.00250125	0.994698
120	125	0.034017	0.99488
120	134	0.00050025	0.995358
120	168	0.00250125	0.996653
120	192	0.0010005	0.998598
120	203	0.00050025	0.999091
120	216	0.00150075	0.999896
120	218	0.0010005	0.999891
130	-3	0.988314	0.0223053
130	0	0.877439	0.984629
130	61	0.0415208	0.991016
130	102	0.0165083	0.992526
130	120	0.002001	0.993568
130	125	0.0465233	0.993915
130	216	0.0030015	0.998854
130	229	0.00250125	0.999224
130	230	0.00150075	0.999344
130	232	0.0030015	0.999416
130	234	0.002001	0.999621
130	237	0.00050025	0.999716
130	241	0.00150075	0.999929
130	242	0.002001	0.9999
140	-3	0.987134	0.0244571
140	0	0.881441	0.982965
140	61	0.0290145	0.989826
140	102	0.0270135	0.991929
140	120	0.002001	0.992804
140	125	0.0365183	0.992508
140	229	0.006003	0.998364
140	234	0.00050025	0.998501
140	248	0.00250125	0.999358
140	250	0.00450225	0.999379
140	253	0.00250125	0.999379
140	254	0.00250125	0.999368
140	258	0.0010005	0.999555
140	261	0.00050025	0.999808
140	264	0.002001	0.999811
140	265	0.00050025	0.999924
140	267	0.0010005	0.999889
140	268	0.00050025	0.999886
150	-3	0.98609	0.0260861
150	0	0.830415	0.981646
150	61	0.016008	0.988561
150	102	0.0585293	0.991221
150	120	0.00150075	0.992251
150	125	0.0610305	0.991814
150	229	0.0090045	0.997423
150	234	0.00750375	0.997295
150	248	0.0010005	0.998476
150	267	0.006003	0.999078
150	270	0.00250125	0.999146
150	275	0.002001	0.999366
150	277	0.0030015	0.999573
150	278	0.00050025	0.999509
150	283	0.00050025	1
150	284	0.00050025	1
160	-3	0.985229	0.0277233
160	0	0.816408	0.98094
160	61	0.0175088	0.987575
160	102	0.0655328	0.990251
160	120	0.002001	0.991184
160	125	0.0725363	0.99045
160	229	0.00050025	0.99613
160	234	0.0135068	0.996618
160	267	0.002001	0.998209
160	270	0.0010005	0.997995
160	275	0.00150075	0.998334
160	291	0.00450225	0.999594
160	296	0.00150075	0.999786
160	299	0	0.999913
160	300	0.0010005	0.999905
160	301	0.00050025	1
170	-3	0.985059	0.0281009
170	0	0.804902	0.978446
170	61	0.0110055	0.986791
170	102	0.0590295	0.989939
170	125	0.086043	0.989126
170	234	0.0155078	0.995484
170	267	0.00050025	0.997356
170	291	0.010005	0.998574
170	296	0.00450225	0.998743
170	303	0.00350175	0.99911
170	305	0.00050025	0.999269
170	315	0.002001	0.999684
170	317	0.00050025	0.999809
170	318	0.00050025	0.9999
170	319	0.0010005	1
170	320	0.00050025	1
180	-3	0.983771	0.0304789
180	0	0.732366	0.977056
180	61	0.0485243	0.985199
180	102	0.0565283	0.989111
180	125	0.096048	0.988474
180	234	0.0195098	0.994359
180	291	0.0175088	0.997528
180	296	0.0105053	0.997681
180	303	0.00450225	0.998201
180	315	0.00050025	0.998554
180	319	0.00450225	0.999084
180	328	0.0010005	0.999524
180	329	0.00050025	0.999466
180	331	0.0010005	0.999725
180	333	0.006003	0.999665
180	338	0.0010005	1
190	-3	0.982209	0.0332817
190	0	0.733867	0.97563
190	61	0.0570285	0.984426
190	102	0.0375188	0.987606
190	125	0.105053	0.987619
190	234	0.0215108	0.993618
190	291	0.00550275	0.996564
190	296	0.0115058	0.996815
190	303	0.008004	0.997279
190	319	0.00550275	0.998009
190	333	0.0010005	0.998511
190	338	0.002001	0.99912
190	343	0.00050025	0.99944
190	348	0.00450225	0.999594
190	352	0.0010005	0.999758
190	353	0.002001	0.999886
190	355	0.00150075	0.999916
190	356	0.0010005	0.999893
190	357	0.0010005	1
200	-3	0.980878	0.0354949
200	0	0.753877	0.973658
200	61	0.0415208	0.982934
200	102	0.0485243	0.986723
200	125	0.0795398	0.986276
200	234	0.022011	0.992754
200	291	0.0175088	0.995699
200	296	0.004002	0.995986
200	303	0.0030015	0.996221
200	319	0.0050025	0.997088
200	333	0.00150075	0.997353
200	353	0.00250125	0.998865
200	355	0.002001	0.998826
200	356	0.002001	0.998986
200	357	0.00350175	0.99896
200	363	0.00250125	0.99937
200	364	0.00150075	0.99954
