Generation number	Allele number	Frequency	Activity
0	-3	0	0.999903
0	0	1	0.999889
10	-3	0	0.998901
10	0	1	0.998883
20	-3	0	0.997816
20	0	1	0.997725
30	-3	0	0.996878
30	0	1	0.99643
40	-3	0	0.995896
40	0	1	0.995088
50	-3	0	0.995056
50	0	1	0.9942
60	-3	0	0.993943
60	0	1	0.992946
70	-3	0	0.993594
70	0	1	0.992315
80	-3	0	0.992588
80	0	1	0.991194
90	-3	0	0.991781
90	0	1	0.989751
100	-3	0	0.9907
100	0	1	0.989105
110	-3	0	0.989814
110	0	1	0.987148
120	-3	0	0.988975
120	0	1	0.985729
130	-3	0	0.988763
130	0	1	0.98396
140	-3	0	0.987489
140	0	1	0.982403
150	-3	0	0.986468
150	0	1	0.981274
160	-3	0	0.98545
160	0	1	0.97949
170	-3	0	0.985668
170	0	1	0.978699
180	-3	0	0.983778
180	0	1	0.976771
190	-3	0	0.98275
190	0	1	0.975231
200	-3	0	0.981603
200	0	1	0.974093
210	-3	0	0.98126
210	0	1	0.972643
220	-3	0	0.980184
220	0	1	0.970828
230	-3	0	0.978768
230	0	1	0.968586
240	-3	0	0.97769
240	0	1	0.968066
250	-3	0	0.977144
250	0	1	0.965224
260	-3	0	0.97643
260	0	1	0.963283
270	-3	0	0.975189
270	0	1	0.96146
280	-3	0	0.973759
280	0	1	0.958898
290	-3	0	0.97327
290	0	1	0.956168
300	-3	0	0.972323
300	0	1	0.955409
310	-3	0	0.971161
310	0	1	0.952214
320	-3	0	0.969841
320	0	1	0.949289
330	-3	0	0.968826
330	0	1	0.946077
340	-3	0	0.96801
340	0	1	0.945128
350	-3	0	0.966446
350	0	1	0.943085
360	-3	0	0.964186
360	0	1	0.941905
370	-3	0	0.962563
370	0	1	0.940235
380	-3	0	0.961284
380	0	1	0.937443
390	-3	0	0.960856
390	0	1	0.935315
400	-3	0	0.960663
400	0	1	0.933256
410	-3	0	0.960464
410	0	1	0.930255
420	-3	0	0.960409
420	0	1	0.927803
430	-3	0	0.959998
430	0	1	0.924368
440	-3	0	0.957438
440	0	1	0.921643
450	-3	0	0.956329
450	0	1	0.920891
460	-3	0	0.955619
460	0	1	0.917415
470	-3	0	0.953356
470	0	1	0.913711
480	-3	0	0.953889
480	0	1	0.9099
490	-3	0	0.953111
490	0	1	0.90621
500	-3	0	0.954146
500	0	0.998499	0.903401
500	1	0.00150075	0.999459
510	-3	0	0.95416
510	0	0.998499	0.901086
510	1	0.00150075	0.998355
520	-3	0	0.95335
520	0	0.997499	0.896697
520	1	0.00250125	0.997431
530	-3	0	0.952626
530	0	0.993997	0.89306
530	1	0.006003	0.996146
540	-3	0	0.951866
540	0	0.992996	0.889371
540	1	0.0070035	0.995204
550	-3	0	0.951726
550	0	0.9995	0.88573
550	1	0.00050025	0.994104
560	-3	0	0.950389
560	0	1	0.882961
570	-3	0	0.948323
570	0	1	0.878529
580	-3	0	0.947653
580	0	1	0.874175
590	-3	0	0.946648
590	0	1	0.871076
600	-3	0	0.945235
600	0	1	0.866238
610	-3	0	0.944279
610	0	1	0.862973
620	-3	0	0.94342
620	0	1	0.858179
630	-3	0	0.941154
630	0	1	0.854126
640	-3	0	0.939731
640	0	1	0.850033
650	-3	0	0.938886
650	0	1	0.845891
660	-3	0	0.938056
660	0	1	0.840036
670	-3	0	0.936455
670	0	1	0.83631
680	-3	0	0.93506
680	0	1	0.832411
690	-3	0	0.933309
690	0	1	0.828888
700	-3	0	0.933348
700	0	1	0.824196
710	-3	0	0.932376
710	0	1	0.820481
720	-3	0	0.931289
720	0	1	0.815641
730	-3	0	0.931293
730	0	1	0.808859
740	-3	0	0.928291
740	0	1	0.80397
750	-3	0	0.927876
750	0	1	0.79973
760	-3	0	0.92573
760	0	1	0.792828
770	-3	0	0.925358
770	0	1	0.787892
780	-3	0	0.924596
780	0	1	0.783153
790	-3	0	0.925525
790	0	1	0.777824
800	-3	0	0.92362
800	0	1	0.772165
810	-3	0	0.921348
810	0	1	0.767783
820	-3	0	0.920311
820	0	1	0.763279
830	-3	0	0.918819
830	0	1	0.757306
840	-3	0	0.917474
840	0	1	0.750615
850	-3	0	0.916693
850	0	1	0.745805
860	-3	0	0.916861
860	0	1	0.739278
870	-3	0	0.916181
870	0	1	0.733113
880	-3	0	0.915133
880	0	1	0.729026
890	-3	0	0.915421
890	0	1	0.721772
900	-3	0	0.915439
900	0	1	0.714559
910	-3	0	0.915475
910	0	1	0.70975
920	-3	0	0.912821
920	0	1	0.704728
930	-3	0	0.911381
930	0	1	0.697896
940	-3	0	0.911826
940	0	1	0.692571
950	-3	0	0.909911
950	0	1	0.685276
960	-3	0	0.907366
960	0	1	0.678402
970	-3	0	0.907626
970	0	1	0.672099
980	-3	0	0.906246
980	0	1	0.662953
990	-3	0	0.905486
990	0	1	0.657214
1000	-3	0	0.905665
1000	0	1	0.650348
1010	-3	0	0.906224
1010	0	1	0.64366
1020	-3	0	0.904009
1020	0	1	0.637202
1030	-3	0	0.904224
1030	0	1	0.629196
1040	-3	0	0.903064
1040	0	1	0.622811
1050	-3	0	0.900422
1050	0	1	0.616811
1060	-3	0	0.898389
1060	0	1	0.60974
1070	-3	0	0.898844
1070	0	1	0.603651
1080	-3	0	0.898234
1080	0	1	0.594775
1090	-3	0	0.898961
1090	0	1	0.585889
1100	-3	0	0.899453
1100	0	1	0.577296
1110	-3	0	0.897815
1110	0	1	0.569064
1120	-3	0	0.895763
1120	0	1	0.562381
1130	-3	0	0.895141
1130	0	1	0.552736
1140	-3	0	0.895731
1140	0	1	0.548324
1150	-3	0	0.893186
1150	0	0.995998	0.541594
1150	3	0.004002	0.999389
1160	-3	0	0.89342
1160	0	1	0.535684
1170	-3	0	0.893786
1170	0	1	0.528145
1180	-3	0	0.892115
1180	0	1	0.519805
1190	-3	0	0.892456
1190	0	1	0.512019
1200	-3	0	0.891335
1200	0	1	0.504935
1210	-3	0	0.89017
1210	0	1	0.497338
1220	-3	0	0.889244
1220	0	1	0.490464
1230	-3	0	0.888003
1230	0	1	0.484039
1240	-3	0	0.88638
1240	0	1	0.476891
1250	-3	0	0.885018
1250	0	1	0.468055
1260	-3	0	0.883204
1260	0	1	0.459455
1270	-3	0	0.882413
1270	0	1	0.452282
1280	-3	0	0.879784
1280	0	1	0.44398
1290	-3	0	0.878695
1290	0	1	0.43594
1300	-3	0	0.879275
1300	0	1	0.428979
1310	-3	0	0.877964
1310	0	1	0.424461
1320	-3	0	0.878055
1320	0	1	0.415101
1330	-3	0	0.879595
1330	0	1	0.407974
1340	-3	0	0.878881
1340	0	1	0.402278
1350	-3	0	0.877021
1350	0	1	0.394566
1360	-3	0	0.877728
1360	0	1	0.385924
1370	-3	0	0.87797
1370	0	1	0.377386
1380	-3	0	0.87553
1380	0	1	0.370659
1390	-3	0	0.87378
1390	0	1	0.363756
1400	-3	0	0.872115
1400	0	1	0.356585
1410	-3	0	0.871816
1410	0	1	0.34872
1420	-3	0	0.869653
1420	0	1	0.340382
1430	-3	0	0.867277
1430	0	1	0.333007
1440	-3	0	0.869144
1440	0	1	0.32574
1450	-3	0	0.866269
1450	0	1	0.316468
1460	-3	0	0.865041
1460	0	1	0.308112
1470	-3	0	0.864579
1470	0	1	0.298726
1480	-3	0	0.864349
1480	0	1	0.288714
1490	-3	0	0.863213
1490	0	1	0.278284
1500	-3	0	0.863785
1500	0	1	0.268439
1510	-3	0	0.864343
1510	0	1	0.259916
1520	-3	0	0.864548
1520	0	1	0.251378
1530	-3	0	0.864294
1530	0	1	0.242725
1540	-3	0	0.864034
1540	0	1	0.236921
1550	-3	0	0.862464
1550	0	1	0.228551
1560	-3	0	0.861666
1560	0	1	0.221394
1570	-3	0	0.860444
1570	0	1	0.214082
1580	-3	0	0.859223
1580	0	1	0.205904
1590	-3	0	0.857987
1590	0	1	0.198785
1600	-3	0	0.855754
1600	0	1	0.18896
1610	-3	0	0.857091
1610	0	1	0.182436
1620	-3	0	0.855366
1620	0	1	0.175312
1630	-3	0	0.85582
1630	0	1	0.167307
1640	-3	0	0.853761
1640	0	1	0.1616
1650	-3	0	0.851571
1650	0	1	0.154381
1660	-3	0	0.852085
1660	0	1	0.148049
1670	-3	0	0.853261
1670	0	1	0.141409
1680	-3	0	0.853169
1680	0	1	0.13511
1690	-3	0	0.853063
1690	0	1	0.12835
1700	-3	0	0.851791
1700	0	1	0.124044
1710	-3	0	0.851955
1710	0	1	0.119406
1720	-3	0	0.849669
1720	0	1	0.114854
1730	-3	0	0.849759
1730	0	1	0.109245
1740	-3	0	0.847481
1740	0	1	0.105768
1750	-3	0	0.84484
1750	0	1	0.102251
1760	-3	0	0.843469
1760	0	1	0.099035
1770	-3	0	0.840398
1770	0	1	0.095285
1780	-3	0	0.839556
1780	0	1	0.091385
1790	-3	0	0.837309
1790	0	1	0.086685
1800	-3	0	0.833005
1800	0	1	0.0835738
1810	-3	0	0.8321
1810	0	1	0.0809613
1820	-3	0	0.83211
1820	0	1	0.07908
1830	-3	0	0.832429
1830	0	1	0.0758075
1840	-3	0	0.833139
1840	0	1	0.0737675
1850	-3	0	0.834166
1850	0	1	0.071505
1860	-3	0	0.833193
1860	0	1	0.0697337
1870	-3	0	0.833561
1870	0	1	0.0682688
1880	-3	0	0.834459
1880	0	1	0.0676713
1890	-3	0	0.835059
1890	0	1	0.0664162
1900	-3	0	0.83317
1900	0	1	0.0653237
1910	-3	0	0.829633
1910	0	1	0.0642912
1920	-3	0	0.828798
1920	0	1	0.0639987
1930	-3	0	0.829561
1930	0	1	0.0626238
1940	-3	0	0.829268
1940	0	1	0.0608512
1950	-3	0	0.829105
1950	0	1	0.0607738
1960	-3	0	0.828995
1960	0	1	0.0599838
1970	-3	0	0.830198
1970	0	1	0.0588325
1980	-3	0	0.829819
1980	0	1	0.0582662
1990	-3	0	0.829718
1990	0	1	0.0578725
2000	-3	0	0.830286
2000	0	1	0.0570938
2010	-3	0	0.832005
2010	0	1	0.0569013
2020	-3	0	0.832942
2020	0	1	0.0559938
2030	-3	0	0.831215
2030	0	1	0.0555462
2040	-3	0	0.828734
2040	0	1	0.0557337
2050	-3	0	0.826515
2050	0	1	0.0552088
2060	-3	0	0.825947
2060	0	1	0.0544675
2070	-3	0	0.824518
2070	0	1	0.0546312
2080	-3	0	0.826543
2080	0	1	0.0549012
2090	-3	0	0.827048
2090	0	1	0.0548413
2100	-3	0	0.826113
2100	0	1	0.0553025
2110	-3	0	0.825749
2110	0	1	0.055165
2120	-3	0	0.821579
2120	0	1	0.05546
2130	-3	0	0.819096
2130	0	1	0.0559
2140	-3	0	0.819324
2140	0	1	0.0548313
2150	-3	0	0.817633
2150	0	1	0.0545637
2160	-3	0	0.815114
2160	0	1	0.0543825
2170	-3	0	0.81384
2170	0	1	0.0544663
2180	-3	0	0.812288
2180	0	1	0.0547125
2190	-3	0	0.809378
2190	0	1	0.0545762
2200	-3	0	0.807405
2200	0	0.286143	0.0555237
2200	5	0.713857	0.999326
2210	-3	0	0.806046
2210	0	0.094047	0.0548825
2210	5	0.905953	0.998418
2220	-3	0	0.80453
2220	0	0.0470235	0.0546425
2220	5	0.952976	0.997499
2230	-3	0	0.803293
2230	0	0.0325163	0.054925
2230	5	0.967484	0.996528
2240	-3	0	0.802647
2240	0	0.036018	0.0553925
2240	5	0.963982	0.995548
2250	-3	0	0.801029
2250	0	0.00850425	0.055355
2250	5	0.991496	0.994293
2260	-3	0	0.800045
2260	0	0.00550275	0.0555013
2260	5	0.994497	0.99303
2270	-3	0	0.798083
2270	0	0.002001	0.0554087
2270	5	0.997999	0.991446
2280	-3	0	0.797793
2280	0	0.00050025	0.05529
2280	5	0.9995	0.989883
2290	-3	0	0.79712
2290	0	0.00150075	0.05536
2290	5	0.998499	0.988333
2300	-3	0	0.796651
2300	5	1.0005	0.986145
2310	-3	0	0.795526
2310	5	1.0005	0.984658
2320	-3	0	0.794154
2320	5	1.0005	0.983299
2330	-3	0	0.794826
2330	5	1.0005	0.981918
2340	-3	0	0.794704
2340	5	1.0005	0.979871
2350	-3	0	0.794601
2350	5	1.0005	0.977619
2360	-3	0	0.794485
2360	5	1.0005	0.976171
2370	-3	0	0.794705
2370	5	1.0005	0.974643
2380	-3	0	0.793286
2380	5	1.0005	0.973019
2390	-3	0	0.792736
2390	5	1.0005	0.970864
2400	-3	0	0.792141
2400	5	1.0005	0.968351
2410	-3	0	0.791403
2410	5	1.0005	0.966796
2420	-3	0	0.790441
2420	5	1.0005	0.965785
2430	-3	0	0.790521
2430	5	1.0005	0.963975
2440	-3	0	0.789791
2440	5	1.0005	0.96213
2450	-3	0	0.789424
2450	5	1.0005	0.959375
2460	-3	0	0.788835
2460	5	1.0005	0.95739
2470	-3	0	0.787025
2470	5	1.0005	0.955589
2480	-3	0	0.78621
2480	5	1.0005	0.954185
2490	-3	0	0.787306
2490	5	1.0005	0.951411
2500	-3	0	0.787021
2500	5	1.0005	0.949543
2510	-3	0	0.784086
2510	5	1.0005	0.947807
2520	-3	0	0.782674
2520	5	1.0005	0.945533
2530	-3	0	0.781401
2530	5	1.0005	0.943099
2540	-3	0	0.780004
2540	5	1.0005	0.941619
2550	-3	0	0.779288
2550	5	1.0005	0.937954
2560	-3	0	0.777754
2560	5	1.0005	0.935778
2570	-3	0	0.778806
2570	5	1.0005	0.932174
2580	-3	0	0.778959
2580	5	1.0005	0.929494
2590	-3	0	0.778506
2590	5	1.0005	0.926854
2600	-3	0	0.777275
2600	5	1.0005	0.922926
2610	-3	0	0.777841
2610	5	1.0005	0.91868
2620	-3	0	0.77639
2620	5	1.0005	0.91636
2630	-3	0	0.775841
2630	5	1.0005	0.913181
2640	-3	0	0.773483
2640	5	1.0005	0.910034
2650	-3	0	0.773406
2650	5	1.0005	0.907328
2660	-3	0	0.774444
2660	5	1.0005	0.904033
2670	-3	0	0.772613
2670	5	1.0005	0.902544
2680	-3	0	0.772735
2680	5	1.0005	0.898859
2690	-3	0	0.7733
2690	5	1.0005	0.896324
2700	-3	0	0.774276
2700	5	1.0005	0.89374
2710	-3	0	0.774306
2710	5	1.0005	0.889735
2720	-3	0	0.772435
2720	5	1.0005	0.885549
2730	-3	0	0.772533
2730	5	1.0005	0.880968
2740	-3	0	0.771764
2740	5	1.0005	0.877405
2750	-3	0	0.7713
2750	5	1.0005	0.872025
2760	-3	0	0.770961
2760	5	1.0005	0.869006
2770	-3	0	0.77142
2770	5	1.0005	0.865528
2780	-3	0	0.771166
2780	5	1.0005	0.861746
2790	-3	0	0.768615
2790	5	1.0005	0.857406
2800	-3	0	0.768395
2800	5	1.0005	0.8534
2810	-3	0	0.767256
2810	5	1.0005	0.849401
2820	-3	0	0.767111
2820	5	1.0005	0.843512
2830	-3	0	0.765996
2830	5	1.0005	0.839415
2840	-3	0	0.766926
2840	5	1.0005	0.834923
2850	-3	0	0.7651
2850	5	1.0005	0.82967
2860	-3	0	0.765693
