Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
0	1	1	0.999894	1.44559	0.990589	0	0.00346706	0.00594354	1.06944
10	2	1.00301	0.998894	1.48543	0.989609	0	0.00197922	0.00841168	1.0726
20	1	1	0.997426	1.51425	0.99108	0	0.0024777	0.00644202	1.07538
30	3	1.00301	0.99627	1.56564	0.988631	0	0	0.0113693	1.05909
40	3	1.00603	0.995309	1.57904	0.990589	0	0.00198118	0.00742942	1.07911
50	4	1.01209	0.994323	2.62874	0.990099	0	0.00445545	0.00544554	1.07314
60	3	1.00804	0.993797	2.04377	0.988631	0	0.00346021	0.00790905	1.05886
70	3	1.02231	0.992827	1.84859	0.992063	0	0.0014881	0.00644841	1.07293
80	4	1.03792	0.992014	1.75709	0.992556	0	0.00198511	0.00545906	1.07791
90	3	1.03155	0.991241	1.62067	0.991572	0	0.000495786	0.00793257	1.06949
100	3	1.03565	0.989919	1.60844	0.987167	0	0.0029615	0.00987167	1.06295
110	2	1.03874	0.988198	1.62133	0.988142	0	0.00197628	0.00988142	1.06239
120	2	1.02533	0.987141	1.57385	0.986193	0	0.00345168	0.010355	1.06751
130	2	1.01614	0.985673	1.56597	0.988142	0	0.00148221	0.0103755	1.06661
140	3	1.02436	0.98376	1.59353	0.988631	0	0.00197726	0.00939199	1.06924
150	5	1.04211	0.98254	1.61318	0.99108	0	0.00297324	0.00594648	1.06308
160	4	1.03571	0.981651	1.56917	0.988142	0	0.00247036	0.00938735	1.06119
170	2	1.03978	0.979477	1.6406	0.987654	0	0.00395062	0.00839506	1.07289
180	2	1.02533	0.978369	1.52585	0.987654	0	0.00246914	0.00987654	1.0558
190	2	1.05971	0.977204	1.68831	0.985707	0	0.00147856	0.0128142	1.05754
200	2	1.04603	0.975176	1.53955	0.98668	0	0.00098668	0.0123335	1.05057
210	2	1.0315	0.973815	1.54674	0.990099	0	0.00148515	0.00841584	1.0505
220	2	1.02738	0.972778	1.51852	0.986193	0	0.00246548	0.0113412	1.05913
230	2	1.00602	0.970364	1.49109	0.98912	0	0.00197824	0.00890208	1.04787
240	3	1.01311	0.967632	1.50444	0.981836	0	0.00196367	0.0162003	1.03779
250	3	1.02023	0.964961	1.52231	0.988631	0	0.00346021	0.00790905	1.04884
260	4	1.03361	0.962799	1.51483	0.984737	0	0.00393895	0.0113245	1.03872
270	4	1.0451	0.961393	1.5355	0.990099	0	0.000990099	0.00891089	1.04009
280	4	1.03471	0.957765	1.51203	0.987167	0	0.00345508	0.00937808	1.03573
290	4	1.0379	0.954992	1.48897	0.990099	0	0.0019802	0.00792079	1.01668
300	4	1.05595	0.954001	1.55963	0.989609	0	0.00197922	0.00841168	1.03496
310	5	1.07228	0.951841	1.55128	0.985707	0	0.00246427	0.0118285	1.02966
320	4	1.09656	0.949969	1.56902	0.984252	0	0.0019685	0.0137795	1.01527
330	4	1.07426	0.946471	1.53536	0.98912	0	0.00148368	0.00939664	1.01894
340	4	1.04844	0.94368	1.52125	0.98668	0	0.00148002	0.0118402	1.00625
350	3	1.03162	0.941424	1.47854	0.98668	0	0.00049334	0.0128268	0.995875
360	4	1.03163	0.938489	1.48346	0.987654	0	0.00148148	0.0108642	1.00492
370	4	1.01822	0.934168	1.47738	0.981354	0	0.00294406	0.0157017	0.993621
380	2	1.01107	0.931083	1.47511	0.987167	0	0.00148075	0.0113524	1.01619
390	3	1.00401	0.927455	1.44384	0.984737	0	0.00344658	0.0118168	0.988376
400	3	1.00502	0.926414	1.44018	0.981354	0	0.00686948	0.0117763	0.99714
410	2	1.001	0.921629	1.41153	0.984737	0	0.00492368	0.0103397	0.98591
420	1	1	0.918304	1.41091	0.981836	0	0.00343643	0.0147275	0.978356
430	2	1.002	0.914815	1.41455	0.977995	0	0.00391198	0.0180929	0.980998
440	1	1	0.911768	1.39687	0.982801	0	0.0029484	0.0142506	0.974754
450	1	1	0.909879	1.39541	0.985222	0	0.000492611	0.0142857	0.983431
460	1	1	0.906874	1.39992	0.982801	0	0.002457	0.014742	0.969466
470	1	1	0.904085	1.3928	0.982318	0	0.00294695	0.0147348	0.971925
480	2	1.002	0.901492	1.39158	0.983284	0	0.00245821	0.0142576	0.970695
490	2	1.00502	0.897235	1.40755	0.980392	0	0.00245098	0.0171569	0.973411
500	5	1.00401	0.892275	1.41688	0.979432	0	0.00244858	0.0181195	0.949641
510	1	1	0.888159	1.39322	0.981354	0	0.00343474	0.015211	0.953109
520	4	1.00401	0.885674	1.39443	0.981354	0	0.000490677	0.0181551	0.949255
530	4	1.02958	0.882623	1.44401	0.981836	0	0.00294551	0.0152185	0.949813
540	4	1.03584	0.881065	1.43586	0.985707	0	0.00394283	0.0103499	0.951705
550	6	1.01823	0.875928	1.40573	0.978953	0	0.00342633	0.0176211	0.940317
560	4	1.02854	0.872693	1.40802	0.980873	0	0.00147131	0.0176557	0.951165
570	4	1.02232	0.870089	1.39314	0.979432	0	0.00440744	0.0161606	0.947107
580	4	1.06681	0.868369	1.44505	0.982801	0	0.0039312	0.0132678	0.94105
590	4	1.07007	0.863658	1.43307	0.987167	0	0.00148075	0.0113524	0.940336
600	4	1.09766	0.863389	1.46613	0.978474	0	0.00293542	0.018591	0.930991
610	4	1.09443	0.859254	1.46586	0.979912	0	0.00244978	0.0176384	0.933518
620	4	1.09199	0.853456	1.45629	0.978953	0	0.00244738	0.0186001	0.930672
630	3	1.07537	0.849587	1.44479	0.979432	0	0.00195886	0.0186092	0.921811
640	6	1.08639	0.846493	1.46832	0.980392	0	0.00294118	0.0166667	0.917803
650	3	1.05351	0.840805	1.41104	0.980392	0	0.00294118	0.0166667	0.911662
660	4	1.10974	0.839704	1.46164	0.980873	0	0.00343306	0.015694	0.93312
670	3	1.1481	0.837607	1.49286	0.980873	0	0.00196175	0.0171653	0.931469
680	4	1.20168	0.836033	1.53488	0.981836	0	0.00196367	0.0162003	0.909889
690	4	1.24929	0.834617	1.57448	0.981836	0	0.00147275	0.0166912	0.92517
700	4	1.22317	0.828533	1.54536	0.978474	0	0.00146771	0.0200587	0.927922
710	3	1.23569	0.82524	1.60894	0.973236	0	0.00243309	0.0243309	0.916596
720	4	1.16265	0.81488	1.50976	0.976562	0	0.00341797	0.0200195	0.900529
730	3	1.12043	0.806684	1.43612	0.97561	0	0.00341463	0.0209756	0.893272
740	3	1.07042	0.797163	1.3923	0.971345	0	0.00582807	0.0228266	0.893359
750	4	1.0494	0.791373	1.35634	0.968992	0	0.00193798	0.0290698	0.882206
760	3	1.0674	0.787209	1.35135	0.977995	0	0.00195599	0.0200489	0.881758
770	5	1.05037	0.779939	1.3167	0.974184	0	0.00487092	0.020945	0.864175
780	5	1.05601	0.777928	1.29187	0.981836	0	0.00196367	0.0162003	0.852311
790	6	1.16281	0.783252	1.43127	0.962001	0	0.002886	0.035113	0.861944
800	4	1.09528	0.771122	1.35576	0.974659	0	0.00292398	0.0224172	0.874488
810	4	1.09377	0.76571	1.33398	0.97561	0	0.00146341	0.0229268	0.862418
820	5	1.15116	0.764985	1.36986	0.971817	0	0.000485909	0.0276968	0.864933
830	5	1.17769	0.761833	1.39541	0.972763	0	0.00194553	0.0252918	0.865174
840	6	1.15327	0.755509	1.39566	0.974184	0	0.000487092	0.0253288	0.868571
850	5	1.20299	0.754729	1.41321	0.972763	0	0.00243191	0.0248054	0.846528
860	6	1.30585	0.760014	1.52026	0.970403	0	0.00436681	0.0252305	0.869907
870	6	1.24218	0.748573	1.42412	0.971345	0	0.00194269	0.026712	0.849466
880	8	1.38331	0.755847	1.56658	0.970874	0	0.00145631	0.0276699	0.878699
890	6	1.43356	0.756322	1.57502	0.97704	0	0.00146556	0.0214949	0.883197
900	5	1.54803	0.761833	1.65969	0.970403	0	0.00436681	0.0252305	0.89841
