Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	3	1.00301	0.999909	1.41786	0.95057	0.039924	0.00285171	0.00665399
10	4	1.01007	0.998824	1.49137	0.947867	0.0402844	0.00379147	0.00805687
20	4	1.02028	0.997661	1.51386	0.951475	0.0366318	0.00237869	0.00951475
30	9	1.03485	0.996386	1.47125	0.950119	0.0394299	0	0.0104513
40	6	1.02542	0.995045	1.54917	0.95057	0.0380228	0.00237643	0.00903042
50	8	1.04859	0.993593	1.59262	0.94162	0.0461394	0.00282486	0.0094162
60	8	1.0713	0.992442	1.77466	0.94162	0.0447269	0.0047081	0.00894539
70	5	1.06472	0.990869	1.76852	0.949668	0.0403609	0.002849	0.00712251
80	7	1.08888	0.989699	1.62157	0.951928	0.0337934	0.000951928	0.013327
90	8	1.14778	0.988875	1.72325	0.949217	0.035121	0.00284765	0.0128144
100	7	1.16894	0.98788	1.68422	0.951928	0.0361733	0.000475964	0.0114231
110	11	1.14	0.985865	1.66466	0.958773	0.0321189	0.00239693	0.00671141
120	11	1.23106	0.984618	1.70308	0.95057	0.0394487	0.00285171	0.00712928
130	9	1.18067	0.983383	1.67952	0.949668	0.0389364	0.002849	0.00854701
140	9	1.25349	0.981966	1.73638	0.952835	0.0323964	0.00238209	0.0123869
150	11	1.18056	0.980401	1.70886	0.943841	0.0420009	0.00519113	0.00896649
160	13	1.19575	0.978875	1.71842	0.947418	0.0416864	0.00142113	0.00947418
170	10	1.302	0.977724	1.77643	0.951022	0.0361388	0.000951022	0.0118878
180	12	1.28875	0.976114	1.7575	0.936768	0.0473068	0.00140515	0.0145199
190	9	1.47297	0.975799	1.81358	0.948317	0.0346136	0.00331911	0.0137506
200	11	1.71301	0.975186	1.92552	0.95057	0.0318441	0.00380228	0.0137833
210	15	1.74701	0.973995	1.93919	0.940291	0.0423131	0.00235073	0.0150447
220	13	1.78837	0.972806	1.91976	0.948767	0.0351044	0.0028463	0.0132827
230	10	1.85092	0.97256	1.97125	0.953743	0.0309967	0.00190749	0.0133524
240	16	2.01624	0.971398	1.99058	0.955566	0.0315337	0.000955566	0.0119446
250	11	1.87869	0.969052	2.15654	0.952835	0.0281086	0.00333492	0.0157218
260	12	1.92809	0.9668	1.96481	0.948767	0.0370019	0.00142315	0.0128083
270	12	2.35975	0.967602	2.051	0.949668	0.0332384	0.002849	0.014245
280	13	2.2558	0.966232	2.04173	0.95648	0.0306074	0.00143472	0.0114778
