Generation number	Allele number	Frequency	Activity
0	-3	0.999895	0.000209745
0	0	1	0.999894
10	-3	0.998841	0.00230719
10	0	0.998499	0.998893
10	4	0.00150075	0.999889
20	-3	0.997648	0.0046696
20	0	1	0.997426
30	-3	0.996741	0.00644549
30	0	0.998499	0.996265
30	6	0.0010005	0.99949
30	8	0.00050025	0.9999
40	-3	0.995646	0.00858045
40	0	0.996998	0.995295
40	9	0.00150075	0.999754
40	10	0.00150075	1
50	-3	0.994896	0.0100406
50	0	0.993997	0.994293
50	10	0.0010005	0.999036
50	11	0.00450225	0.999293
50	13	0.00050025	1
60	-3	0.993461	0.0128196
60	0	0.995998	0.993776
60	11	0.00250125	0.998681
60	14	0.00150075	0.999686
70	-3	0.992143	0.0153357
70	0	0.988994	0.992766
70	11	0.00650325	0.997733
70	15	0.00450225	0.999151
80	-3	0.991861	0.0159
80	0	0.981491	0.99191
80	11	0.010005	0.996763
80	15	0.006003	0.998016
80	17	0.00250125	0.999234
90	-3	0.991063	0.0173562
90	0	0.984492	0.99116
90	11	0.0135068	0.996271
90	15	0.002001	0.997258
100	-3	0.99044	0.0185082
100	0	0.982491	0.989814
100	11	0.0170085	0.995688
100	24	0.00050025	0.999923
110	-3	0.989245	0.020689
110	0	0.98099	0.988075
110	11	0.0190095	0.994544
120	-3	0.988488	0.0220816
120	0	0.987494	0.987061
120	11	0.0125063	0.993403
130	-3	0.987661	0.0236767
130	0	0.991996	0.985615
130	11	0.008004	0.992899
140	-3	0.986193	0.026447
140	0	0.987994	0.98364
140	11	0.0090045	0.991625
140	32	0.0030015	0.999809
150	-3	0.985884	0.0269981
150	0	0.97949	0.982275
150	11	0.00950475	0.991058
150	32	0.010005	0.998703
150	35	0.00050025	0.999549
150	36	0.00050025	1
160	-3	0.984435	0.0294978
160	0	0.982491	0.981366
160	11	0.00050025	0.990458
160	32	0.0150075	0.997701
160	35	0.002001	0.998643
170	-3	0.983753	0.0307529
170	0	0.98049	0.979135
170	32	0.0195098	0.996644
180	-3	0.983355	0.0314318
180	0	0.987494	0.978151
180	32	0.0125063	0.995535
190	-3	0.982931	0.0322322
190	0	0.970985	0.976694
190	32	0.0290145	0.994284
200	-3	0.981561	0.034653
200	0	0.977489	0.974756
200	32	0.0225113	0.993404
210	-3	0.980578	0.036452
210	0	0.984492	0.973523
210	32	0.0155078	0.992365
220	-3	0.980049	0.037338
220	0	0.986493	0.972523
220	32	0.0135068	0.991411
230	-3	0.979044	0.0391892
230	0	0.996998	0.970304
