Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,q,,"0,944800765999996"
4130,5,"3,21961","0,914446","2,10102","0,953289","0,028122",0,"0,0185891","0,00662003",,
4140,6,"3,13297","0,917734","2,15829","0,944287","0,0292729","0,00188857","0,0245515","0,00675306",,
4150,5,"3,18961","0,916266","2,14913","0,942951","0,0339463","0,00141443","0,0216879","0,00664986",,
4160,5,"3,30995","0,911925","2,13004","0,951022","0,0252021","0,00332858","0,020447","0,00655838",,
4170,5,"3,22524","0,909026","2,18972","0,951475","0,0247383","0,00333016","0,0204567","0,00642317",,
4180,5,"3,23884","0,905811","2,12106","0,94162","0,0320151","0,00376648","0,0225989","0,006566",,
4190,5,"3,16704","0,906039","2,16133","0,945626","0,0293144","0,00236407","0,022695","0,00677034",,
4200,6,"3,16846","0,905869","2,12486","0,94518","0,0283554","0,00189036","0,0245747","0,0065154",,
4210,7,"3,22136","0,909737","2,09175","0,951022","0,0337613","0,00190204","0,0133143","0,0066301",,
4220,8,"3,36157","0,909287","2,14991","0,947867","0,0322275","0,00236967","0,0175355","0,00656483",,
4230,8,"3,20753","0,906986","2,11444","0,945626","0,03026","0,00378251","0,020331","0,00649173",,
4240,8,"3,13463","0,909727","2,2543","0,944287","0,03305","0,00377715","0,0188857","0,00668864",,
4250,9,"3,27063","0,907038","2,11553","0,947418","0,0298437","0,00189484","0,0208432","0,00647829",,
4260,8,"3,08258","0,911183","2,15027","0,944733","0,0259802","0,00188947","0,0273973","0,00657797",,
4270,8,"3,0153","0,913089","2,09597","0,944287","0,0311615","0,00188857","0,0226629","0,00671237",,
4280,7,"2,97162","0,916471","2,11279","0,947867","0,0293839","0,0028436","0,0199052","0,00667896",,
4290,8,"2,9002","0,913309","2,08245","0,948767","0,0303605","0,00332068","0,0175522","0,00670908",,
4300,7,"2,86145","0,911942","2,09128","0,953289","0,0271687","0,00476644","0,014776","0,00675952",,
4310,8,"2,72192","0,910535","2,06376","0,936768","0,0370023","0,00234192","0,0238876","0,0068399",,
4320,7,"2,50551","0,912952","2,01863","0,949668","0,031339","0,0014245","0,0175689","0,00696861",,
4330,6,"2,44665","0,913238","2,04906","0,942063","0,0334432","0,00376825","0,0207254","0,00684497",,
4340,6,"2,23369","0,914638","2,02469","0,949668","0,0270655","0,000949668","0,0223172","0,00705328",,
4350,7,"2,22198","0,918062","2,01666","0,947867","0,0317536","0,0014218","0,0189573","0,00691329",,
4360,7,"2,14452","0,917356","2,02352","0,948317","0,0308203","0,00284495","0,018018","0,00729733",,
4370,7,"2,1495","0,914415","2,03386","0,942507","0,0362865","0,00377003","0,0174364","0,00720556",,
4380,6,"2,14223","0,91112","2,02232","0,946074","0,0312204","0,00141911","0,0212867","0,00705765",,
4390,6,"2,18575","0,908439","2,02634","0,938086","0,0342402","0,00281426","0,0248593","0,00705277",,
4400,7,"2,31149","0,903907","2,08713","0,939408","0,0352278","0,00187882","0,0234852","0,00705301",,
4410,7,"2,28574","0,900564","2,24168","0,943841","0,0316187","0,0023596","0,0221803","0,00724241",,
4420,6,"2,20911","0,901017","2,00269","0,941176","0,0357647","0,00235294","0,0207059","0,00711138",,
4430,6,"2,15051","0,899608","1,98525","0,948767","0,028463","0,00142315","0,0213472","0,00706015",,
4440,6,"2,21124","0,895713","2,19659","0,94518","0,0307183","0,00236295","0,0217391","0,00731743",,
4450,5,"2,12007","0,896813","2,03905","0,946522","0,0331283","0,00378609","0,0165641","0,00702352",,
4460,4,"2,10601","0,894659","2,11822","0,941176","0,0362353","0,00329412","0,0192941","0,00700042",,
4470,5,"2,11606","0,893072","2,01799","0,946074","0,0288553","0,00283822","0,0222327","0,00723266",,
4480,4,"2,06121","0,891722","1,99564","0,937647","0,0365682","0,00281294","0,0229723","0,00714489",,
4490,3,"2,01105","0,891606","2,2798","0,949668","0,0303894","0,00189934","0,0180437","0,00740678",,
4500,4,"1,96862","0,891606","2,28746","0,947418","0,0350545","0,00142113","0,0161061","0,00741984",,
4510,4,"1,98783","0,888807","1,98098","0,943396","0,0353774","0,00377358","0,0174528","0,00761767",,
4520,5,"1,98714","0,886977","2,38934","0,94162","0,0348399","0,00282486","0,0207156","0,00736772",,
4530,4,"1,92294","0,885024","2,0695","0,953743","0,0276586","0,00381497","0,014783","0,00755003",,
4540,2,"1,71526","0,881819","1,86132","0,948767","0,0341556","0,00237192","0,0147059","0,00750335",,
4550,3,1671,"0,879765","1,87963","0,947418","0,0279488","0,00189484","0,022738","0,00771915",,
4560,3,"1,70651","0,875836","1,88027","0,93985","0,0291353","0,0018797","0,0291353","0,00783777",,
4570,2,"1,77326","0,873723","1,8669","0,941176","0,04","0,00235294","0,0164706","0,00773665",,
4580,2,"1,88311","0,87182","1,94642","0,949668","0,0303894","0,002849","0,017094","0,00754346",,
4590,2,"1,91051","0,86902","1,94611","0,942951","0,0358322","0,00282885","0,0183876","0,00764192",,
4600,4,"1,97381","0,867402","1,94211","0,942951","0,0264026","0,00424328","0,0264026","0,00742326",,
4610,2,"1,98959","0,864154","1,9383","0,949668","0,025641","0,002849","0,0218424","0,00753475",,
4620,2,"1,99083","0,862405","1,94969","0,945626","0,0269504","0,00141844","0,0260047","0,00729287",,
4630,3,"1,95273","0,859509","2,14133","0,943396","0,034434","0,00377358","0,0183962","0,00761103",,
4640,4,1971,"0,856482","1,91523","0,937647","0,0375059","0,00187529","0,0229723","0,00767284",,
4650,3,"1,92485","0,85365","1,87306","0,949217","0,0294257","0,000949217","0,0204082","0,0075112",,
4660,4,"1,94075","0,851659","1,95087","0,93985","0,0390038","0,000469925","0,0206767","0,00761126",,
4670,2,"1,99083","0,850088","1,87","0,938967","0,0314554","0,0028169","0,0267606","0,00744484",,
4680,2,"1,94505","0,847255","1,92176","0,935891","0,0393074","0,00140384","0,0233973","0,00748863",,
4690,2,"1,87601","0,844801","1,90172","0,935891","0,0369677","0,00327562","0,0238652","0,00762401",,
4700,2,"1,94994","0,842582","2,05008","0,934579","0,038785","0,00140187","0,0252336","0,00735413",,
4710,2,"1,98798","0,841011","1,90055","0,94518","0,0326087","0,00189036","0,0203214","0,00752709",,
4720,2,"1,99197","0,838273","2,00863","0,937207","0,0356139","0,00281162","0,0243674","0,00741076",,
4730,2,"1,89762","0,834998","1,86063","0,946522","0,0312352","0,00378609","0,0184572","0,00767569",,
4740,3,"1,92027","0,832648","1,86543","0,937647","0,0332865","0,000937647","0,0281294","0,00787472",,
4750,2,"1,93257","0,828798","1,90956","0,930233","0,0316279","0,00325581","0,0348837","0,00744754",,
4760,3,"1,85742","0,82599","1,90585","0,940291","0,0357311","0,00188058","0,0220969","0,00778895",,
4770,3,"1,83771","0,824311","2,19992","0,940734","0,0348071","0,00329257","0,0211665","0,00815636",,
4780,4,"1,89529","0,824662","2,08552","0,933707","0,0410831","0,00140056","0,0238095","0,00766996",,
4790,3,"1,99446","0,82589","2,24064","0,933707","0,0364146","0,00140056","0,0284781","0,00776797",,
4800,4,"1,92505","0,824649","2,15682","0,936768","0,040281","0,00140515","0,0215457","0,00777007",,
4810,4,"1,95594","0,823783","1,80886","0,945626","0,0307329","0,00378251","0,0198582","0,00788188",,
4820,4,"2,1754","0,82644","2,06499","0,938967","0,0356808","0,0028169","0,0225352","0,00762049",,
4830,4,"2,18153","0,821375","2,00061","0,933271","0,0331311","0,00373308","0,0298647","0,00754765",,
4840,5,"2,0727","0,815235","1,87635","0,940291","0,0371415","0,00188058","0,0206864","0,00754283",,
4850,6,"2,28974","0,819006","1,91407","0,937207","0,0351453","0,00281162","0,024836","0,00740348",,
4860,4,"2,42734","0,825875","1,97186","0,93985","0,0328947","0,00234962","0,024906","0,00730895",,
4870,4,"2,61308","0,828729","2,05244","0,945626","0,0283688","0,00425532","0,0217494","0,00700878",,
4880,6,"2,93122","0,840948","2,04653","0,942063","0,0343853","0,000942063","0,0226095","0,00714237",,
4890,6,"2,95905","0,839619","2,07968","0,936768","0,0309133","0,000468384","0,0318501","0,00698195",,
4900,5,"3,04036","0,840922","2,03168","0,938527","0,0305021","0,00234632","0,0286251","0,00696987",,
4910,5,"3,08027","0,84008","2,0672","0,938086","0,0253283","0,00281426","0,0337711","0,00686007",,
4920,5,"2,97518","0,83001","2,2526","0,9298","0,0339377","0,0027894","0,0334728","0,00707974",,
4930,5,"2,93853","0,827654","2,06023","0,949668","0,0261159","0,0014245","0,022792","0,00697197",,
4940,5,"3,06751","0,833802","2,00142","0,945626","0,0231678","0,00425532","0,0269504","0,00710252",,
4950,6,"3,03724","0,829014","2,04359","0,942063","0,0254357","0,00188413","0,0306171","0,0070785",,
4960,5,"3,16875","0,838745","2,05534","0,938967","0,0323944","0,00234742","0,0262911","0,00685793",,
4970,5,"3,13536","0,840947",2131,"0,93985","0,0347744","0,00516917","0,0202068","0,00695107",,
4980,5,"3,11107","0,840745","2,06156","0,927644","0,0384972","0,00231911","0,0315399","0,00695299",,
4990,7,"3,05981","0,829554","2,27899","0,936768","0,0337237","0,00234192","0,0271663","0,00685936",,
5000,7,"3,22763","0,832719","2,07132","0,930665","0,0423453","0,00232666","0,0246626","0,00715567",,
5010,7,"3,25878","0,838539",2032,"0,948317","0,0265529","0,00331911","0,0218113","0,00705797",,
5020,8,"3,29569","0,846692","2,21657","0,949217","0,0265781","0,00189843","0,0223066","0,00698502",,
5030,7,"3,2121","0,860419","2,13797","0,947867","0,0293839","0,0014218","0,021327","0,0068536",,
5040,6,"2,74376","0,88023","2,1032","0,944733","0,0307038","0,00236183","0,0222012","0,00695136",,
5050,5,"2,48405","0,885895","2,31348","0,948317","0,0279753","0,00189663","0,0218113","0,0071093",,
5060,6,"2,43435","0,886559","2,44722","0,931532","0,0409874","0,00372613","0,0237541","0,00724099",,
5070,5,"2,39636","0,893279","2,06511","0,94162","0,0343691","0,00282486","0,0211864","0,00726102",,
5080,5,"2,51664","0,889981","2,14062","0,946074","0,0326395","0,00189215","0,0193945","0,00725475",,
5090,7,"2,63759","0,89184","2,18423","0,940291","0,0338505","0,00329102","0,022567","0,00705394",,
5100,4,"2,37589","0,896475","2,50578","0,947418","0,0312648","0,00236855","0,0189484","0,00701343",,
5110,5,"2,29779","0,899074","2,00529","0,946074","0,0312204","0,00425733","0,0184484","0,00738224",,
5120,4,"2,53178","0,898429","2,09223","0,943841","0,0306748","0,00377537","0,0217084","0,00706446",,
5130,4,"2,29908","0,906826","2,05362","0,944287","0,0339943","0,00283286","0,0188857","0,00735163",,
5140,4,"2,04676","0,906695","2,02817","0,938527","0,0347255","0,00281558","0,0239324","0,00736978",,
5150,5,"2,02475","0,904641","2,03386","0,937647","0,0417253","0,00281294","0,0178153","0,00747903",,
5160,4,"1,74014","0,902508","1,90905","0,95057","0,0285171","0,00380228","0,0171103","0,00808344",,
5170,4,"1,78125","0,89323","1,92571","0,943396","0,0311321","0,00283019","0,0226415","0,00780054",,
5180,4,"1,80029","0,890862","1,89893","0,943396","0,0363208","0,00283019","0,0174528","0,00793958",,
5190,5,"1,92396","0,883749","1,92334","0,93985","0,0357143","0,0037594","0,0206767","0,00787243",,
5200,5,"1,77887","0,895806","1,92162","0,944287","0,0335222","0,00236072","0,01983","0,00783112",,
5210,4,"1,67705","0,903155","1,98134","0,95057","0,0280418","0,00380228","0,0175856","0,0079039",,
5220,5,"1,64584","0,908985","1,91211","0,943841","0,0386975","0,0023596","0,0151015","0,00787544",,
5230,6,"1,69939","0,904438","1,92069","0,946522","0,0411737","0,00189304","0,0104117","0,00799137",,
5240,6,"1,6263","0,909159","1,91708","0,944287","0,0382436","0,00283286","0,0146364","0,00814479",,
5250,6,"1,65764","0,906184","1,91229","0,935016","0,0462833","0,00280505","0,0158953","0,00792445",,
5260,5,"1,76719","0,905354","1,97874","0,94518","0,0378072","0,00189036","0,0151229","0,00790443",,
5270,5,"1,71196","0,897284","1,87355","0,93633","0,0402622","0,00280899","0,0205993","0,00792241",,
5280,5,"1,59545","0,895446","1,88525","0,947418","0,037423","0,00236855","0,0127901","0,00798031",,
5290,4,"1,65087","0,898754","1,87664","0,953289","0,0285987","0,00285987","0,0152526","0,00802937",,
5300,4,"1,80078","0,888319","1,98617","0,946522","0,0317085","0,00283956","0,0189304","0,00792945",,
5310,6,"1,70623","0,8907","1,92244","0,958313","0,0258745","0,00143747","0,0143747","0,00806237",,
5320,6,"1,58496","0,889845","1,86558","0,947418","0,0350545","0,00378967","0,0137376","0,00826488",,
5330,4,"1,46392","0,890714","1,89778","0,943396","0,0316038","0,00283019","0,0221698","0,0081969",,
5340,5,"1,4773","0,889815","1,97027","0,942063","0,0381536","0,00282619","0,0169571","0,00836234",,
5350,5,"1,5588","0,886851","1,90899","0,942507","0,0381715","0,00188501","0,0174364","0,0082423",,
5360,5,"1,53938","0,893271","1,93482","0,944733","0,0401512","0,000944733","0,014171","0,00793656",,
5370,5,"1,52267","0,889358","1,97845","0,940291","0,0371415","0,000940291","0,0216267","0,00820167",,
5380,5,"1,5477","0,884442","1,82832","0,944287","0,0391879","0,00236072","0,0141643","0,00800141",,
5390,5,"1,63616","0,88419","1,97245","0,937647","0,0431317","0,00328176","0,01594","0,00804787",,
5400,4,"1,76898","0,87732","1,95095","0,935891","0,0402433","0,00233973","0,0215255","0,00829288",,
5410,5,"1,71415","0,881338","2,12474","0,927644","0,0459184","0,00185529","0,0245826","0,00785965",,
5420,6,"1,78292","0,869427","1,85639","0,948767","0,0294118","0,00189753","0,0199241","0,00783825",,
5430,5,"1,75407","0,863045","1,99345","0,932401","0,0400932","0,002331","0,0251748","0,00803266",,
5440,5,"1,66722","0,861618","1,84658","0,936768","0,0407494","0,00140515","0,0210773","0,00808859",,
5450,5,"1,68602","0,862116","1,82633","0,94518","0,0340265","0,00047259","0,0203214","0,00800712",,
5460,6,"1,68891","0,863187","1,80809","0,944287","0,0368272","0,00141643","0,0174693","0,00814565",,
5470,5,"1,66417","0,868045","1,82396","0,93985","0,0399436","0,00140977","0,018797","0,00818213",,
5480,5,"1,76788","0,870212","1,89018","0,942063","0,0357984","0,00423928","0,0178992","0,00774699",,
5490,5,"2,06829","0,873322","1,92483","0,934579","0,0411215","0,00186916","0,0224299","0,00757945",,
5500,5,"2,37331","0,875833","2,00416","0,931966","0,0386766","0,00512582","0,0242311","0,00706471",,
5510,5,"2,47401","0,870057","1,99522","0,93985","0,0347744","0,00469925","0,0206767","0,00720252",,
5520,5,"2,1388","0,871275","2,00675","0,94518","0,0326087","0,00189036","0,0203214","0,0074203",,
5530,6,"2,10139","0,87408","2,00317","0,940734","0,0348071","0,00329257","0,0211665","0,00744682",,
5540,5,"2,3541","0,878398","2,02224","0,944287","0,0339943","0,000944287","0,0207743","0,00727962",,
5550,5,"2,57585","0,87502","2,07159","0,948767","0,0298861","0,00426945","0,0170778","0,00725091",,
5560,6,"2,35591","0,873123","2,0128","0,9298","0,0395165","0,0018596","0,0288238","0,00735019",,
5570,6,"2,41941","0,876884","2,01216","0,946074","0,0316935","0,00331126","0,0189215","0,00720066",,
5580,6,"2,59018","0,882608","2,05361","0,953743","0,0233667","0,00286123","0,0200286","0,00705845",,
5590,8,"2,65736","0,882307","2,12826","0,93633","0,0327715","0,00468165","0,0262172","0,00704834",,
5600,8,"2,79114","0,88396",2076,"0,949217","0,0294257","0,00142383","0,0199336","0,00690173",,
5610,9,"2,91312","0,886571","2,06272","0,946074","0,0307474","0,00331126","0,0198675","0,00701036",,
5620,7,"3,21817","0,890591","2,13299","0,948767","0,0265655","0,00379507","0,0208729","0,00674579",,
5630,7,"3,71732","0,904077","2,20411","0,942507","0,027804","0,00329877","0,0263902","0,00661422",,
5640,7,"3,65927","0,899661","2,18167","0,944287","0,0306893","0,000944287","0,0240793","0,00645932",,
5650,7,"3,51043","0,898826","2,21728","0,942951","0,0292315",0,"0,0278171","0,00654702",,
5660,7,"3,67521","0,905239","2,25277","0,938967","0,0352113","0,0028169","0,0230047","0,0063747",,
5670,5,"3,76121","0,906971","2,31465","0,947418","0,0265277","0,00189484","0,0241592","0,00655571",,
5680,5,"3,82822","0,91173","2,21427","0,94518","0,0274102","0,00236295","0,0250473","0,00638367",,
5690,4,"3,8717","0,912443","2,21098","0,955566","0,0258003","0,00238892","0,0162446","0,00664326",,
5700,6,"3,94661","0,917844","2,26471","0,951475","0,0294957","0,000951475","0,018078","0,00632824",,
5710,5,"3,93844","0,927774","2,27509","0,947418","0,026054","0,00331596","0,0232117","0,00650763",,
5720,5,"3,90615","0,926657","2,26915","0,951022","0,0275796","0,00285307","0,0185449","0,0062962",,
5730,5,"3,5353","0,933324","2,23085","0,94697","0,032197","0,00236742","0,0184659","0,00649038",,
5740,7,"3,46459","0,935293","2,26455","0,946074","0,0316935","0,00236518","0,0198675","0,00639279",,
5750,6,"3,47521","0,931046","2,21058","0,951928","0,0290338","0,00380771","0,0152308","0,00664697",,
5760,5,"3,16499","0,936006","2,26689","0,951475","0,027117","0,00142721","0,019981","0,00666761",,
5770,5,"2,9123","0,942998","2,18326","0,94697","0,0350379","0,00142045","0,016572","0,00669383",,
5780,5,"2,77421","0,945429","2,18661","0,946074","0,0340587","0,00283822","0,0170293","0,00685694",,
5790,5,"2,84544","0,942987","2,19207","0,947418","0,0284225","0,00142113","0,022738","0,00666237",,
5800,6,"2,44937","0,947962","2,19283","0,951475","0,0275928","0,00237869","0,0185538","0,00695612",,
5810,5,"2,56764","0,946227","2,17153","0,95511","0,0243553","0,00334288","0,017192","0,00688655",,
5820,5,"2,33338","0,951517","2,15432","0,947867","0,0279621","0,00473934","0,0194313","0,00683726",,
5830,5,"2,25608","0,949744","2,12813","0,950119","0,032304","0,00142518","0,016152","0,00699197",,
5840,5,"2,29637","0,94723","2,1274","0,950119","0,0294537","0,00285036","0,0175772","0,00708103",,
5850,7,"2,5018","0,942129","2,27174","0,94518","0,0335539","0,00330813","0,0179584","0,00708475",,
5860,7,"2,53629","0,938751","2,16852","0,947418","0,0322122","0,00142113","0,0189484","0,00678504",,
5870,8,"2,53075","0,941185","2,20562","0,94697","0,0359848","0,00284091","0,0142045","0,00682265",,
5880,8,"2,46718","0,939789","2,17602","0,947867","0,0327014","0,0014218","0,0180095","0,00673925",,
5890,7,"2,43561","0,937404","2,15712","0,951475","0,0347288","0,00142721","0,0123692","0,0067577",,
5900,6,"2,4934","0,934417","2,16839","0,947418","0,0341071","0,00189484","0,0165798","0,00694833",,
5910,7,"2,46474","0,931259","2,15925","0,944733","0,0321209","0,00377893","0,019367","0,00686032",,
5920,6,"2,51326","0,925972","2,15382","0,947418","0,0355282","0,00189484","0,0151587","0,00691192",,
5930,5,"2,11212","0,932895","2,17809","0,94697","0,0307765","0,00331439","0,0189394","0,00702523",,
5940,4,"2,05339","0,933921","2,10572","0,946074","0,0368969","0,00141911","0,0156102","0,00726589",,
5950,4,"2,04592","0,931536","2,07918","0,946522","0,0340748","0,00141978","0,0179839","0,00725769",,
5960,6,"1,94147","0,931808","2,03405","0,944287","0,0325779","0,00141643","0,0217186","0,00744717",,
5970,7,"1,93944","0,930708","2,08937","0,948317","0,0341394","0,00142248","0,0161214","0,00740113",,
5980,6,"2,05551","0,92894","2,07634","0,954654","0,026253","0,00477327","0,0143198","0,0072078",,
5990,6,"2,01489","0,926141","2,05983","0,947418","0,0336333","0,00142113","0,0175272","0,00721295",,
6000,6,"2,21934","0,922955","2,14788","0,943841","0,0353941","0,00330345","0,0174611","0,00700804",,
6010,5,"2,23471","0,923323","2,09841","0,950119","0,0294537","0,00190024","0,0185273","0,00712489",,
6020,5,"2,26018","0,919482","2,15833","0,946074","0,0326395","0,00236518","0,0189215","0,00701169",,
6030,6,"2,08096","0,917809","2,04532","0,956938","0,0263158","0,00239234","0,0143541","0,00735373",,
6040,4,"2,08861","0,918236","2,0421","0,952381","0,0295238","0,00333333","0,0147619","0,00744292",,
6050,4,"2,05506","0,916683","2,04405","0,947418","0,0345808","0,00284225","0,0151587","0,00731431",,
6060,5,"2,07407","0,913958","2,06637","0,943396","0,0320755","0,00424528","0,020283","0,00725586",,
6070,5,"2,06571","0,913559","2,09167","0,95511","0,0286533","0,00191022","0,0143266","0,00717906",,
6080,6,"2,04247","0,911722","1,99404","0,945626","0,0335697","0,00189125","0,0189125","0,00706215",,
6090,6,"2,04955","0,909958","2,03001","0,945626","0,0340426","0,00189125","0,0184397","0,00743989",,
6100,3,"2,02483","0,907248","2,03377","0,951022","0,0256776","0,00237756","0,0209225","0,00715466",,
6110,5,"2,09462","0,904484","2,02488","0,949668","0,025641","0,002849","0,0218424","0,00723782",,
6120,4,"2,15907","0,899941","2,08254","0,944287","0,0363551","0,00377715","0,0155807","0,00725325",,
6130,5,"2,18334","0,897476","2,0474","0,943841","0,0339783","0,00141576","0,0207645","0,00719182",,
6140,4,"2,16047","0,894604","2,04745","0,950119","0,0299287","0,00427553","0,015677","0,00716947",,
6150,6,"2,28715","0,894063","2,03286","0,956938","0,023445","0,00287081","0,0167464","0,00706057",,
6160,4,"2,45022","0,893072","2,03515","0,946522","0,0302887","0,00189304","0,0212967","0,00707226",,
6170,5,"2,61179","0,893509","2,15243","0,942951","0,0268741","0,00282885","0,0273456","0,00689473",,
6180,4,"2,88292","0,893116","2,13687","0,94697","0,032197","0,00189394","0,0189394","0,00668285",,
6190,5,"2,79106","0,890435","2,09313","0,943841","0,0386975","0,00141576","0,0160453","0,00694473",,
6200,5,"2,75757","0,890138","2,08584","0,940734","0,0352775","0,00188147","0,0221072","0,00698287",,
6210,5,"2,96936","0,884505","2,15052","0,944287","0,029745","0,00236072","0,0236072","0,00671749",,
6220,5,"3,01473","0,879897","2,08306","0,948317","0,0241821","0,00142248","0,0260787","0,00688479",,
6230,7,"2,8625","0,876432","2,11133","0,945626","0,0283688","0,00236407","0,0236407","0,00663235",,
6240,7,"2,78497","0,875491","2,12709","0,942951","0,0311174","0,0018859","0,0240453","0,00687182",,
6250,5,"2,82175","0,877168",2111,"0,938527","0,0342562","0,00234632","0,024871","0,00672019",,
6260,5,"2,91297","0,877659","2,06887","0,946074","0,0307474","0,00236518","0,0208136","0,00701669",,
6270,5,"2,75965","0,876192","2,06548","0,947418","0,0322122","0,000947418","0,0194221","0,00678679",,
6280,5,"2,54506","0,875871","2,05944","0,948767","0,0322581","0,000948767","0,0180266","0,00695943",,
6290,6,"2,85284","0,87887","2,07976","0,940734","0,0329257","0,00235183","0,0239887","0,0069846",,
6300,6,"3,43689","0,886519","2,13043","0,948317","0,0293978","0,00189663","0,0203888","0,00665695",,
6310,7,"3,18455","0,889025","2,14728","0,944287","0,0358829","0,00236072","0,0174693","0,00685359",,
6320,6,"3,12818","0,888766","2,12885","0,946522","0,0260293","0,0023663","0,0250828","0,0066594",,
6330,5,"3,00971","0,884856","2,06544","0,952835","0,028585","0,000476417","0,0181039","0,00672153",,
6340,5,"3,18291","0,887789","2,10671","0,951475","0,0233111","0,00237869","0,0228354","0,00683378",,
6350,5,"3,12553","0,884131","2,14342","0,942507","0,0320452","0,00377003","0,0216777","0,00677268",,
6360,5,"3,08582","0,884334","2,09855","0,949668","0,0270655","0,002849","0,0204179","0,00683765",,
6370,5,"3,23832","0,887711","2,14819","0,946074","0,0321665","0,00236518","0,0193945","0,00659436",,
6380,5,"3,44605","0,894226","2,24762","0,93985","0,0281955","0,00281955","0,0291353","0,00666487",,
6390,6,"3,36623","0,887487","2,26235","0,948317","0,0308203","0,00189663","0,0189663","0,00667719",,
6400,7,"3,54485","0,892718","2,22442","0,946074","0,0302744","0,00189215","0,0217597","0,00666009",,
6410,7,"3,28874","0,884152","2,14742","0,947418","0,0312648","0,00378967","0,0175272","0,00678638",,
6420,8,"3,60361","0,886225","2,16602","0,948767","0,0289374","0,00237192","0,0199241","0,00661428",,
6430,10,"3,9975","0,889909","2,23107","0,947418","0,0270014","0,00236855","0,0232117","0,00657142",,
6440,9,"4,08676","0,890409","2,34212","0,94697","0,030303","0,00236742","0,0203598","0,00646342",,
6450,9,"4,69951","0,903393","2,47529","0,938086","0,0342402","0,00422139","0,0234522","0,00636195",,
6460,7,"4,72137","0,903113","2,38512","0,947418","0,0284225","0,00236855","0,0217906","0,00625487",,
6470,8,"4,91716","0,912689","2,26583","0,938967","0,0333333","0,00187793","0,0258216","0,00632558",,
6480,6,"4,82772","0,921474","2,37366","0,947867","0,0298578","0,000947867","0,021327","0,0063655",,
6490,8,"4,60487","0,921097","2,25706","0,953743","0,0219361","0,00429185","0,0200286","0,00627801",,
6500,6,"4,4315","0,920198","2,48959","0,955566","0,0215002","0,00191113","0,0210225","0,00618965",,
6510,6,"4,33232","0,920757","2,41791","0,962927","0,0182956","0,00192585","0,0168512","0,00637235",,
6520,9,"3,75517","0,923782","2,28932","0,94697","0,0288826","0,00284091","0,0213068","0,0065234",,
6530,7,"3,4623","0,921466","2,18282","0,947867","0,0303318","0,00236967","0,0194313","0,00663253",,
6540,8,"3,35187","0,922284","2,80718","0,948317","0,0265529","0,00331911","0,0218113","0,00681742",,
6550,5,"3,25822","0,922595",2189,"0,951022","0,0256776","0,00237756","0,0209225","0,0067421",,
6560,5,"3,22404","0,924737","2,01099","0,953743","0,0262279","0,00286123","0,0171674","0,00674066",,
6570,5,"3,50058","0,919693","2,15425","0,942063","0,0273198","0,00188413","0,0287329","0,00667257",,
6580,5,"3,19288","0,926894","2,07774","0,959693","0,0211132","0,00143954","0,0177543","0,00665244",,
6590,6,"2,92325","0,931663","2,2299","0,949217","0,0265781","0,00332226","0,0208828","0,00666382",,
6600,6,"2,80472","0,932582","2,03515","0,948767","0,0313093","0,00237192","0,0175522","0,00692305",,
6610,6,"2,98004","0,926062","2,08162","0,93985","0,0399436","0,00281955","0,0173872","0,00685629",,
6620,7,"2,8524","0,928328","2,04674","0,949217","0,0289511","0,00284765","0,0189843","0,00671655",,
6630,6,"2,6673","0,932694","2,12845","0,943841","0,0325625","0,00283152","0,0207645","0,00706426",,
6640,6,"2,45385","0,934932","2,01639","0,952835","0,0295379","0,00190567","0,0157218","0,00717588",,
6650,6,"2,42751","0,932536","2,00097","0,940734","0,0301035","0,00329257","0,0258702","0,00706759",,
6660,5,"2,44787","0,931316","1,93359","0,945626","0,0307329","0,00330969","0,020331","0,00721301",,
6670,6,"2,46217","0,931974","2,03559","0,952381","0,0290476","0,00238095","0,0161905","0,00695839",,
6680,5,"2,0047","0,935806","1,89371","0,953743","0,0286123","0,00238436","0,0152599","0,00747912",,
6690,5,"1,9676","0,932686","1,8623","0,952835","0,0314435","0,00142925","0,0142925","0,00758791",,
6700,6,"1,99932","0,929509","1,8765","0,948317","0,0317686","0,00142248","0,0184922","0,00750083",,
6710,6,"1,98197","0,932797","1,85603","0,959233","0,0282974","0,000479616","0,0119904","0,0075152",,
6720,6,"1,96016","0,935766","1,87259","0,941176","0,0338824","0,00423529","0,0207059","0,00767723",,
6730,5,"2,07348","0,935611","1,86444","0,954198","0,0267176","0,0019084","0,0171756","0,00742994",,
6740,6,"2,06897","0,930208","1,89815","0,947867","0,0322275","0,00331754","0,0165877","0,00732994",,
6750,7,"2,31417","0,926153",1954,"0,935454","0,04116","0,00187091","0,0215154","0,00723072",,
6760,5,"2,34968","0,92516","1,92493","0,945626","0,0335697","0,00236407","0,0184397","0,00719617",,
6770,6,"2,41977","0,920474","1,9358","0,943396","0,034434","0,00283019","0,0193396","0,00717938",,
6780,5,"2,23234","0,920173","1,88789","0,946522","0,0321817","0,00378609","0,0175106","0,00723552",,
6790,5,"2,04337","0,914463","1,86817","0,946522","0,0369143","0,0023663","0,0141978","0,0074515",,
6800,4,"1,91014","0,912151","1,83131","0,946074","0,0345317","0,00189215","0,0175024","0,00747772",,
6810,4,"2,14171","0,912187","1,85492","0,946522","0,0340748","0,00378609","0,0156176","0,00741685",,
