Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,q,,"0,944800765999996"
9510,4,"2,88504","0,889387","2,03814","0,942063","0,0362694","0,00376825","0,0178992","0,00680567",,
9520,5,"2,94911","0,890699","2,02113","0,934579","0,0373832","0,00280374","0,0252336","0,00695138",,
9530,8,"2,99833","0,887785","2,04969","0,936768","0,0327869","0,000936768","0,0295082","0,00673402",,
9540,8,"2,94429","0,882004","1,97883","0,947418","0,0288963","0,00331596","0,0203695","0,00704984",,
9550,6,"2,8671","0,876964","1,95864","0,951928","0,0218943","0,00142789","0,0247501","0,00701372",,
9560,6,"2,9895","0,880863","2,00705","0,948317","0,0265529","0,00474158","0,0203888","0,00690407",,
9570,6,"3,13028","0,882501","2,02029","0,941176","0,0315294","0,00235294","0,0249412","0,00671579",,
9580,5,"3,14873","0,884728","2,03586","0,946074","0,026017","0,00189215","0,026017","0,00682679",,
9590,5,"3,05394","0,886325","1,90375","0,944733","0,0259802","0,00188947","0,0273973","0,00678866",,
9600,5,"3,04669","0,893425","2,04779","0,939408","0,0314702","0,00422734","0,0248943","0,00674906",,
9610,5,"2,96989","0,89367","1,91409","0,95057","0,023289","0,00237643","0,0237643","0,00665857",,
9620,5,"2,99983","0,890201","1,8867","0,947867","0,02891","0,00189573","0,021327","0,00672855",,
9630,8,"2,97436","0,894415","1,88222","0,937207","0,0374883","0,00140581","0,0238988","0,0068942",,
9640,7,"2,9713","0,888162","1,98065","0,942507","0,033459","0,000942507","0,0230914","0,00678774",,
9650,6,"2,91754","0,881145","1,96407","0,934143","0,0401681","0,00233536","0,0233536","0,00689665",,
9660,6,"2,94505","0,876622","1,95821","0,951022","0,0304327","0,00142653","0,0171184","0,00703147",,
9670,6,"3,01909","0,875656","1,86516","0,945626","0,0330969","0,00189125","0,0193853","0,00715134",,
9680,5,"2,92363","0,885383","1,93558","0,947867","0,0303318","0,0014218","0,0203791","0,00694765",,
9690,4,"2,83813","0,886479","1,96035","0,947867","0,0327014","0,0014218","0,0180095","0,00698069",,
9700,6,"2,73501","0,883129","1,98208","0,938086","0,0347092","0,00234522","0,0248593","0,00708694",,
9710,5,"2,93176","0,873385","1,9947","0,943396","0,0273585","0,00330189","0,0259434","0,00684277",,
9720,6,"3,01116","0,869213","1,92805","0,941176",32,"0,00470588","0,0221176","0,0067711",,
9730,5,"2,97616","0,862594","1,84337","0,940734","0,0315146","0,00188147","0,0258702","0,00685494",,
9740,6,"2,9827","0,868959","1,99897","0,936768","0,0355972","0,00140515","0,0262295","0,00680393",,
9750,5,"2,70996","0,872604","1,86225","0,944733","0,0288144","0,00236183","0,0240907","0,00691946",,
9760,6,"2,58222","0,879537","1,82441","0,948317","0,0303461","0,00189663","0,0194405","0,00704257",,
9770,6,"2,61036","0,879235","1,93105","0,946074","0,0312204","0,00236518","0,0203406","0,0069589",,
9780,6,"2,72534","0,876599","1,89563","0,949217","0,0289511","0,00332226","0,0185097","0,00706857",,
9790,6,"2,93131","0,87178","1,82181","0,946074","0,0307474","0,00236518","0,0208136","0,00716117",,
9800,6,"2,70023","0,871452","1,95083","0,962001","0,019721","0,002405","0,015873","0,00674049",,
9810,6,"2,70407","0,872516","1,86539","0,942951","0,0306459","0,00282885","0,0235738","0,0070919",,
9820,8,"2,75614","0,875282","1,8309","0,94162","0,0315443","0,00141243","0,0254237","0,00691338",,
9830,7,"2,74396","0,872633","1,94409","0,947418","0,0284225","0,00142113","0,022738","0,00704934",,
9840,9,"2,77218","0,862227","1,99068","0,942507","0,0348728","0,000471254","0,0221489","0,00716503",,
9850,7,"2,63673","0,857323","1,86013","0,938527","0,033787","0,00187705","0,0258095","0,00688856",,
9860,8,"2,61748","0,858355","1,82906","0,95648","0,0243902","0,0023912","0,0167384","0,00706874",,
9870,6,"2,56549","0,860451","1,97528","0,938967","0,0333333","0,00234742","0,0253521","0,00726535",,
9880,6,"2,57245","0,862978","2,02864","0,940734","0,0296331","0,000940734","0,0286924","0,00709969",,
9890,5,"2,53221","0,860061","1,8209","0,933707","0,0345472","0,00186741","0,0298786","0,00729975",,
9900,5,"2,40378","0,863057","1,79431","0,947867","0,0246445","0,00236967","0,0251185","0,00721187",,
9910,6,"2,34895","0,865598","1,78233","0,942507","0,0301602","0,00329877","0,0240339","0,00738891",,
9920,4,"2,12878","0,87016","1,78125","0,938527","0,0403566","0,00234632","0,0187705","0,00743566",,
9930,3,"2,10806","0,867192","1,74575","0,938527","0,0380103","0,00187705","0,0215861","0,00748037",,
9940,3,"2,0318","0,868968","1,81017","0,948317","0,0322428","0,00189663","0,0175439","0,0075981",,
9950,3,"2,05401","0,865099","1,76446","0,950119","0,0285036","0,00332542","0,0180523","0,00754889",,
9960,3,"2,03737","0,864146","1,73743","0,943396","0,0353774","0,00141509","0,0198113","0,00765627",,
9970,3,"2,13204","0,860744","1,7712","0,949668","0,0280152","0,000949668","0,0213675","0,00752472",,
9980,3,"2,11647","0,860115","1,77873","0,937207","0,0374883","0,00515464","0,02015","0,00738836",,
9990,3,"2,06428","0,857967","1,80619","0,947867","0,028436","0,00236967","0,021327","0,00755923",,
