Generation number	Allele number	Frequency	Activity
0	-3	0	0.999916
0	0	1	0.99987
10	-3	0	0.998958
10	0	0.993497	0.99889
10	1	0.004002	0.999024
10	2	0.00250125	0.999408
20	-3	0	0.998049
20	0	0.982991	0.998153
20	1	0.0010005	0.998119
20	2	0.014007	0.998485
20	3	0.00150075	0.999583
20	4	0.00050025	0.999701
30	-3	0	0.997246
30	0	0.956478	0.997221
30	2	0.030015	0.997426
30	6	0.0115058	0.999099
30	7	0.002001	0.99956
40	-3	0	0.996409
40	0	0.936968	0.995896
40	2	0.0510255	0.99649
40	6	0.010005	0.998244
40	7	0.00050025	0.998391
40	10	0.00150075	1
50	-3	0	0.995763
50	0	0.953977	0.995143
50	2	0.0290145	0.995796
50	6	0.0110055	0.997196
50	10	0.006003	0.998965
60	-3	0	0.99468
60	0	0.972486	0.994609
60	2	0.0205103	0.99484
60	6	0.0050025	0.995891
60	10	0.002001	0.997996
70	-3	0	0.993911
70	0	0.958479	0.993626
70	2	0.0315158	0.993864
70	6	0.0050025	0.994508
70	10	0.0050025	0.997224
80	-3	0	0.992713
80	0	0.93947	0.992838
80	2	0.0545273	0.992671
80	6	0.0050025	0.994011
80	10	0.0010005	0.99628
90	-3	0	0.991939
90	0	0.91996	0.991478
90	2	0.0775388	0.991985
90	6	0.00250125	0.992798
100	-3	0	0.991378
100	0	0.918959	0.99009
100	2	0.078039	0.991345
100	6	0.002001	0.991398
100	21	0.0010005	1
110	-3	0	0.990524
110	0	0.922961	0.989199
110	2	0.0765383	0.990375
110	25	0.00050025	0.999843
120	-3	0	0.989593
120	0	0.906953	0.98781
120	2	0.0875438	0.99022
120	25	0.00550275	0.998751
130	-3	0	0.988256
130	0	0.848424	0.986615
130	2	0.143072	0.988826
130	25	0.00550275	0.998094
130	28	0.002001	0.999165
130	30	0.0010005	0.999518
140	-3	0	0.986848
140	0	0.848924	0.985106
140	2	0.144572	0.988586
140	25	0.0030015	0.996994
140	30	0.00350175	0.998636
150	-3	0	0.985935
150	0	0.849925	0.983653
150	2	0.141571	0.988065
150	25	0.00350175	0.99602
150	30	0.004002	0.997605
150	37	0.0010005	0.999893
160	-3	0	0.984693
160	0	0.833417	0.98206
160	2	0.158579	0.987414
160	30	0.006003	0.996425
160	38	0.002001	0.999809
170	-3	0	0.983354
170	0	0.877939	0.980829
170	2	0.118559	0.986595
170	30	0.002001	0.995288
170	38	0.00150075	0.998778
180	-3	0	0.981889
180	0	0.863932	0.978565
180	2	0.133067	0.985805
180	38	0.0030015	0.998065
190	-3	0	0.980478
190	0	0.902951	0.97649
190	2	0.0970485	0.985138
200	-3	0	0.979578
200	0	0.903952	0.975663
200	2	0.096048	0.983668
210	-3	0	0.978798
210	0	0.870935	0.973391
210	2	0.127064	0.982231
210	53	0.002001	0.999903
220	-3	0	0.978064
220	0	0.861431	0.971409
220	2	0.135068	0.981841
220	53	0.00350175	0.999006
230	-3	0	0.97711
230	0	0.835918	0.9694
230	2	0.162081	0.981253
230	53	0.002001	0.998181
240	-3	0	0.97563
240	0	0.81941	0.96695
240	2	0.18009	0.980489
240	53	0.00050025	0.99712
250	-3	0	0.974804
250	0	0.82041	0.965398
250	2	0.177589	0.979988
250	63	0.00150075	0.999458
250	64	0.00050025	0.99978
260	-3	0	0.975128
260	0	0.807904	0.964079
260	2	0.183592	0.978919
260	64	0.004002	0.99882
260	66	0.00250125	0.999328
260	68	0.002001	0.999694
270	-3	0	0.973964
270	0	0.818909	0.961941
270	2	0.175588	0.97776
270	64	0.0010005	0.997744
270	68	0.0030015	0.998698
270	69	0.00150075	0.999195
280	-3	0	0.973121
280	0	0.762881	0.960887
280	2	0.236118	0.976781
280	69	0.0010005	0.998021
290	-3	0	0.971904
290	0	0.765883	0.959649
290	2	0.233617	0.974767
290	73	0.00050025	1
300	-3	0	0.970323
300	0	0.77939	0.958451
300	2	0.22061	0.973679
310	-3	0	0.970368
310	0	0.74087	0.955626
310	2	0.258129	0.973075
310	76	0.0010005	0.999523
320	-3	0	0.970004
320	0	0.748374	0.953225
320	2	0.246123	0.97217
320	76	0.00550275	0.99844
330	-3	0	0.96904
330	0	0.743872	0.950285
330	2	0.250625	0.971535
330	76	0.0050025	0.997523
330	80	0.00050025	0.999881
340	-3	0	0.967919
340	0	0.698349	0.947586
340	2	0.29915	0.970721
340	76	0.00250125	0.996665
350	-3	0	0.967159
350	0	0.701851	0.945035
350	2	0.298149	0.969384
360	-3	0	0.965631
360	0	0.682341	0.944139
360	2	0.317159	0.967386
360	82	0.00050025	0.999519
370	-3	0	0.966158
370	0	0.648824	0.941935
370	2	0.350175	0.965718
