Generation number	Allele number	Frequency	Activity
0	-3	0	0.999998
0	0	1	0.999999
10	-3	0	0.999993
10	0	1	0.999991
20	-3	0	0.999996
20	0	0.998499	0.999989
20	2	0.00150075	0.999995
30	-3	0	0.999964
30	0	0.9995	1
30	5	0.00050025	1
40	-3	0	0.99993
40	0	0.9995	0.999994
40	6	0.00050025	0.999985
50	-3	0	0.999915
50	0	0.998999	0.999965
50	6	0.0010005	0.99994
60	-3	0	0.999887
60	0	0.996998	0.999993
60	6	0.00150075	0.999906
60	10	0.00050025	1
60	11	0.0010005	0.999999
70	-3	0	0.999856
70	0	0.998499	0.999986
70	6	0.00050025	0.999886
70	10	0.0010005	0.999989
80	-3	0	0.999845
80	0	0.984992	0.999985
80	6	0.0125063	0.999853
80	16	0.00250125	1
90	-3	0	0.999815
90	0	0.991996	0.99998
90	6	0.00750375	0.999856
90	20	0.00050025	1
100	-3	0	0.999845
100	0	0.993997	0.999971
100	6	0.006003	0.999878
110	-3	0	0.999856
110	0	0.994497	0.999961
110	6	0.00550275	0.99991
120	-3	0	0.999831
120	0	0.986993	0.99991
120	6	0.0130065	0.999898
130	-3	0	0.999772
130	0	0.962481	0.999869
130	6	0.0375188	0.999956
140	-3	0	0.999709
140	0	0.956978	0.999798
140	6	0.042021	0.999904
140	26	0.0010005	0.999999
150	-3	0	0.999805
150	0	0.923462	0.999819
150	6	0.0645323	0.999845
150	26	0.0050025	0.999996
150	27	0.006003	0.999996
150	28	0.0010005	1
160	-3	0	0.99978
160	0	0.892446	0.999729
160	6	0.0765383	0.999811
160	26	0.016008	0.99999
160	27	0.0145073	0.999984
160	31	0.00050025	1
170	-3	0	0.999735
170	0	0.847924	0.999732
170	6	0.108554	0.999752
170	26	0.0315158	0.99995
170	27	0.012006	0.999996
180	-3	0	0.999769
180	0	0.835918	0.999755
180	6	0.112556	0.999676
180	26	0.0430215	0.999975
180	27	0.00750375	0.999999
180	36	0.0010005	1
190	-3	0	0.999794
190	0	0.832916	0.999711
190	6	0.129065	0.999641
190	26	0.0315158	0.999896
190	27	0.0050025	0.999977
190	36	0.00150075	0.999995
200	-3	0	0.999818
200	0	0.811906	0.999656
200	6	0.103552	0.999639
200	26	0.076038	0.999932
200	27	0.00150075	0.999965
200	36	0.0070035	0.999988
210	-3	0	0.999812
210	0	0.792396	0.999631
210	6	0.143072	0.999612
210	26	0.0625313	0.999868
210	36	0.0010005	0.999984
210	40	0.0010005	1
220	-3	0	0.999789
220	0	0.787394	0.999698
220	6	0.174587	0.999509
220	26	0.0375188	0.999856
220	36	0.00050025	0.999982
230	-3	0	0.999807
230	0	0.743872	0.999728
230	6	0.197099	0.999577
230	26	0.0590295	0.999849
240	-3	0	0.99974
240	0	0.729865	0.999606
240	6	0.221111	0.999589
240	26	0.0455228	0.999833
240	45	0.00250125	0.999998
240	46	0.0010005	0.999996
250	-3	0	0.999663
250	0	0.776888	0.999605
250	6	0.177589	0.999685
250	26	0.0415208	0.999861
250	45	0.002001	0.999966
250	46	0.002001	0.999984
260	-3	0	0.999636
260	0	0.761881	0.999531
260	6	0.192596	0.99947
260	26	0.0430215	0.999856
260	46	0.00250125	0.999969
270	-3	0	0.999555
270	0	0.709855	0.999464
270	6	0.238119	0.999518
270	26	0.0495248	0.999786
270	46	0.00250125	0.999944
280	-3	0	0.999548
280	0	0.665833	0.999481
280	6	0.271136	0.999506
280	26	0.06003	0.99982
280	46	0.0030015	0.999931
290	-3	0	0.999472
290	0	0.685843	0.999229
290	6	0.255628	0.99952
290	26	0.0585293	0.999824
300	-3	0	0.999336
300	0	0.683342	0.999168
300	6	0.268134	0.999572
300	26	0.0485243	0.999873
310	-3	0	0.999245
310	0	0.693847	0.999195
310	6	0.265133	0.999517
310	26	0.032016	0.999874
310	55	0.00450225	0.999996
310	56	0.002001	1
310	58	0.0010005	0.999998
310	59	0.00150075	1
320	-3	0	0.999234
320	0	0.730365	0.999164
320	6	0.225613	0.999466
320	26	0.0210105	0.99985
320	55	0.00950475	0.999984
320	58	0.0010005	0.999996
320	59	0.0125063	0.999998
330	-3	0	0.999437
330	0	0.732366	0.999168
330	6	0.212106	0.999511
330	26	0.0290145	0.999851
330	55	0.0155078	0.999977
330	59	0.0110055	0.999986
340	-3	0	0.999393
340	0	0.733867	0.999228
340	6	0.185093	0.999589
340	26	0.0355178	0.999856
340	55	0.0310155	0.999975
340	59	0.00950475	0.999993
340	63	0.00450225	0.999984
340	65	0.00050025	1
350	-3	0	0.999581
350	0	0.687844	0.999041
350	6	0.224612	0.999515
350	26	0.0445223	0.999843
350	55	0.022011	0.999958
350	59	0.0105053	0.999999
350	63	0.008004	0.999961
350	65	0.0010005	1
350	67	0.00150075	1
360	-3	0	0.999526
360	0	0.645823	0.999044
360	6	0.25913	0.999459
360	26	0.048024	0.999714
360	55	0.0275138	0.999935
360	59	0.00850425	0.999993
360	63	0.0110055	0.999963
370	-3	0	0.999583
370	0	0.634817	0.998912
370	6	0.23962	0.999448
370	26	0.0645323	0.999652
370	55	0.0355178	0.999913
370	59	0.00850425	0.999944
370	63	0.0170085	0.99997
380	-3	0	0.999469
380	0	0.658829	0.998869
380	6	0.245123	0.999488
380	26	0.0475238	0.999608
380	55	0.0225113	0.999873
380	59	0.010005	0.999945
380	63	0.0155078	0.999973
380	72	0.00050025	1
390	-3	0	0.999565
390	0	0.674837	0.9987
390	6	0.24012	0.999488
390	26	0.0425213	0.999452
390	55	0.0165083	0.999799
390	59	0.002001	0.999851
390	63	0.0215108	0.999968
390	73	0.00250125	0.999992
400	-3	0	0.99965
400	0	0.656328	0.99856
400	6	0.277139	0.999572
400	26	0.0275138	0.999464
400	55	0.0125063	0.999766
400	63	0.02001	0.99994
400	73	0.006003	0.999993
400	75	0.00050025	1
410	-3	0	0.999621
410	0	0.672336	0.998759
410	6	0.27914	0.999471
410	26	0.0185093	0.999589
410	55	0.0090045	0.999756
