Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,,"0,953168904999997"
3050,7,"2,38133","0,982143","2,13349","0,951022","0,0375654","0,00190204","0,00951022",,
3060,7,"2,31532","0,981431","2,11261","0,957396","0,0234562","0,00143609","0,0177118",,
3070,8,"2,11309","0,979983","2,04569","0,959233","0,0292566","0,000959233","0,0105516",,
3080,7,"2,09871","0,979813","2,11476","0,950119","0,0299287","0,00285036","0,0171021",,
3090,8,"2,14105","0,979899","2,11016","0,954654","0,0315036","0,00190931","0,0119332",,
3100,7,"2,11657","0,979633","2,07071","0,957854","0,0306513","0,000478927","0,0110153",,
3110,7,"2,20775","0,979963","2,14881","0,950119","0,0327791","0,0023753","0,0147268",,
3120,7,"2,10048","0,979286","2,05253","0,95057","0,0356464","0,00237643","0,0114068",,
3130,7,"2,04417","0,97914","2,06119","0,954654","0,0334129","0,000954654","0,0109785",,
3140,10,"2,26258","0,980214","2,13606","0,951475","0,0342531","0,00285442","0,0114177",,
3150,10,"2,32208","0,980415","2,12966","0,952381","0,032381","0,00190476","0,0133333",,
3160,8,"2,16095","0,979909","2,0826","0,948767","0,0351044","0,000948767","0,0151803",,
3170,7,"2,05508","0,979273","2,11189","0,954654","0,0324582","0,00238663","0,0105012",,
3180,8,"2,05712","0,978888","2,0868","0,951022","0,0318592","0,00142653","0,0156919",,
3190,7,"2,26312","0,979934","2,09367","0,962464","0,0245428","0,00240616","0,0105871",,
3200,8,"2,34165","0,980515","2,12141","0,953289","0,0300286","0,00238322","0,0142993",,
3210,8,"2,51456","0,981368","2,2299","0,951928","0,0285578","0,00380771","0,0157068",,
3220,9,"2,7341","0,982081","2,17625","0,959233","0,0258993","0,0028777","0,0119904",,
3230,10,"2,67042","0,981569","2,20044","0,958313","0,0292286","0,00287494","0,00958313",,
3240,10,"2,97697","0,983423","2,2503","0,95648","0,0210426","0,00573888","0,0167384",,
3250,12,"3,09298","0,983838","2,23142","0,957854","0,0292146","0,00191571","0,0110153",,
3260,11,"3,2451","0,984003","2,24093","0,954198","0,0267176","0,00333969","0,0157443",,
3270,12,"2,90698","0,982571","2,26245","0,959233","0,0244604","0,00431655","0,0119904",,
3280,13,"3,12135","0,983144","2,21364","0,951475","0,0318744","0,000951475","0,0156993",,
3290,12,"3,43125","0,984035","2,25473","0,960154","0,024964","0,00192031","0,0129621",,
3300,11,"3,07106","0,982681","2,27746","0,948767","0,0327324","0,00142315","0,0170778",,
3310,11,"3,31553","0,983563","2,24814","0,961076","0,0297934","0,00144161","0,00768861",,
3320,12,"3,20523","0,982987","2,2382","0,94697","0,0340909","0,00142045","0,0175189",,
3330,13,"2,95862","0,982008","2,24372","0,95511","0,030086","0,00095511","0,0138491",,
3340,11,"3,01679","0,982082","2,22793","0,959233","0,0235012","0,00239808","0,0148681",,
3350,10,"2,85063","0,981095","2,1844","0,956023","0,0286807","0,00239006","0,0129063",,
3360,11,"2,59805","0,979803","2,1899","0,949217","0,032748","0,00237304","0,0156621",,
3370,9,"2,9792","0,981298","2,20212","0,96432","0,0236258","0,00096432","0,0110897",,
3380,10,"3,08381","0,981795","2,2958","0,951475","0,0294957","0,00190295","0,0171265",,
3390,11,"3,17718","0,982565","2,29562","0,951475","0,0313987","0,00285442","0,0142721",,
3400,9,"3,37043","0,983181","2,24618","0,95511","0,0276982","0,00095511","0,0162369",,
3410,9,"3,18746","0,982073","2,24833","0,951022","0,0309082","0,0042796","0,0137898",,
3420,9,"3,0688","0,981907","2,26327","0,953289","0,0285987","0,00142993","0,0166826",,
3430,8,"3,32293","0,982703","2,23582","0,952381","0,0285714","0,00142857","0,017619",,
3440,9,"3,78362","0,985252","2,23698","0,953289","0,028122","0,00190658","0,0166826",,
3450,9,"3,96302","0,98669","2,29765","0,951928","0,0276059","0,00428367","0,0161828",,
3460,7,"3,98061","0,986982","2,36802","0,953743","0,0262279","0,00286123","0,0171674",,
3470,8,"4,08104","0,986907","2,3604","0,957396","0,0258497","0,00430828","0,0124461",,
3480,7,"4,3638","0,987563","2,36178","0,95511","0,030086","0,00143266","0,0133715",,
3490,9,"4,53646","0,989199","2,39133","0,947867","0,028436","0,0028436","0,0208531",,
3500,10,"4,57482","0,98959","2,40919","0,953289","0,029552","0,00190658","0,0152526",,
3510,10,"4,28442","0,987427","2,31268","0,959693","0,0225528","0,00191939","0,0158349",,
3520,10,"4,41503","0,9878","2,37196","0,951022","0,0294817","0,00142653","0,0180694",,
3530,9,"4,34212","0,98744","2,39625","0,95511","0,0262655","0,00191022","0,0167144",,
3540,9,"4,39787","0,98805","2,41265","0,939408","0,0361672","0,00422734","0,0201973",,
3550,8,"4,63124","0,989937","2,41433","0,957396","0,0248923","0,00287219","0,0148396",,
3560,7,"4,46007","0,990625","2,39738","0,957396","0,0277645","0,00191479","0,0129248",,
3570,7,"3,9412","0,991832","2,39071","0,951475","0,0285442","0,00237869","0,0176023",,
3580,8,"3,73166","0,992666","2,33002","0,954198","0,0248092","0,00333969","0,0176527",,
3590,7,"3,5385","0,991841","2,32855","0,957854","0,0277778","0,00287356","0,0114943",,
3600,7,"3,46127","0,99217","2,30498","0,953289","0,0257388","0,00238322","0,0185891",,
3610,9,"3,36879","0,993057",2273,"0,95648","0,0315638",0,"0,011956",,
3620,8,"3,31581","0,990839","2,30937","0,949217","0,0346464","0,00189843","0,0142383",,
3630,5,"3,43371","0,98876","2,35511","0,956023","0,0229446","0,0043021","0,0167304",,
3640,6,"3,41278","0,986191","2,26263","0,962464","0,0197305","0,00192493","0,0158807",,
3650,5,"3,29649","0,984945","2,28167","0,945626","0,0326241","0,00330969","0,0184397",,
3660,6,"3,46848","0,985735","2,30926","0,958313","0,0268328","0,00191663","0,0129372",,
3670,6,"3,48145","0,984966","2,26105","0,955566","0,0253225","0,00143335","0,017678",,
3680,4,"3,60644","0,985051","2,28864","0,952381","0,0261905","0,00238095","0,0190476",,
3690,6,"3,62241","0,985446","2,26168","0,953743","0,0305198","0,00143062","0,0143062",,
3700,7,"3,44652","0,984356","2,32635","0,944287","0,0372993","0,00283286","0,0155807",,
3710,8,"3,39745","0,984212",2231,"0,957854","0,0220307","0,00191571","0,0181992",,
3720,7,"3,34981","0,985296","2,23269","0,951022","0,0280552","0,00475511","0,0161674",,
3730,6,"3,34875","0,985506","2,21872","0,95057","0,0275665","0,00427757","0,0175856",,
3740,6,"3,18036","0,985715","2,26514","0,943396","0,0391509","0,00188679","0,015566",,
3750,6,"3,33015","0,985576","2,24208","0,946522","0,0317085","0,0023663","0,0194037",,
3760,7,"3,3474","0,985507","2,23612","0,949217","0,0355956","0,00284765","0,0123398",,
3770,7,"3,12869","0,982642","2,18605","0,949217","0,0317988","0,00237304","0,0166113",,
3780,8,"3,24016","0,98254","2,2663","0,951475","0,0309229","0,00190295","0,0156993",,
3790,5,"3,29392","0,982959","2,26396","0,95057","0,0228137","0,00475285","0,0218631",,
3800,4,"3,18101","0,98202","2,22167","0,953289","0,0266921","0,00190658","0,0181125",,
3810,4,"3,36258","0,98375","2,23868","0,953289","0,0300286","0,00238322","0,0142993",,
3820,5,"3,55021","0,983714","2,21519","0,956023","0,0277247","0,00239006","0,0138623",,
3830,5,"3,56545","0,984772","2,29538","0,943396","0,0339623","0,00283019","0,0198113",,
3840,5,"3,51335","0,98451","2,28732","0,94518","0,0344991","0,00236295","0,0179584",,
3850,4,"3,47299","0,985196","2,28892","0,952835","0,0300143","0,00238209","0,0147689",,
3860,5,"3,29137","0,985841","2,23515","0,95511","0,0262655","0,00143266","0,017192",,
3870,5,"3,26711","0,987573","2,25185","0,945626","0,0349882","0,00141844","0,0179669",,
3880,7,"3,27678","0,987901","2,2494","0,961076","0,0221048","0,00336377","0,0134551",,
3890,5,"2,97943","0,98698","2,25929","0,950119","0,0304038","0,00190024","0,0175772",,
3900,5,"2,82953","0,988633","2,21233","0,954198","0,0276718","0,0023855","0,0157443",,
3910,5,"2,79328","0,988936","2,25347","0,953743","0,029566","0,00143062","0,0152599",,
3920,5,"2,91004","0,98886","2,25903","0,942507","0,0358153","0,00377003","0,0179076",,
3930,5,"2,96478","0,987752","2,26385","0,956938","0,0263158","0,00430622","0,0124402",,
3940,5,"2,97584","0,986129","2,22899","0,943841","0,0316187","0,00566305","0,0188768",,
3950,6,"2,85974","0,986855","2,1818","0,955566","0,0258003","0,0028667","0,0157668",,
3960,6,"2,8919","0,987472","2,19618","0,954654","0,0295943","0,000954654","0,0147971",,
3970,6,"2,81563","0,98685","2,23234","0,948317","0,0256046","0,00331911","0,0227596",,
3980,6,"2,88354","0,985807","2,21128","0,950119","0,0299287","0,00285036","0,0171021",,
3990,8,"2,88105","0,983715","2,17531","0,954198","0,0248092","0,00381679","0,0171756",,
4000,6,"2,82556","0,981588","2,19895","0,960615","0,0292988","0,00240154","0,00768492",,
4010,5,"2,62288","0,97991","2,18093","0,946074","0,0331126","0,00283822","0,0179754",,
4020,5,"2,84499","0,980718","2,19822","0,949668","0,0356125","0,0014245","0,0132953",,
4030,5,"2,91064","0,980966","2,21648","0,953289","0,0305052","0,00238322","0,0138227",,
4040,7,"3,22372","0,98309","2,32019","0,951022","0,0294817","0,000951022","0,0185449",,
4050,5,"3,11882","0,982842","2,24998","0,95648","0,0277379","0,00143472","0,0143472",,
4060,5,"3,26343","0,984682","2,26286","0,951475","0,02902","0,000951475","0,0185538",,
4070,7,"3,42696","0,986414","2,26347","0,950119","0,0304038","0,000950119","0,0185273",,
4080,6,"3,60187","0,989812","2,28503","0,95511","0,0262655","0,00238777","0,0162369",,
4090,8,"3,62131","0,988552","2,23322","0,952835","0,0333492","0,000476417","0,0133397",,
4100,7,"3,57108","0,987548","2,25292","0,955566","0,0291448","0,000955566","0,0143335",,
4110,7,"3,29129","0,986785","2,2303","0,948767","0,0313093","0,00237192","0,0175522",,
4120,5,"3,18787","0,985662","2,19774","0,953743","0,0290892","0,0033381","0,0138293",,
4130,5,"3,25713","0,983628","2,21921","0,960615","0,0240154","0,00240154","0,0129683",,
4140,7,"3,23613","0,983277","2,21505","0,949668","0,0308642","0,00379867","0,0156695",,
4150,6,"3,4653","0,98411","2,29853","0,95511","0,0253104","0,00238777","0,017192",,
4160,6,"3,43548","0,98491","2,23075","0,955566","0,0253225","0,00191113","0,0172002",,
4170,4,"3,34816","0,984081","2,19837","0,950119","0,0313539","0,00332542","0,0152019",,
4180,4,"3,48833","0,984724","2,29942","0,95057","0,0270913","0,003327","0,0190114",,
4190,4,"3,73389","0,986073","2,29636","0,943396","0,0330189","0,00518868","0,0183962",,
4200,5,"3,85277","0,986063","2,24428","0,955566","0,0301003","0,0028667","0,0114668",,
4210,5,"3,94559","0,987483","2,31215","0,949668","0,0275404","0,00332384","0,0194682",,
4220,8,"3,92516","0,989952","2,2598","0,95648","0,021999","0,00143472","0,0200861",,
4230,5,"3,94034","0,990071","2,25888","0,955566","0,0301003","0,00143335","0,0129001",,
4240,7,"3,86108","0,991177","2,23451","0,959233","0,022542","0,00143885","0,0167866",,
4250,5,"3,90745","0,990362","2,23828","0,95511","0,030086","0,00095511","0,0138491",,
4260,5,"3,76277","0,992319","2,28809","0,94162","0,0343691","0,0047081","0,0193032",,
4270,5,"3,88577","0,992046","2,26258","0,952381","0,027619","0,00238095","0,017619",,
4280,5,"4,01793","0,9902","2,31766","0,93985","0,031015","0,00281955","0,0263158",,
4290,6,"3,99066","0,990901","2,31729","0,952381","0,0304762","0,00142857","0,0157143",,
4300,6,"4,06446","0,988737","2,31083","0,953743","0,0267048","0,000953743","0,018598",,
4310,5,"3,98709","0,989171","2,33056","0,953289","0,029552","0,00190658","0,0152526",,
4320,5,"3,96971","0,989306","2,32843","0,951022","0,0266286","0,00380409","0,0185449",,
4330,5,"3,93721","0,98897","2,25672","0,959693","0,0268714","0,00191939","0,0115163",,
4340,4,"3,9288","0,990714","2,30682","0,951022","0,0323348","0,000951022","0,0156919",,
4350,4,"3,80749","0,988481","2,29139","0,93985","0,0338346","0,0037594","0,0225564",,
4360,6,"3,81308","0,989986","2,29004","0,957854","0,0191571","0,00335249","0,019636",,
4370,6,"3,51972","0,98728","2,27604","0,944733","0,0292867","0,0042513","0,0217289",,
4380,6,"3,16926","0,985282","2,22767","0,954654","0,0272076","0,00143198","0,0167064",,
4390,6,"3,23493","0,98441","2,20016","0,957854","0,0268199","0,000957854","0,0143678",,
4400,5,"3,09867","0,98393","2,2656","0,943841","0,0335064","0,00330345","0,0193487",,
4410,4,"3,19347","0,984468","2,24995","0,949217","0,0317988","0,00332226","0,0156621",,
4420,5,"3,49524","0,985228","2,31208","0,949217","0,0346464","0,00237304","0,0137636",,
4430,5,"3,29776","0,986039","2,26855","0,954654","0,023389","0,00334129","0,0186158",,
4440,5,"3,2529","0,98623","2,28613","0,947418","0,0312648","0,00378967","0,0175272",,
4450,4,"3,52622","0,987043","2,27692","0,957396","0,0248923","0,00287219","0,0148396",,
4460,4,"3,52823","0,985691","2,22239","0,957854","0,0258621","0,00287356","0,01341",,
4470,6,"3,5657","0,985966","2,28498","0,949668","0,0332384","0,0014245","0,0156695",,
4480,5,"3,58188","0,986022","2,2215","0,950119","0,0294537","0,00190024","0,0185273",,
4490,5,"3,56116","0,989015","2,30327","0,948317","0,0308203","0,00237079","0,0184922",,
4500,4,"3,46694","0,989854","2,25711","0,949668","0,0318139","0,00189934","0,0166192",,
4510,4,"3,5176","0,991148","2,2363","0,947418","0,0312648","0,00189484","0,0194221",,
4520,5,"3,65005","0,990883","2,28479","0,946522","0,0307619","0,00378609","0,0189304",,
4530,4,"3,50328","0,990824","2,26072","0,952381","0,0309524","0,00190476","0,0147619",,
4540,6,"3,72321","0,990884","2,25737","0,963391","0,0216763","0,00240848","0,0125241",,
4550,5,"3,35836","0,992191","2,25548","0,957854","0,0301724","0,00143678","0,0105364",,
4560,6,"3,14453","0,994614","2,27519","0,94697","0,0369318","0,00142045","0,014678",,
4570,5,"3,03169","0,995216","2,22311","0,949217","0,0303749","0,00332226","0,0170859",,
4580,5,"2,9251","0,996029","2,23232","0,94518","0,0344991","0,00283554","0,0174858",,
4590,7,"3,27603","0,995663","2,23233","0,958313","0,0229995","0,0033541","0,015333",,
4600,7,"3,02211","0,996356","2,21519","0,948317","0,029872","0,00142248","0,0203888",,
4610,7,"3,12225","0,995768","2,25025","0,951475","0,02902","0,00237869","0,0171265",,
4620,7,"3,23386","0,995148","2,21967","0,951022","0,0285307","0,00237756","0,0180694",,
4630,7,"3,40574","0,994434","2,29296","0,951475","0,0318744","0,00190295","0,0147479",,
4640,6,"3,51072","0,995481","2,24484","0,952381","0,0285714","0,00142857","0,017619",,
4650,6,"3,18683","0,994516","2,24613","0,947867","0,0341232","0,0028436","0,0151659",,
4660,6,"3,21317","0,994401","2,29581","0,94518","0,0311909","0,00330813","0,0203214",,
4670,6,"3,80785","0,991566","2,31872","0,954198","0,0295802","0,0014313","0,0147901",,
4680,7,"3,76601","0,991147","2,29318","0,958313","0,0268328","0,00287494","0,0119789",,
4690,7,"3,72961","0,993023","2,27428","0,953289","0,0285987","0,000476644","0,0176358",,
4700,6,"3,75435","0,993243","2,31448","0,955566","0,0272336","0,000955566","0,0162446",,
4710,6,"3,97892","0,990278","2,2861","0,961538",25,"0,00192308","0,0115385",,
4720,6,"3,92607","0,990936","2,29535","0,954198","0,0276718","0,000954198","0,0171756",,
4730,8,"3,87576","0,99119","2,27217","0,95648","0,0277379","0,00143472","0,0143472",,
4740,8,"4,03113","0,990563","2,32365","0,960615","0,0235351","0,00144092","0,0144092",,
4750,8,"4,19865","0,988344","2,45281","0,946074","0,0293283","0,0037843","0,0208136",,
4760,8,"3,92391","0,987346","2,30574","0,953289","0,0285987","0,00142993","0,0166826",,
4770,8,"4,02771","0,986509","2,27","0,94697","0,0293561","0,00142045","0,0222538",,
4780,8,"3,79826","0,984757","2,27076","0,952835","0,0304907","0,000952835","0,0157218",,
4790,7,"3,80914","0,983814","2,37634","0,944733","0,0316486","0,00377893","0,0198394",,
4800,7,"3,78222","0,983695","2,27071","0,954654","0,0315036","0,00238663","0,0114558",,
4810,7,"3,57547","0,985095","2,26221","0,947867","0,0308057","0,00189573","0,0194313",,
4820,7,"3,65153","0,986047","2,23397","0,95057","0,0304183","0,00190114","0,0171103",,
4830,6,"3,56235","0,986747","2,30082","0,946522","0,0336015","0,000473261","0,0194037",,
4840,5,"3,54221","0,984739","2,31878","0,948767","0,0298861","0,00237192","0,0189753",,
4850,5,"3,40883","0,983894","2,24735","0,957854","0,0234674","0,00383142","0,0148467",,
4860,6,"3,30457","0,984085","2,24715","0,951022","0,0328103","0,00285307","0,0133143",,
4870,6,"3,14711","0,982581","2,25412","0,951022","0,0290062","0,00190204","0,0180694",,
4880,5,"3,24584","0,983449","2,28222","0,949668","0,0294397","0,002849","0,0180437",,
4890,5,"3,17597","0,981744","2,21027","0,948767","0,0327324","0,0028463","0,0156546",,
4900,7,"3,16846","0,982638","2,29331","0,952381","0,0266667","0,00285714","0,0180952",,
4910,7,"3,2002","0,983511","2,22072","0,952381","0,0333333","0,000952381","0,0133333",,
4920,6,"3,19954","0,983232","2,26231","0,958773","0,0244487","0,00191755","0,014861",,
4930,7,"3,29531","0,982446","2,27203","0,959693","0,024952","0,00143954","0,0139155",,
4940,7,"3,31485","0,983163","2,23565","0,954654","0,027685","0,00286396","0,0147971",,
4950,6,"3,25446","0,982382","2,25046","0,953743","0,0267048","0,00143062","0,0181211",,
4960,7,"3,39605","0,983302","2,28199","0,954654","0,0243437","0,00286396","0,0181384",,
4970,5,"3,42643","0,981728","2,33583","0,949668","0,0303894","0,000474834","0,0194682",,
4980,6,"3,45946","0,984356","2,28612","0,95057","0,0318441","0,00142586","0,0161597",,
4990,5,"3,82452","0,983872",2346,"0,954654","0,0300716","0,00190931","0,0133652",,
5000,8,"3,85101","0,982922",2287,"0,954654","0,0243437","0,00190931","0,0190931",,
5010,5,"3,8019","0,98229","2,28032","0,950119","0,0313539","0,0023753","0,016152",,
5020,6,"3,49031","0,980361",2255,"0,95057","0,03327","0,00237643","0,0137833",,
5030,5,"3,40675","0,980009","2,24422","0,952381","0,0338095","0,00190476","0,0119048",,
5040,5,"3,09864","0,978448","2,17832","0,952381","0,0328571","0,00285714","0,0119048",,
5050,7,"2,8784","0,977944","2,15571","0,959693","0,0225528","0,000479846","0,0172745",,
5060,6,"3,03976","0,978638","2,25457","0,948317","0,0336652","0,00237079","0,0156472",,
5070,5,"3,01973","0,980997","2,22021","0,94697","0,0326705","0,00378788","0,016572",,
5080,6,"2,83615","0,978908","2,22821","0,942507","0,0395853","0,00235627","0,0155514",,
5090,6,"2,72704","0,977414","2,12777","0,952381","0,0352381","0,00285714","0,00952381",,
5100,6,"2,66956","0,974365","2,15843","0,961538","0,0235577","0,000961538","0,0139423",,
5110,5,"2,56295","0,973606","2,20502","0,963855","0,0216867","0,00240964","0,0120482",,
5120,7,"2,20807","0,969989","2,08339","0,95511","0,0281757","0,00238777","0,0143266",,
5130,6,"2,30099","0,97115","2,13611","0,960615","0,0254563","0,00288184","0,0110471",,
5140,6,"2,16199","0,969901","2,11162","0,944287","0,0339943","0,00283286","0,0188857",,
5150,5,"2,13586","0,969598","2,10734","0,947418","0,0341071","0,00473709","0,0137376",,
5160,7,"2,03288","0,968441","2,07177","0,948317","0,0346136","0,000948317","0,0161214",,
5170,6,"1,99003","0,9679","2,0819","0,946074","0,0354778","0,00331126","0,0151372",,
5180,5,"2,03051","0,968102","2,11305","0,951475","0,0333016","0,00333016","0,0118934",,
5190,5,"1,90024","0,966703","2,06128","0,942951","0,039604","0,00141443","0,0160302",,
5200,6,"2,1452","0,968958","2,1481","0,948317","0,0365102","0,00379327","0,0113798",,
5210,6,"2,05729","0,968015","2,05038","0,94697","0,0374053","0,00189394","0,0137311",,
5220,8,"2,14899","0,968539","2,08384","0,954654","0,0291169","0,00143198","0,0147971",,
5230,8,"1,91627","0,966274","2,11457","0,947418","0,0355282","0,00331596","0,0137376",,
5240,7,"1,96619","0,966692","2,10038","0,952835","0,034302","0,00333492","0,00952835",,
5250,6,"1,89807","0,966175","2,17149","0,94697","0,0355114","0,00236742","0,0151515",,
5260,4,"1,79883","0,965068","2,02396","0,952381","0,0347619","0,00190476","0,0109524",,
5270,5,"1,80693","0,965388","2,06862","0,958313","0,0258745",0,"0,0158122",,
5280,6,"1,84002","0,96569","2,04505","0,949217","0,0341718","0,00332226","0,013289",,
5290,5,"2,14677","0,968519","2,10998","0,957854","0,0249042","0,00191571","0,0153257",,
5300,6,"2,41406","0,971215","2,13559","0,953289","0,0290753","0,00190658","0,0157293",,
5310,6,"2,88614","0,974548","2,25038","0,950119","0,0275534","0,00142518","0,0209026",,
5320,6,"3,01446","0,975617","2,24079","0,950119","0,0280285","0,00142518","0,0204276",,
5330,6,"3,11141","0,975967","2,2474","0,952835","0,0300143","0,00190567","0,0152454",,
5340,4,"2,9945","0,974995","2,24313","0,954198","0,0291031","0,0028626","0,0138359",,
5350,5,"2,82734","0,973738","2,2509","0,958773","0,0196548","0,0033557","0,0182167",,
5360,7,"2,7628","0,97327","2,2381","0,95057","0,0289924","0,00190114","0,0185361",,
5370,5,"2,59243","0,972024","2,24438","0,949217","0,0332226","0,00332226","0,0142383",,
5380,5,"2,44757","0,970964","2,22514","0,949217","0,0346464","0,00189843","0,0142383",,
5390,5,"2,34158","0,969951","2,18411","0,955566","0,0277114","0,00430005","0,0124224",,
5400,5,"2,5178","0,971314","2,20131","0,953743","0,0267048","0,00429185","0,0152599",,
5410,5,"2,57828","0,971818","2,19914","0,958773","0,0278044","0,00239693","0,0110259",,
5420,7,"2,47809","0,970854","2,2006","0,959693","0,0244722","0,00143954","0,0143954",,
5430,5,"2,57466","0,971376","2,1883","0,951022","0,0323348","0,00237756","0,0142653",,
5440,5,"2,87718","0,973725",2243,"0,952835","0,0276322","0,00381134","0,0157218",,
5450,5,"2,95236","0,973811","2,28572","0,949668","0,034188","0,00237417","0,0137702",,
5460,6,"2,93642","0,973968","2,27225","0,946522","0,0340748","0,0023663","0,0170374",,
5470,5,"3,01185","0,974083","2,2788","0,953743","0,033381","0,00143062","0,0114449",,
5480,8,"3,29232","0,97631","2,33212","0,952835","0,0271558","0,0028585","0,017151",,
5490,6,"3,08245","0,975077","2,28858","0,958313","0,024437","0,00143747","0,0158122",,
5500,6,"2,82909","0,973548","2,25296","0,947418","0,0307911","0,00236855","0,0194221",,
5510,5,"2,91827","0,973951","2,26784","0,945626","0,0335697","0,00236407","0,0184397",,
5520,5,"3,06279","0,974683","2,30082","0,956023","0,0262906","0,00191205","0,0157744",,
5530,7,"3,2928","0,976973","2,34288","0,952381","0,0280952","0,00380952","0,0157143",,
5540,5,"3,52056","0,977935","2,27787","0,955566","0,0301003","0,00143335","0,0129001",,
5550,5,"3,53814","0,979689","2,31561","0,951022","0,0266286","0,00285307","0,019496",,
5560,6,"3,4287","0,979928","2,28033","0,956938","0,0296651","0,00143541","0,0119617",,
5570,5,"3,36007","0,978416","2,3089","0,947867","0,0308057","0,0014218","0,0199052",,
5580,4,"3,45761","0,978313","2,28682","0,953743","0,0300429","0,00238436","0,0138293",,
5590,4,"3,52218","0,978356","2,27233","0,950119","0,0285036","0,0023753","0,0190024",,
5600,4,"3,51278","0,978816","2,23626","0,953289","0,028122","0,00285987","0,0157293",,
5610,5,"3,75117","0,98176","2,30398","0,953743","0,0267048","0,00238436","0,0171674",,
5620,5,"3,85561","0,982986","2,25996","0,952381","0,0342857","0,000952381","0,012381",,
5630,5,"3,72977","0,981388","2,24004","0,953743","0,0290892","0,00238436","0,014783",,
5640,4,"3,47509","0,978959","2,31189","0,941176","0,0385882","0,00376471","0,0164706",,
5650,4,"3,5189","0,979295","2,26344","0,953743","0,0271817","0,0033381","0,0157368",,
5660,4,"3,56496","0,980361","2,35251","0,944733","0,0340104","0,000944733","0,0203118",,
5670,4,"3,56467","0,980642","2,26539","0,957396","0,0234562","0,00287219","0,0162757",,
5680,7,"3,46722","0,98154","2,31845","0,951475","0,0261656","0,00237869","0,019981",,
5690,7,"3,5826","0,97957","2,29619","0,947867","0,0341232","0,00189573","0,0161137",,
5700,6,"3,86768","0,981093","2,27685","0,962001","0,02405","0,001924","0,012025",,
5710,6,"3,60801","0,977961","2,3188","0,935016","0,0392707","0,00420757","0,0215054",,
5720,5,"3,50879","0,977034","2,28306","0,954654","0,0257757","0,000954654","0,0186158",,
5730,5,"3,8101","0,98087","2,26247","0,957854","0,0234674","0,00191571","0,0167625",,
5740,5,"3,7862","0,981742","2,2984","0,957854","0,0229885","0,00191571","0,0172414",,
5750,5,"3,70249","0,984234","2,29384","0,943841","0,0353941","0,00330345","0,0174611",,
5760,5,"3,79759","0,985737","2,29173","0,950119","0,0304038","0,00332542","0,016152",,
5770,6,"3,78852","0,986978","2,29449","0,952381","0,0304762","0,000952381","0,0161905",,
5780,4,"3,76187","0,987547","2,32531","0,955566","0,0253225","0,00143335","0,017678",,
5790,4,"3,82766","0,985973","2,48952","0,951928","0,026654","0,00285578","0,0185626",,
5800,4,"3,55597","0,98568",2302,"0,949668","0,0289649","0,00189934","0,0194682",,
5810,4,"3,39755","0,985722","2,27631","0,954198","0,0267176","0,00333969","0,0157443",,
5820,5,"3,32294","0,985547","2,29581","0,951475","0,0333016","0,00285442","0,0123692",,
5830,5,"3,44983","0,983802","2,30852","0,951928","0,0290338","0,00475964","0,0142789",,
5840,6,"3,23024","0,984731","2,30117","0,95648","0,025825","0,00143472","0,0162602",,
5850,4,"3,12641","0,984256","2,19553","0,965251","0,0236486","0,000965251","0,0101351",,
5860,4,"3,18262","0,985496","2,24914","0,953289","0,0290753","0,00333651","0,0142993",,
5870,4,"3,1102","0,985764","2,26821","0,946074","0,0368969","0,000946074","0,0160833",,
5880,5,"3,11138","0,985258",2268,"0,948317","0,0275012","0,00237079","0,0218113",,
5890,4,"3,18737","0,985353","2,22662","0,952835","0,03192","0,0028585","0,0123869",,
5900,6,"3,05407","0,983021","2,26285","0,947418","0,0355282","0,00284225","0,0142113",,
5910,4,"3,19468","0,981903","2,2724","0,952381","0,0285714","0,00190476","0,0171429",,
5920,4,"3,16392","0,97969","2,2937","0,95057","0,029943","0,00522814","0,0142586",,
5930,5,"3,04855","0,976866","2,10596","0,94697","0,0317235","0,00189394","0,0194129",,
5940,5,"2,7363","0,972972","2,08434","0,950119","0,0342043","0,00190024","0,0137767",,
5950,5,"3,00912","0,974649","2,07299","0,946074","0,0359508","0,00189215","0,0160833",,
5960,6,"3,16906","0,975835","2,07996","0,949668","0,0261159","0,002849","0,0213675",,
5970,6,"3,49047","0,977694","2,0835","0,954198","0,0329198","0,0028626","0,0100191",,
5980,6,"3,82071","0,978708","2,12306","0,957854","0,0296935","0,00143678","0,0110153",,
5990,6,"4,21288","0,982548","2,17113","0,955566","0,0267559","0,00238892","0,0152891",,
6000,7,"4,0787","0,984089","2,15291","0,951928","0,0309376","0,00237982","0,0147549",,
6010,7,"3,75454","0,986256","2,10253","0,95648","0,0291726","0,00191296","0,0124342",,
6020,6,"3,5147","0,986876","2,13594","0,948767","0,028463","0,00474383","0,0180266",,
6030,8,"3,27033","0,987301","2,07498","0,95511","0,0253104","0,00382044","0,0157593",,
6040,6,"3,36485","0,983529","2,11314","0,95511","0,0296084","0,00095511","0,0143266",,
6050,7,"3,36271","0,983152","2,09117","0,953743","0,0267048","0,00143062","0,0181211",,
6060,7,"3,77117","0,98276","2,12532","0,948767","0,0317837","0,00426945","0,0151803",,
6070,9,"4,0997","0,985997","2,14351","0,950119","0,0337292","0,000950119","0,0152019",,
6080,8,"4,29323","0,987033","2,17288","0,95057","0,0275665","0,00190114","0,019962",,
