Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
0	2	1.002	0.999905	1.5375	0.98912	0	0.0049456	0.00593472	1.12341
10	1	1	0.998775	1.58386	0.992063	0	0.000496032	0.00744048	1.1255
20	2	1.00401	0.99788	1.53975	0.996016	0	0.000996016	0.00298805	1.12533
30	2	1.002	0.996746	2.18733	0.995025	0	0	0.00497512	1.13253
40	4	1.01618	0.99526	1.89934	0.99108	0	0.0024777	0.00644202	1.13573
50	3	1.02025	0.99385	1.79917	0.990589	0	0.000990589	0.00842001	1.13265
60	3	1.0326	0.993166	1.71233	0.989609	0	0.00445324	0.00593765	1.12365
70	3	1.02022	0.991931	1.64571	0.98668	0	0.00296004	0.0103601	1.13148
80	2	1.01006	0.990074	1.56168	0.990099	0	0.00346535	0.00643564	1.11749
90	3	1.00603	0.988537	1.56752	0.984737	0	0.00246184	0.0128016	1.12753
100	4	1.00603	0.987459	1.54854	0.983768	0	0.00491884	0.0113133	1.1237
110	2	1.001	0.985962	1.57083	0.988631	0	0.00247158	0.00889768	1.10319
120	1	1	0.984644	1.55482	0.992556	0	0.00297767	0.0044665	1.11969
130	1	1	0.983453	1.54425	0.993542	0	0.00248385	0.00397417	1.11331
140	1	1	0.98193	1.53322	0.989609	0	0.00247402	0.00791687	1.1117
150	1	1	0.980605	1.59993	0.990099	0	0.00247525	0.00742574	1.10797
160	2	1.00301	0.978945	1.79076	0.99108	0	0.00346878	0.00545094	1.09511
170	2	1.00301	0.977021	1.55191	0.992063	0	0.00248016	0.00545635	1.10203
180	3	1.00905	0.97504	1.48566	0.991572	0	0.000991572	0.00743679	1.11326
190	3	1.01413	0.973001	1.51834	0.989609	0	0.00148441	0.00890648	1.10672
200	1	1	0.970196	1.46725	0.989609	0	0.00296883	0.00742207	1.09333
210	1	1	0.968085	1.47565	0.988631	0	0.00247158	0.00889768	1.08665
220	1	1	0.966038	1.52687	0.990099	0	0.0039604	0.00594059	1.10153
230	1	1	0.964879	1.46989	0.990099	0	0.00148515	0.00841584	1.08395
240	3	1.00401	0.962993	1.47688	0.990099	0	0.0019802	0.00792079	1.10097
250	2	1.00502	0.960175	1.47826	0.987167	0	0.00394867	0.0088845	1.08704
260	3	1.0121	0.958538	1.4798	0.98912	0	0.0024728	0.00840752	1.08401
270	5	1.0368	0.956357	1.52989	0.983284	0	0.00245821	0.0142576	1.07074
280	5	1.04845	0.954473	1.56775	0.98912	0	0.00445104	0.00642928	1.0749
290	3	1.05162	0.952521	1.53145	0.987654	0	0.00197531	0.0103704	1.06893
300	3	1.09862	0.952086	1.57659	0.989609	0	0.00197922	0.00841168	1.0726
310	3	1.12718	0.950033	1.60469	0.98912	0	0.00148368	0.00939664	1.06926
320	3	1.12826	0.947715	1.62359	0.990589	0	0.000990589	0.00842001	1.07368
330	3	1.15052	0.946064	1.61862	0.989609	0	0.00197922	0.00841168	1.05923
340	4	1.15112	0.944333	1.6392	0.984737	0	0.000984737	0.0142787	1.0662
350	5	1.16572	0.941874	1.66455	0.988631	0	0.000988631	0.0103806	1.05701
360	3	1.13575	0.940365	1.59908	0.990099	0	0.0019802	0.00792079	1.05214
370	4	1.21491	0.939449	1.71332	0.98668	0	0.00148002	0.0118402	1.05132
380	4	1.23687	0.936495	1.69842	0.98912	0	0.00148368	0.00939664	1.0642
390	5	1.25688	0.934951	1.73163	0.981836	0	0.00245459	0.0157094	1.04493
400	4	1.30111	0.934663	1.75451	0.985707	0	0.00344998	0.0108428	1.03706
410	5	1.20423	0.93072	1.64002	0.989609	0	0.00197922	0.00841168	1.04506
420	3	1.17545	0.928755	1.6186	0.988142	0	0.000988142	0.0108696	1.04544
430	5	1.18185	0.927607	1.62539	0.983768	0	0.00196754	0.0142646	1.04782
440	4	1.15513	0.92504	1.60115	0.98668	0	0.00197336	0.0113468	1.05418
450	4	1.15562	0.921362	1.60392	0.985222	0	0.00147783	0.0133005	1.0354
460	3	1.11664	0.916015	1.56827	0.982801	0	0.0019656	0.0152334	1.03103
470	4	1.18964	0.915698	1.62968	0.982318	0	0.00294695	0.0147348	1.04037
480	3	1.12897	0.910203	1.58499	0.983768	0	0.00196754	0.0142646	1.03225
490	4	1.08237	0.906489	1.50258	0.982801	0	0.0039312	0.0132678	1.02857
500	3	1.06429	0.902342	1.50087	0.982801	0	0.0034398	0.0137592	1.01557
510	3	1.04103	0.894696	1.46132	0.983768	0	0.00344319	0.012789	0.998885
520	4	1.02126	0.890708	1.44487	0.978474	0	0.00244618	0.0190802	0.997222
530	2	1.05233	0.889169	1.46253	0.985222	0	0.00246305	0.0123153	0.994277
540	3	1.06083	0.884916	1.47092	0.987654	0	0.00197531	0.0103704	0.9912
550	5	1.08374	0.884064	1.48684	0.984252	0	0.00246063	0.0132874	0.986971
