Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999465	1.49389	0.93633	0.0477528	0.00327715	0.0126404
10	2	1.00301	0.99431	1.49877	0.943841	0.0462482	0.00188768	0.00802265
20	1	1	0.989461	1.43673	0.954198	0.0348282	0.0019084	0.00906489
30	1	1	0.983911	1.43724	0.948317	0.0426743	0.00189663	0.00711238
40	2	1.00401	0.978843	1.46301	0.952381	0.04	0.00190476	0.00571429
50	3	1.00905	0.972932	1.51825	0.947418	0.0388441	0.00236855	0.011369
60	3	1.01922	0.967186	1.54981	0.95057	0.0384981	0.003327	0.00760456
70	3	1.01616	0.960538	1.5561	0.947418	0.0421601	0.000947418	0.00947418
80	3	1.01108	0.953102	1.54602	0.941176	0.0465882	0.00235294	0.00988235
90	4	1.01311	0.946207	1.56155	0.948317	0.0412518	0.00379327	0.00663822
100	5	1.05484	0.940351	1.57485	0.942063	0.0405087	0.00235516	0.015073
110	6	1.04531	0.9338	1.56903	0.944733	0.0434577	0.000472367	0.0113368
120	4	1.03058	0.925197	1.56099	0.951022	0.0380409	0.00285307	0.00808369
130	2	1.01309	0.918457	1.49923	0.954654	0.0353222	0.00286396	0.0071599
140	3	1.02126	0.910877	1.52888	0.942063	0.0372115	0.00376825	0.0169571
150	3	1.00301	0.901553	1.49804	0.942063	0.044748	0.00188413	0.0113048
160	2	1.00401	0.896202	1.49877	0.936768	0.0459016	0.00421546	0.0131148
170	2	1.01411	0.887544	1.53832	0.938527	0.0408259	0.00422337	0.0164242
180	2	1.02225	0.879826	1.49805	0.93985	0.0418233	0.00234962	0.0159774
190	3	1.02434	0.872742	1.48895	0.94518	0.036862	0.00330813	0.0146503
200	5	1.0357	0.866455	1.50554	0.94162	0.0409605	0.00329567	0.0141243
210	2	1.04499	0.858413	1.48715	0.936768	0.0430913	0.000936768	0.0192037
220	2	1.0429	0.849898	1.49573	0.933271	0.0489967	0.00279981	0.0149323
230	2	1.04082	0.840058	1.47132	0.939408	0.0371066	0.00140911	0.0220761
240	2	1.01817	0.828888	1.44818	0.933271	0.0410639	0.00233318	0.0233318
250	3	1.02539	0.817806	1.44175	0.938527	0.0375411	0.00328484	0.0206476
260	4	1.05051	0.810689	1.44456	0.935454	0.0420954	0.00233863	0.0201123
270	4	1.06336	0.80222	1.4746	0.931532	0.0442478	0.00558919	0.0186306
280	3	1.06341	0.79305	1.45484	0.933707	0.0410831	0.00186741	0.0233427
290	3	1.11333	0.787817	1.62894	0.936768	0.0374707	0.00187354	0.0238876
300	3	1.11784	0.777179	1.48359	0.923788	0.0443418	0.00277136	0.0290993
310	3	1.17669	0.77373	1.49082	0.921659	0.0470046	0.00230415	0.0290323
320	3	1.23297	0.769542	1.52077	0.926784	0.0426321	0.00278035	0.0278035
330	4	1.35339	0.768207	1.56207	0.925069	0.0453284	0.00231267	0.0272895
340	4	1.62408	0.77459	1.69941	0.920387	0.0400368	0.000920387	0.0386562
350	4	1.72718	0.775065	1.71955	0.922935	0.0406091	0.00230734	0.0341486
360	3	1.85343	0.77455	1.72799	0.9298	0.0357973	0.0018596	0.032543
370	4	1.89995	0.770837	1.70937	0.926784	0.0361446	0.00278035	0.034291
380	5	2.01206	0.767294	1.74733	0.926784	0.0352178	0.00185357	0.0361446
390	6	2.05342	0.76126	1.75817	0.924642	0.036061	0.00184928	0.037448
400	4	2.31801	0.768645	1.83704	0.922935	0.0373789	0.00369174	0.0359945
410	3	2.364	0.766185	1.77826	0.925926	0.0342593	0.0037037	0.0361111
420	4	2.47857	0.765244	1.80434	0.918695	0.0385852	0.00229674	0.0404226
430	3	2.74822	0.775998	1.85342	0.927214	0.0361613	0.00139082	0.0352341
440	5	2.83821	0.775715	1.87542	0.923361	0.0313943	0.0023084	0.0429363
450	4	2.97984	0.785756	1.87676	0.935454	0.0238541	0.00187091	0.0388213
460	7	3.09558	0.795422	1.92848	0.924642	0.0328248	0.00138696	0.0411466
470	6	2.99372	0.809355	1.93165	0.924642	0.0286639	0.00416089	0.0425335
480	6	2.93463	0.81133	1.89476	0.937207	0.027179	0.00328022	0.0323336
490	6	2.85923	0.815423	1.91512	0.929368	0.0334572	0.0027881	0.0343866
500	7	2.84542	0.815345	2.24865	0.9298	0.0306834	0.0023245	0.037192
510	6	2.77756	0.817565	1.92896	0.928936	0.0315838	0.000928936	0.0385509
520	7	2.73571	0.813956	1.91073	0.931099	0.0321229	0.00512104	0.0316574
530	7	2.74145	0.815056	1.90908	0.931532	0.0302748	0.000931532	0.0372613
540	8	2.70916	0.819867	1.90491	0.935454	0.0383536	0.000935454	0.0252572
550	7	2.66819	0.816025	1.9061	0.933271	0.0312646	0.00139991	0.0340644
560	6	2.78271	0.819161	1.95565	0.928074	0.0329466	0.00464037	0.0343387
570	6	2.55206	0.813257	1.88683	0.930665	0.032108	0.00418799	0.0330386
580	6	3.02554	0.817193	1.93353	0.929368	0.0343866	0.00185874	0.0343866
590	6	3.20227	0.822198	1.97863	0.926784	0.0370714	0.00185357	0.034291
600	6	3.20073	0.815204	1.98749	0.926355	0.0324224	0.000926355	0.0402964
610	7	3.1232	0.814839	1.96016	0.926355	0.0338119	0.00277906	0.0370542
620	6	3.08075	0.816409	1.94892	0.932401	0.0331002	0.0018648	0.032634
