Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999991	1.59233	0.94697	0.0421402	0.00142045	0.0094697
10	2	1.00905	0.99991	1.57504	0.946522	0.0444865	0.00141978	0.00757217
20	2	1.00804	0.999694	1.55495	0.951022	0.040894	0.00142653	0.00665716
30	2	1.02944	0.999461	1.57323	0.95511	0.0377268	0.00238777	0.00477555
40	2	1.00703	0.999417	1.64166	0.953743	0.0352885	0.0033381	0.00762995
50	1	1	0.999231	1.59768	0.942951	0.0429043	0.00282885	0.0113154
60	2	1.00401	0.999054	1.55049	0.949668	0.0389364	0.0042735	0.00712251
70	1	1	0.998906	1.60078	0.941176	0.0475294	0.00376471	0.00752941
80	2	1.002	0.998631	1.6119	0.947867	0.0445498	0.00236967	0.00521327
90	2	1.001	0.998432	1.57286	0.942507	0.0466541	0.00188501	0.00895382
100	2	1.002	0.99838	1.5823	0.948767	0.0460152	0.000948767	0.00426945
110	2	1.00301	0.997999	1.57028	0.950119	0.0375297	0.00285036	0.00950119
120	2	1.001	0.997869	1.61299	0.951022	0.0356633	0.00570613	0.00760818
130	2	1.00301	0.998023	1.57684	0.946074	0.0439924	0.00283822	0.00709555
140	2	1.00502	0.998036	1.56476	0.942951	0.049505	0.0018859	0.00565771
150	1	1	0.997815	1.57898	0.95057	0.0408745	0.00285171	0.00570342
160	1	1	0.997555	1.60212	0.941176	0.0489412	0.000470588	0.00941176
170	1	1	0.997234	1.54973	0.950119	0.0451306	0.000475059	0.00427553
180	1	1	0.997211	1.59297	0.942951	0.0480905	0.00235738	0.00660066
190	1	1	0.997068	1.57139	0.952381	0.04	0.00285714	0.0047619
200	1	1	0.996763	1.61348	0.952835	0.0385898	0.00190567	0.00666984
210	2	1.001	0.996562	1.56059	0.951022	0.0380409	0.0042796	0.00665716
220	3	1.00502	0.996628	1.55673	0.945626	0.0434988	0.00283688	0.00803783
230	1	1	0.996481	1.58556	0.943841	0.047664	0.00330345	0.00519113
240	2	1.002	0.996427	1.57135	0.948317	0.0422001	0.00474158	0.00474158
250	5	1.01618	0.996287	1.60651	0.946522	0.0440133	0.00189304	0.00757217
260	4	1.03371	0.996196	1.58623	0.955566	0.0353559	0.0028667	0.00621118
270	5	1.02232	0.996042	1.61097	0.946074	0.0439924	0.00189215	0.00804163
280	5	1.06022	0.996039	1.64471	0.944287	0.0453258	0.00141643	0.00897073
290	4	1.09322	0.995652	1.64877	0.948767	0.038425	0.00379507	0.00901328
300	4	1.07765	0.994967	1.60765	0.946074	0.0439924	0.0037843	0.00614948
310	4	1.05262	0.99478	1.61719	0.94518	0.0453686	0.00189036	0.00756144
320	5	1.0538	0.994683	1.60366	0.951475	0.0375833	0.00237869	0.00856327
330	4	1.07298	0.995078	1.62215	0.943396	0.0433962	0.00141509	0.0117925
340	3	1.05373	0.994993	1.59825	0.952835	0.0381134	0.00142925	0.00762268
350	6	1.05064	0.994838	1.61409	0.944733	0.0453472	0.00188947	0.00803023
