Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
0	1	1	0.999994	1.44742	0.98668	0	0.0024667	0.0108535	1.08693
10	2	1.001	0.999886	1.45797	0.99108	0	0.00297324	0.00594648	1.09104
20	1	1	0.999784	1.50733	0.988142	0	0.00247036	0.00938735	1.09055
30	2	1.00602	0.999611	1.51648	0.989609	0	0.00197922	0.00841168	1.08384
40	2	1.01107	0.999354	1.56731	0.990589	0	0.000495295	0.0089153	1.08723
50	2	1.0377	0.999153	1.59532	0.98668	0	0.00296004	0.0103601	1.0776
60	2	1.09082	0.998837	1.69008	0.988142	0	0.000988142	0.0108696	1.09755
70	2	1.12163	0.998985	1.72465	0.990099	0	0.00148515	0.00841584	1.08526
80	5	1.09887	0.99881	1.66148	0.98912	0	0.00197824	0.00890208	1.08277
90	5	1.14233	0.998598	1.67477	0.989609	0	0.00148441	0.00890648	1.09186
100	4	1.2151	0.998303	1.7547	0.98912	0	0.00148368	0.00939664	1.08295
110	4	1.26292	0.998126	1.81202	0.987167	0	0.00444225	0.00839092	1.07815
120	3	1.26499	0.997942	1.81636	0.991572	0	0.00148736	0.006941	1.10049
130	2	1.24481	0.997889	1.85694	0.984737	0	0.00295421	0.0123092	1.09077
140	4	1.25277	0.997422	1.7936	0.992063	0	0.0014881	0.00644841	1.09968
150	2	1.29372	0.997213	1.82884	0.990099	0	0.0039604	0.00594059	1.08557
160	4	1.16976	0.997226	1.72527	0.99108	0	0.00297324	0.00594648	1.08601
170	4	1.10997	0.996796	1.68385	0.990099	0	0.00148515	0.00841584	1.10492
180	3	1.09215	0.996737	1.64774	0.98912	0	0.00098912	0.0098912	1.09296
190	2	1.07784	0.996428	1.62748	0.990589	0	0.00297177	0.00643883	1.07561
200	2	1.08756	0.996226	1.65381	0.99453	0	0.0014918	0.00397812	1.08549
210	2	1.11607	0.995971	1.70424	0.986193	0	0.00197239	0.0118343	1.089
220	2	1.12274	0.995739	1.69098	0.993049	0	0.000496524	0.00645482	1.07521
230	3	1.07038	0.995168	1.62875	0.987654	0	0.00296296	0.00938272	1.08461
240	2	1.0346	0.994959	1.57832	0.99108	0	0.00148662	0.0074331	1.07501
250	2	1.01411	0.99473	1.65926	0.987654	0	0.00395062	0.00839506	1.08122
260	1	1	0.99465	1.53833	0.98912	0	0.00148368	0.00939664	1.07994
270	2	1.001	0.994229	1.526	0.98668	0	0.00197336	0.0113468	1.08142
280	2	1.00502	0.993248	1.5404	0.988631	0	0.00197726	0.00939199	1.08378
290	1	1	0.992949	1.52899	0.98668	0	0.00394672	0.00937346	1.085
300	1	1	0.992718	1.56337	0.98912	0	0.00296736	0.00791296	1.06906
310	1	1	0.992873	1.51292	0.987167	0	0.00148075	0.0113524	1.06727
