Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,,"0,955004268999998"
0,1,1,1,"1,48779","0,951475","0,0385347","0,00237869","0,0076118",,
10,1,1,"0,999991","1,48716","0,947867","0,0407583","0,0042654","0,007109",,"1065,25"
20,1,1,"0,999986","1,52382","0,95057","0,0380228","0,00380228","0,00760456",,
30,2,"1,00301","0,999985","1,52052","0,949217","0,0403417","0,00427148","0,00616991",,
40,1,1,"0,999991","1,5519","0,951022","0,0389919","0,00285307","0,00713267",,
50,1,1,"0,999993","1,71272","0,951022","0,0399429","0,000951022","0,00808369",,
60,2,1002,1,"1,55724","0,957854","0,0359195","0,00143678","0,00478927",,
70,1,1,1,"1,56691","0,947867","0,0436019","0,000947867","0,00758294",,
80,1,1,1,"1,55155","0,960154","0,0321651","0,00240038","0,00528084",,
90,3,"1,00703",1,"1,56032","0,953743","0,0419647","0,000476872","0,00381497",,
100,2,"1,01309",1,"1,56785","0,951928","0,0356973","0,00237982","0,00999524",,
110,2,"1,00905",1,"1,57835","0,946074","0,0416272","0,00236518","0,00993377",,
120,4,"1,01924",1,"1,57632","0,95511","0,0339064","0,00286533","0,00811843",,
130,2,"1,01411",1,"1,56741","0,951475","0,0366318","0,00190295","0,00999049",,
140,2,"1,00401",1,"1,56312","0,956938","0,0363636","0,00239234","0,00430622",,
150,3,"1,00804",1,"1,56746","0,953743","0,033381","0,00143062","0,0114449",,
160,1,1,1,"1,57448","0,955566","0,0367893","0,000477783","0,00716675",,
170,1,1,1,"1,5679","0,93985","0,0469925","0,0018797","0,0112782",,
180,1,1,"0,999993","1,56996","0,943841","0,0438886","0,00377537","0,00849457",,
190,3,1002,1,"1,57254","0,952835","0,037637","0,00238209","0,00714626",,
200,1,1,"0,999994","1,55897","0,951022","0,0404184","0,00190204","0,00665716",,
210,1,1,"0,999998","1,54809","0,961076","0,0326766","0,00192215","0,00432484",,
220,1,1,"0,999995","1,56763","0,948767","0,0336812","0,00332068","0,0142315",,
230,2,"1,01107",1,"1,5752","0,943396","0,0457547","0,00283019","0,00801887",,
240,2,"1,00301","0,999999","1,55509","0,954654","0,0372315","0,00238663","0,00572792",,
250,1,1,"0,999994","1,63628","0,946074","0,0449385","0,00189215","0,00709555",,
260,1,1,1,"1,53974","0,954654","0,0362768","0,00190931","0,0071599",,
270,1,1,"0,999999","1,53527","0,958773","0,033557","0,00191755","0,00575264",,
280,3,"1,00502","0,999998","1,57127","0,949668","0,0403609","0,00189934","0,00807217",,
290,2,"1,01309","0,999999","1,56223","0,950119","0,039905","0,00142518","0,00855107",,
300,2,"1,02328",1,"1,57705","0,942507","0,0466541","0,00282752","0,00801131",,
310,2,"1,00703",1,"1,55396","0,953289","0,0371783","0,00238322","0,00714967",,
320,4,"1,02126",1,"1,57081","0,949668","0,0413105","0,00189934","0,00712251",,
330,3,"1,05472",1,"1,60358","0,944287","0,0415486","0,003305","0,0108593",,
340,3,"1,06518",1,"1,63802","0,954198","0,0348282","0,0014313","0,00954198",,
350,5,"1,12614",1,"1,64863","0,956938","0,0334928","0,000956938","0,00861244",,
360,4,"1,14625","0,999999","1,68467","0,958313","0,0349784","0,00287494","0,00383325",,
370,4,"1,13352","0,999995","1,68015","0,950119","0,039905","0,000950119","0,00902613",,
380,5,"1,14422",1,"1,67512","0,951928","0,0376011","0,00333175","0,00713946",,
390,5,"1,14905",1,"1,68832","0,952381","0,0361905","0,00238095","0,00904762",,
400,5,"1,16373",1,"1,71236","0,956023","0,0363289","0,00143403","0,00621415",,
410,5,"1,13388",1,"1,69534","0,952381","0,0395238","0,00190476","0,00619048",,
420,5,"1,11732","0,999998","1,66297","0,945626","0,0439716","0,00236407","0,00803783",,
430,4,"1,15966","0,99998","1,69071","0,947867","0,0393365","0,00236967","0,0104265",,
440,4,"1,15247","0,999981","1,69827","0,951475","0,036156","0,00285442","0,00951475",,
450,4,"1,16677","0,999995","1,68066","0,950119","0,0380048","0,00285036","0,00902613",,
460,4,"1,19626","0,999999","1,70712","0,955566","0,0344004","0,00430005","0,0057334",,
470,3,"1,19656","0,999985","1,73261","0,942063","0,0409797","0,00188413","0,015073",,
480,3,"1,29666","0,999998","1,78089","0,95648","0,0325203","0,0023912","0,00860832",,
490,4,"1,43602","0,999993",1847,"0,955566","0,0310559","0,00143335","0,0119446",,
500,3,"1,45873","0,999998","1,88051","0,951928","0,0347454","0,00618753","0,00713946",,
510,4,"1,51986",1,"1,88544","0,95511","0,0324737","0,00334288","0,00907354",,
520,4,"1,53707",1,"1,91035","0,951928","0,0342694","0,00380771","0,00999524",,
530,3,"1,54447",1,"1,9119","0,959233","0,0306954","0,0028777","0,00719424",,
540,3,"1,5397",1,"1,88662","0,947418","0,0402653","0,00189484","0,0104216",,
550,4,"1,71717",1,"1,95842","0,959693","0,0268714","0,00191939","0,0115163",,
560,4,"1,62639",1,"1,9312","0,955566","0,0358337","0,000477783","0,00812231",,
570,5,"1,5889",1,"1,9568","0,95648","0,0334768","0,00191296","0,00813008",,
580,5,"1,6124","0,999997",1911,"0,953289","0,0338418","0,000953289","0,0119161",,
590,5,"1,8686",1,"2,06546","0,942951","0,0443187","0,00235738","0,0103725",,
600,6,"2,15512","0,999997","2,08035","0,955566","0,0358337","0,00143335","0,00716675",,
610,5,"2,38466","0,999997","2,15868","0,950119","0,0332542","0,00285036","0,0137767",,
620,6,"2,15785","0,999995","2,10988","0,954654","0,0315036","0,00286396","0,0109785",,
630,6,"1,91405","0,999998","2,02328","0,952381","0,0347619","0,00190476","0,0109524",,
640,6,"2,02908","0,999996","2,0579","0,953289","0,0276454","0,00381316","0,0152526",,
650,6,"1,98177","0,999999","2,00078","0,958313","0,0301869","0,000958313","0,0105414",,
660,5,"1,82643",1,"1,96556","0,960154","0,0264042","0,00144023","0,0120019",,
670,5,"1,93416",1,"2,11498","0,957396","0,0311154","0,00191479","0,00957396",,
680,6,"1,9383",1,"2,05506","0,953743","0,0309967","0,00286123","0,0123987",,
690,4,"2,07932","0,999998","2,09444","0,951928","0,0361733","0,00237982","0,00951928",,
700,5,"2,01763",1,"2,09036","0,94697","0,0355114","0,00189394","0,015625",,
710,4,"1,81669","0,999998","2,02408","0,947867","0,036019","0,00331754","0,0127962",,
720,4,"1,75699","0,999996","1,98136","0,959233","0,0239808","0,00383693","0,0129496",,
730,4,"1,79438","0,999993","2,01897","0,951475","0,0347288","0,00333016","0,0104662",,
740,4,"1,74155","0,999995","2,04696","0,951928","0,0337934","0,00285578","0,0114231",,
750,4,"1,94545","0,999993","2,08459","0,95057","0,0313688","0,00380228","0,0142586",,
760,3,"1,81963","0,999989","2,04674","0,949668","0,0322887","0,002849","0,0151947",,
770,3,"1,76831","0,999973",2039,"0,94697","0,0392992","0,00189394","0,0118371",,
780,3,"1,84659","0,999966","2,08541","0,951928","0,0323655","0,00190386","0,013803",,
790,4,"1,94476","0,999971","2,05224","0,951022","0,0328103","0,00475511","0,0114123",,
800,3,"2,06454","0,999987","2,12403","0,955566","0,0272336","0,00238892","0,0148113",,
810,3,"2,24357","0,999993","2,16776","0,953743","0,0314735","0,00190749","0,0128755",,
820,3,"2,41531","0,999988","2,21511","0,957854","0,0268199","0,00383142","0,0114943",,
830,3,"2,50044","0,999987","2,24311","0,952835","0,0271558","0,000952835","0,0190567",,
840,3,"2,61661","0,999972","2,21258","0,951022","0,0313837","0,00237756","0,0152164",,
850,3,"2,25587","0,999975","2,14586","0,949217","0,0303749","0,00522069","0,0151875",,
860,3,"2,4051","0,999967","2,19541","0,95648","0,0248685","0,00286944","0,0157819",,
870,4,"2,57253","0,999971","2,17421","0,957854","0,0268199","0,00191571","0,01341",,
880,4,"2,42607","0,999971","2,20118","0,957396","0,0263284","0,00239349","0,0138822",,
890,3,"2,6423","0,999975","2,25643","0,954198","0,0262405","0,0023855","0,0171756",,
900,5,"2,82459","0,999964","2,29407","0,950119","0,0313539","0,00190024","0,0166271",,
910,3,"2,72056","0,999976","2,30576","0,951928","0,0280819","0,000951928","0,0190386",,
920,6,"2,7291","0,999984","2,22006","0,954198","0,0329198","0,00333969","0,00954198",,
930,5,"2,68758","0,999951","2,2076","0,952381","0,032381","0,00285714","0,012381",,
940,6,"2,66293","0,999959","2,2216","0,95511","0,0281757","0,00095511","0,0157593",,
950,6,"2,65827","0,999946","2,18638","0,958313","0,0297077","0,000479157","0,0114998",,
960,6,"2,61204","0,999943","2,2265","0,959233","0,0268585","0,00143885","0,01247",,
970,5,"2,7049","0,999906","2,28528","0,948767","0,0289374","0,00426945","0,0180266",,
980,5,"2,54808","0,999874","2,28422","0,95511","0,030086","0,00143266","0,0133715",,
990,4,"2,7205","0,999857","2,2623","0,961076","0,0264296","0,00144161","0,0110524",,
1000,5,"2,89804","0,99979","2,28961","0,964785","0,0231548","0,000964785","0,011095",,
1010,4,"2,94853","0,999799","2,3365","0,957854","0,0282567","0,00143678","0,0124521",,
1020,4,"2,95582","0,999852","2,28419","0,960154","0,0268843","0,000960154","0,0120019",,
1030,4,"2,84231","0,999848","2,29421","0,95648","0,0253467","0,00286944","0,0153037",,
1040,4,"2,74506","0,999904","2,31869","0,956023","0,0277247","0,00143403","0,0148184",,
1050,6,2867,"0,999927","2,29501","0,962001","0,021645","0,003848","0,012506",,
1060,4,"2,90102","0,99991","2,33987","0,95511","0,0248329","0,00238777","0,0176695",,
1070,4,"3,07276","0,999918","2,33008","0,952835","0,0314435","0,00428776","0,011434",,
1080,5,"2,91727","0,999901","2,28475","0,947867","0,0322275","0,00236967","0,0175355",,
1090,4,"2,75188","0,999916","2,33172","0,954198","0,0300573","0,0014313","0,014313",,
1100,4,"2,68702","0,999907","2,29377","0,956023","0,0258126","0,00239006","0,0157744",,
1110,6,"2,73552","0,999923","2,28321","0,95511","0,0262655","0,00334288","0,0152818",,
1120,5,"2,84328","0,999952","2,28489","0,950119","0,0304038","0,00427553","0,0152019",,
1130,6,"2,59544","0,999967","2,29579","0,947867","0,0350711","0,0014218","0,0156398",,
1140,3,"2,64263","0,999958","2,2475","0,956023","0,0301147","0,00334608","0,0105163",,
1150,4,"2,54655","0,999969","2,21106","0,957854","0,0277778","0,00239464","0,0119732",,
1160,4,"2,51801","0,999945","2,22311","0,949668","0,0332384","0,002849","0,014245",,
1170,4,"2,16906","0,999919","2,16065","0,953289","0,0371783","0,00190658","0,00762631",,
1180,4,"2,17252","0,999881","2,13755","0,951475","0,0352046","0,00142721","0,0118934",,
1190,5,"2,19972","0,999909","2,13485","0,95648","0,0310856","0,00191296","0,0105213",,
1200,3,"2,19872","0,999895","2,16251","0,956023","0,0305927","0,00143403","0,0119503",,
1210,4,"2,20675","0,999911","2,16466","0,957396","0,0248923","0,00287219","0,0148396",,
1220,4,"2,24991","0,999874","2,16169","0,956023","0,0305927","0,00191205","0,0114723",,
1230,4,"2,16588","0,999912","2,15429","0,942951","0,0363036","0,00330033","0,0174446",,
1240,3,"2,22057","0,999913","2,10708","0,953289","0,0309819","0,00238322","0,013346",,
1250,4,"2,11457","0,999912","2,08267","0,952381","0,0347619","0,00190476","0,0109524",,
1260,5,"2,20452","0,999861","2,19553","0,953289","0,034795","0,00285987","0,00905624",,
1270,3,"2,08209","0,999913","2,10538","0,949217","0,0346464","0,00284765","0,013289",,
1280,3,"2,05827","0,999906","2,09306","0,962927","0,0240732","0,00240732","0,0105922",,
1290,4,"2,06089","0,999933","2,07618","0,95648","0,0301291","0,00191296","0,0114778",,
1300,4,"1,82744","0,999954","2,04728","0,951928","0,0352213","0,00142789","0,0114231",,
1310,4,"1,92254","0,999974","2,07862","0,954198","0,0348282","0,0014313","0,00954198",,
1320,5,"2,16036","0,999972","2,11033","0,946074","0,0406812","0,00236518","0,0108798",,
1330,5,"2,01093","0,999984","2,07877","0,946074","0,0345317","0,00283822","0,0165563",,
1340,5,"2,07656","0,999968","2,05929","0,953743","0,0319504","0,0033381","0,010968",,
1350,4,"2,21608","0,99996","2,12156","0,949668","0,0360874","0,00332384","0,0109212",,
1360,8,"2,32686","0,999977","2,15584","0,958773","0,0292426","0,0033557","0,00862895",,
1370,7,"2,45727","0,999981","2,18942","0,951475","0,0313987","0,00142721","0,0156993",,
1380,8,"2,43394","0,999966","2,16677","0,946522","0,032655","0,00378609","0,0170374",,
1390,7,"2,80913","0,999934","2,22566","0,955566","0,0262781","0,00143335","0,0167224",,
1400,5,"3,11049","0,999919","2,25972","0,950119","0,0380048","0,000950119","0,0109264",,
1410,5,"2,86574","0,999919","2,2167","0,957396","0,0268071","0,00239349","0,0134035",,
1420,5,"2,73412","0,999937","2,1915","0,954654","0,0281623","0,00238663","0,0147971",,
1430,6,"2,81895","0,99995","2,2318","0,949668","0,0232669","0,00664767","0,0204179",,
1440,5,"2,91155","0,999956","2,2107","0,951475","0,0342531","0,00190295","0,0123692",,
1450,5,"3,0506","0,999958","2,2345","0,953289","0,0290753","0,00381316","0,0138227",,
1460,7,"2,68073","0,999964","2,24244","0,951928","0,0290338","0,00285578","0,0161828",,
1470,7,"2,51262","0,999967","2,15691","0,947418","0,0355282","0,00284225","0,0142113",,
1480,8,"2,60226","0,999958","2,19047","0,95511","0,0296084","0,00238777","0,012894",,
1490,8,"2,43236","0,999946","2,19098","0,951022","0,0275796","0,00332858","0,0180694",,
1500,7,"2,56519","0,999935",2196,"0,952381","0,0271429","0,00380952","0,0166667",,
1510,8,"2,35744","0,999942","2,15037","0,953289","0,0285987","0,00333651","0,014776",,
1520,8,"2,60245","0,999923","2,17802","0,953743","0,0300429","0,00143062","0,014783",,
1530,8,"3,01741","0,99994","2,24305","0,953743","0,0281354","0,00143062","0,0166905",,
1540,8,"2,87563","0,999898","2,25705","0,94518","0,0363894","0,00094518","0,0174858",,
1550,10,"3,32516","0,99992","2,26516","0,956023","0,0258126","0,000956023","0,0172084",,
1560,8,"3,20694","0,999915","2,26796","0,956023","0,0258126","0,00525813","0,0129063",,
1570,11,"3,59886","0,999917","2,2783","0,956938","0,0277512","0,00287081","0,0124402",,
1580,10,"3,16357","0,999909","2,25905","0,957854","0,0277778","0,00239464","0,0119732",,
1590,10,"3,4093","0,999913","2,27522","0,956938","0,0220096","0,00239234","0,0186603",,
1600,9,"3,80752","0,999868","2,28323","0,961076","0,0201826","0,00144161","0,0172994",,
1610,8,"3,75107","0,999871","2,25438","0,960615","0,0230548","0,000480307","0,0158501",,
1620,8,"3,70922","0,999898","2,28622","0,953289","0,0276454","0,00238322","0,0166826",,
1630,8,"3,45528","0,999862","2,2682","0,951928","0,0304617","0,00285578","0,0147549",,
1640,10,"3,3317","0,999851","2,26315","0,942063","0,0372115","0,000942063","0,0197833",,
1650,9,"3,29484","0,99986","2,22132","0,958773","0,0249281","0,00287632","0,0134228",,
1660,7,"3,25676","0,999858","2,27006","0,951928","0,0285578","0,00237982","0,0171347",,
1670,6,"3,19715","0,99986","2,29762","0,952835","0,0276322","0,00381134","0,0157218",,
1680,7,"3,06213","0,999877","2,22341","0,955566","0,0277114","0,00238892","0,0143335",,
1690,7,"3,28993","0,99982","2,26682","0,949217","0,0313242","0,00332226","0,0161367",,
1700,6,"3,20336","0,99979","2,25498","0,947418","0,0331596","0,00331596","0,0161061",,
1710,5,"3,14261","0,999744","2,24336","0,954654","0,0243437","0,00143198","0,0195704",,
1720,5,"3,31124","0,999754","2,25673","0,960615","0,0244957","0,00144092","0,0134486",,
1730,6,"3,34614","0,999759","2,26042","0,962464","0,0221367","0,000962464","0,014437",,
1740,7,"3,12209","0,999737","2,21144","0,957854","0,0253831","0,00335249","0,01341",,
1750,6,"3,26401","0,999775","2,23771","0,953743","0,0305198","0,00190749","0,0138293",,
1760,5,"3,53369","0,999748","2,29966","0,959233","0,0258993","0,00335731","0,0115108",,
1770,5,"3,59268","0,999717","2,3802","0,948767","0,0317837","0,00189753","0,0175522",,
1780,5,"3,57355","0,999654","2,28261","0,951928","0,0276059","0,00190386","0,0185626",,
1790,5,"3,49128","0,999612","2,29097","0,961076","0,0264296","0,00192215","0,0105718",,
1800,6,"3,64466","0,999598","2,31652","0,954198","0,0291031","0,0023855","0,014313",,
1810,6,"3,87622","0,999595","2,27726","0,958773","0,0225312","0,00431448","0,0143816",,
1820,5,"3,73997","0,999528","2,2991","0,962927","0,025999","0,000962927","0,0101107",,
1830,5,"3,41673","0,999416","2,28476","0,953289","0,0276454","0,00190658","0,0171592",,
1840,5,"3,23535","0,99938","2,30721","0,952835","0,0281086","0,00333492","0,0157218",,
1850,5,"2,88143","0,999203","2,22348","0,958313","0,0277911","0,00143747","0,0124581",,
1860,5,"2,70396","0,999181","2,23042","0,954198","0,028626","0,00333969","0,0138359",,
1870,5,"2,63647","0,999176","2,20248","0,951928","0,0295098","0,00285578","0,0157068",,
1880,5,"2,90309","0,999211","2,21433","0,956023","0,0253346","0,00334608","0,0152964",,
1890,5,"3,12312","0,999202","2,2638","0,953743","0,0324273","0,00238436","0,0114449",,
1900,7,"3,6485","0,999243","2,31242","0,963391","0,0216763","0,00144509","0,0134875",,
1910,7,"3,42043","0,99915","2,25607","0,954198","0,0300573",0,"0,0157443",,
1920,6,"3,64755","0,999248","2,37694","0,95648","0,0320421","0,00143472","0,010043",,
1930,5,"3,68585","0,999271","2,30369","0,956023","0,0277247",0,"0,0162524",,
1940,5,"3,45752","0,999147","2,21805","0,955566","0,0301003","0,00143335","0,0129001",,
1950,5,"3,37292","0,99902","2,2832","0,95648","0,0277379","0,00191296","0,013869",,
1960,5,"3,15684","0,999086","2,21445","0,962464","0,0197305","0,00288739","0,0149182",,
1970,6,"3,65063","0,999162","2,32426","0,949217","0,0294257","0,00189843","0,0194589",,
1980,6,"3,61107","0,999129","2,32685","0,949217","0,0313242","0,00332226","0,0161367",,
1990,5,"4,21781","0,999236","2,35215","0,961538","0,0211538","0,00192308","0,0153846",,
2000,5,"3,94449","0,99915","2,3718","0,952835","0,0252501","0,00333492","0,0185803",,
2010,5,"3,74685","0,99912","2,30314","0,94697","0,0293561","0,00378788","0,0198864",,
2020,5,"3,75262","0,999202","2,30289","0,949217","0,0332226","0,00237304","0,0151875",,
2030,6,"3,85752","0,999219","2,33448","0,955566","0,0267559","0,00191113","0,0157668",,
2040,6,"4,07088","0,999236","2,29761","0,959233","0,0244604","0,00239808","0,0139089",,
2050,7,"3,91711","0,999244","2,37243","0,963391","0,0240848","0,000963391","0,0115607",,
2060,7,"4,09151","0,999263","2,32505","0,965717","0,0183486","0,00241429","0,01352",,
2070,6,"4,40052","0,999333","2,39387","0,959233","0,0254197","0,00335731","0,0119904",,
2080,7,"4,15366","0,999393","2,36646","0,95648","0,0286944","0,00191296","0,0129125",,
2090,6,"4,09372","0,999383","2,37814","0,958313","0,0249161","0,0033541","0,0134164",,
2100,6,"4,77808","0,999475","2,35356","0,959693","0,0230326","0,00335893","0,0139155",,
2110,6,"4,48862","0,999486","2,40617","0,948767","0,0294118","0,00332068","0,0185009",,
2120,6,"4,32579","0,999425","2,35856","0,951475","0,0261656","0,000951475","0,0214082",,
2130,8,"4,59081","0,999478","2,35643","0,957396","0,0234562","0,00191479","0,0172331",,
2140,7,"4,39429","0,999597","2,38508","0,962927","0,0173327","0,000962927","0,0187771",,
2150,6,"4,41589","0,999572","2,39298","0,950119","0,031829","0,00380048","0,0142518",,
2160,7,"4,45574","0,999597","2,39924","0,962927","0,0216659","0,00144439","0,0139624",,
2170,6,"4,20649","0,999569","2,42778","0,948317","0,029872","0,00379327","0,018018",,
2180,6,"4,02919","0,999547","2,42489","0,95648","0,0263032","0,0047824","0,0124342",,
2190,6,"3,78962","0,999545","2,37215","0,94697","0,0364583","0,00284091","0,0137311",,
2200,7,"3,83895","0,999576","2,3575","0,956938","0,023445","0,00239234","0,0172249",,
2210,6,"3,87585","0,999555","2,39415","0,95511","0,0262655","0,000477555","0,0181471",,
2220,6,"4,05821","0,999496","2,39609","0,959693","0,024952","0,00239923","0,0129559",,
2230,6,"4,05357","0,999508","2,45508","0,951475","0,0328259","0,00333016","0,0123692",,
2240,7,"4,28064","0,999479","2,3722","0,962464","0,0240616","0,00384986","0,00962464",,
2250,8,"4,42589","0,999433","2,44031","0,942507","0,0348728","0,00188501","0,0207352",,
2260,10,"4,40086","0,999435","2,48412","0,95057","0,0247148","0,00190114","0,0228137",,
2270,7,"4,44176","0,999555","2,41095","0,952835","0,0214388","0,00476417","0,0209624",,
2280,7,"4,25532","0,9995","2,35958","0,959233","0,0263789","0,00143885","0,0129496",,
2290,7,"3,5763","1,00006","2,36873","0,951475","0,0328259","0,00237869","0,0133206",,
2300,7,"3,71295","1,0001","2,41171","0,947867","0,0341232","0,0028436","0,0151659",,
2310,9,"3,31307","1,00012","2,27558","0,962927","0,0250361","0,00240732","0,00962927",,
2320,9,"3,63522","1,00009","2,29689","0,957396","0,0292006","0,00287219","0,0105314",,
2330,8,"3,62953","1,00009","2,33199","0,948767","0,03463","0,00237192","0,0142315",,
2340,6,"3,28418","1,00018","2,30152","0,954654","0,0324582","0,00143198","0,0114558",,
2350,6,"3,43568","1,00018","2,25814","0,95648","0,0215208","0,00191296","0,0200861",,
2360,6,"3,49228","1,00015","2,43276","0,971345","0,0194269","0,00145702","0,00777076",,
2370,6,"3,31145","1,00017","2,28814","0,95648","0,0296509","0,00143472","0,0124342",,
2380,6,"3,22993","1,00017","2,28308","0,954654","0,0257757","0,00286396","0,0167064",,
2390,6,"3,20457","1,00012","2,27345","0,948317","0,0308203","0,00331911","0,0175439",,
2400,7,"3,69886","0,999978","2,31043","0,962927","0,0235917","0,00288878","0,0105922",,
2410,5,"3,67475","1,00001","2,40063","0,947418","0,02937","0,00331596","0,0198958",,
2420,5,"3,41475","1,0001","2,26388","0,95511","0,0281757","0,00143266","0,0152818",,
2430,6,"3,37297","1,0002","2,29957","0,954654","0,026253","0,00238663","0,0167064",,
2440,6,"3,52782","1,00012","2,27082","0,956938","0,0253589","0,00334928","0,0143541",,
2450,6,"3,71849","1,00016","2,28952","0,960154","0,0244839","0,00288046","0,012482",,
2460,7,"4,13445","1,00012","2,34065","0,961076","0,0254685","0,00240269","0,0110524",,
2470,7,"4,5434","1,00008","2,41769","0,951022","0,0280552","0,0042796","0,0166429",,
2480,7,"4,77376","1,00016","2,37613","0,958313","0,024437","0,0033541","0,0138955",,
2490,7,"4,4388","1,00015","2,34674","0,961538","0,0216346","0,000961538","0,0158654",,
2500,9,"4,73607","1,00011","2,34771","0,952835","0,026203","0,00190567","0,0190567",,
2510,8,"4,84774","1,00017","2,35825","0,96432","0,0207329","0,00289296","0,012054",,
2520,8,"4,59715","1,00009","2,35978","0,952835","0,0328728","0,00190567","0,0123869",,
2530,8,"4,79252","1,00009","2,35866","0,946522","0,0288689","0,00567913","0,0189304",,
2540,7,"4,76811","0,999996","2,37609","0,958313","0,0234787","0,00287494","0,015333",,
2550,7,"4,99125","0,999918","2,52633","0,952381","0,0261905","0,00380952","0,017619",,
2560,7,"4,58852","0,999871","2,42015","0,952381","0,0271429","0,00380952","0,0166667",,
2570,8,"4,38907","0,999848","2,3869","0,961076","0,0206631","0,00240269","0,0158578",,
2580,10,"4,56788","0,99986",2377,"0,957854","0,0268199","0,00143678","0,0138889",,
2590,9,"4,71114","0,999933","2,36231","0,951928","0,0285578","0,00190386","0,0176107",,
2600,8,"4,39133","0,999931","2,34312","0,955566","0,0281892","0,00334448","0,0129001",,
2610,6,"4,10591","0,999833","2,35356","0,943841","0,035866","0,00283152","0,0174611",,
2620,6,"3,9662","0,999654","2,3616","0,957854","0,0239464","0,00383142","0,0143678",,
2630,6,"3,79489","0,999651","2,35237","0,957396","0,0296793","0,00287219","0,0100527",,
2640,6,3824,"0,999864","2,30173","0,960615","0,0235351","0,00384246","0,0120077",,
2650,5,"4,01099","0,999822","2,31916","0,959233","0,0258993","0,00239808","0,01247",,
2660,5,"4,12825","0,999678","2,35039","0,954654","0,0243437","0,00238663","0,0186158",,
2670,5,"4,15774","0,999676","2,34511","0,962464","0,0211742","0,00336862","0,0129933",,
2680,5,"4,06785","0,999644","2,41889","0,945626","0,0349882","0,00141844","0,0179669",,
2690,6,"4,26428","0,999734","2,36396","0,955566","0,0262781","0,00143335","0,0167224",,
2700,5,"4,17577","0,999675","2,35587","0,951022","0,0304327","0,00475511","0,0137898",,
2710,5,"4,12267","0,999651","2,32217","0,94162","0,0348399","0,00612053","0,01742",,
2720,5,"4,39038","0,999759","2,34261","0,956938","0,0244019","0,00239234","0,0162679",,
2730,5,"4,52666","0,999807","2,36257","0,959693","0,0235125","0,00143954","0,0153551",,
2740,5,"4,57303","0,999811","2,38764","0,952381","0,0280952","0,00190476","0,017619",,
2750,5,"4,46094","0,999894","2,36885","0,959233","0,0239808","0,00479616","0,0119904",,
2760,5,"4,46128","0,999861","2,36699","0,951928","0,0299857","0,00237982","0,0157068",,
2770,5,"4,42172","0,999835","2,40821","0,960615","0,0211335","0,000960615","0,0172911",,
2780,6,"4,46405","0,999957","2,42046","0,949668","0,0318139","0,002849","0,0156695",,
2790,7,"4,49442","1,00003","2,3664","0,951475","0,0280685","0,00333016","0,0171265",,
2800,7,"4,33904",1,"2,35023","0,955566","0,0277114","0,00191113","0,0148113",,
2810,6,"4,55545","1,00009","2,40434","0,959233","0,0239808","0,0057554","0,0110312",,
2820,6,"5,22624","1,00011","2,42134","0,955566","0,0291448","0,00143335","0,0138557",,
2830,7,"4,85792","1,00004","2,37145","0,951928","0,0333175","0,00333175","0,0114231",,
2840,9,"4,50082","0,999995","2,32672","0,962927","0,0211844","0,00337025","0,0125181",,
2850,8,"4,37698","1,00012","2,37167","0,955566","0,0238892","0,00238892","0,0181558",,
2860,6,"4,48339","1,0002","2,37885","0,953289","0,0257388","0,00285987","0,0181125",,
2870,9,"4,1405","1,00014","2,39991","0,954654","0,0310263","0,000954654","0,0133652",,
2880,12,"4,34977","1,00007","2,38449","0,945626","0,0307329","0,00330969","0,020331",,
2890,9,"3,96048","1,00001","2,38294","0,950119","0,0337292","0,00190024","0,0142518",,
2900,10,"3,96882","1,00008","2,3835","0,954198","0,0233779","0,0023855","0,0200382",,
2910,10,"3,97753","1,00017","2,33537","0,957396","0,025371","0,00335089","0,0138822",,
2920,12,"3,49458","1,00019","2,3236","0,94697","0,0345644","0,00094697","0,0175189",,
2930,12,"3,5967","1,00024","2,34662","0,951022","0,0304327","0,000951022","0,0175939",,
2940,11,"3,61236","1,00021","2,35379","0,95511","0,0248329","0,00238777","0,0176695",,
2950,10,"4,40559","1,00012","2,39907","0,952381","0,0319048","0,00333333","0,012381",,
2960,10,"4,70106","1,00009","2,42192","0,961076","0,0201826","0,00288323","0,0158578",,
2970,10,"5,04212","1,0001","2,43831","0,952835","0,0266794","0,00190567","0,0185803",,
2980,9,"4,34981","1,00011","2,36595","0,95648","0,0253467","0,00286944","0,0153037",,
2990,9,"3,90091","1,00006","2,34124","0,956938","0,0301435","0,00143541","0,0114833",,
3000,9,"3,8994","1,0002","2,33193","0,959233","0,0263789","0,00191847","0,01247",,
3010,11,"4,80091","1,00026","2,37403","0,956023","0,0277247","0,00143403","0,0148184",,
3020,10,"5,0532","1,00027","2,37043","0,958313","0,0249161","0,00191663","0,0148539",,
3030,11,"4,18937","1,00028","2,38853","0,952835","0,0309671","0,00142925","0,0147689",,
3040,9,"4,37771","1,00021","2,32569","0,961076","0,0264296","0,00192215","0,0105718",,
3050,10,"4,4531","1,00015","2,37189","0,960615","0,0288184","0,00336215","0,00720461",,
3060,10,"4,46378","1,00019","2,62129","0,952381","0,0247619","0,00428571","0,0185714",,
3070,9,"4,44588","1,00005","2,39797","0,950119","0,0275534","0,00427553","0,0180523",,
3080,9,"4,09373","1,00007","2,3441","0,954654","0,0238663","0,00286396","0,0186158",,
