Generation number,Total number of allele,Diversity,Activity,Time,Fertility rate,2 DSB on one site rate,No DSB rate,No symmetrical sites (binding + DSB) rate,,"0,955004268999998"
8580,5,"3,1697","0,999365","2,08363","0,956023","0,0262906","0,00239006","0,0152964",,
8590,5,"3,1654","0,999259","2,08488","0,956938","0,0282297","0,00239234","0,0124402",,
8600,6,"3,27928","0,999219","2,10346","0,953289","0,0314585","0,00142993","0,0138227",,
8610,6,"3,40058","0,999423","2,11088","0,958773","0,0254075","0,0033557","0,012464",,
8620,9,"3,37959","0,999404","2,07612","0,957396","0,0268071","0,000957396","0,0148396",,
8630,6,"3,48174","0,999431","2,12833","0,949668","0,0351377","0,00237417","0,0128205",,
8640,6,"3,37178","0,999174","2,07434","0,963855","0,0284337","0,000963855","0,00674699",,
8650,5,"3,32907","0,999171","2,08896","0,954198","0,0300573","0,00333969","0,0124046",,
8660,5,"3,41551","0,99913","2,11953","0,959233","0,0258993","0,00239808","0,01247",,
8670,4,"3,57052","0,999241","2,1022","0,957396","0,0248923","0,00191479","0,015797",,
8680,5,"3,49749","0,99927","2,09523","0,957396","0,0234562","0,00239349","0,0167544",,
8690,5,"3,40055","0,999233","2,07966","0,961538","0,0206731","0,00432692","0,0134615",,
8700,5,"3,46221","0,999295","2,09868","0,954654","0,0305489","0,00238663","0,0124105",,
8710,5,"3,6346","0,999365","2,11221","0,95648","0,0234338","0,00191296","0,0181731",,
8720,4,"3,63954","0,999287","2,11761","0,958773","0,0278044","0,00287632","0,0105465",,
8730,4,"3,5322","0,999324","2,09095","0,952381","0,0280952","0,00238095","0,0171429",,
8740,6,"3,32782","0,99911","2,04709","0,959693","0,0259117","0,00143954","0,0129559",,
8750,5,"3,35831","0,999127","2,09561","0,956023","0,0291587","0,00143403","0,0133843",,
8760,5,"3,36666","0,999219","2,07324","0,958773","0,0239693","0,00287632","0,0143816",,
8770,5,"3,28325","0,998946","2,0958","0,951928","0,0304617","0,00285578","0,0147549",,
8780,4,"3,18342","0,99887","2,08957","0,957854","0,0234674","0,00287356","0,0158046",,
8790,4,"3,44345","0,999126","2,10191","0,960615","0,0230548","0,00144092","0,0148895",,
8800,4,"3,67545","0,999228","2,11112","0,961538","0,0259615","0,000961538","0,0115385",,
8810,4,"3,63593","0,999272","2,11705","0,94697","0,0340909","0,00189394","0,0170455",,
8820,6,"3,59511","0,999363","2,11023","0,953743","0,0352885","0,00143062","0,00953743",,
8830,5,"3,45427","0,999221","2,10029","0,954654","0,0267303","0,00238663","0,0162291",,
8840,4,"3,21329","0,999106","2,11898","0,950119","0,0332542","0,00380048","0,0128266",,
8850,6,"3,3176","0,999053","2,11237","0,954654","0,0310263","0,00286396","0,0114558",,
8860,6,"3,25102","0,998929","2,06654","0,958773","0,0282838","0,000479386","0,012464",,
8870,7,"3,23783","0,998872","2,09439","0,948767","0,0308349","0,0028463","0,0175522",,
8880,6,"2,96297","0,998647","2,08442","0,956023","0,0277247","0,00191205","0,0143403",,
8890,6,"3,09198","0,99872","2,08712","0,955566","0,0229336","0,00334448","0,0181558",,
8900,7,"2,98423","0,998605","2,03914","0,956938","0,0277512","0,000956938","0,0143541",,
8910,7,"3,00033","0,998712","2,05317","0,953289","0,029552","0,00381316","0,013346",,
8920,5,"2,97104","0,998677","2,04702","0,957854","0,0258621","0,00335249","0,012931",,
8930,5,"3,14911","0,998812","2,06996","0,958313","0,0268328","0,00143747","0,0134164",,
8940,4,"3,2964","0,998926","2,08505","0,951475","0,0294957","0,00237869","0,0166508",,
8950,5,"3,20527","0,998822","2,18361","0,957396","0,0263284","0,00143609","0,0148396",,
8960,5,"3,16797","0,998926","2,27046","0,961538","0,0254808","0,00288462","0,0100962",,
8970,5,"3,48627","0,999059","2,09291","0,958773","0,0230105","0,000958773","0,0172579",,
8980,6,"3,50715","0,999328","2,12527","0,957396","0,0277645","0,00143609","0,0134035",,
8990,5,"3,32721","0,999128","2,10514","0,963391","0,0207129","0,00337187","0,0125241",,
9000,5,"3,37254","0,999023","2,10335","0,953289","0,0290753","0,00190658","0,0157293",,
9010,4,"3,48042","0,998923","2,08963","0,958313","0,024437","0,0033541","0,0138955",,
9020,4,"3,44366","0,9989","2,10462","0,956938","0,0282297","0,00191388","0,0129187",,
9030,4,"3,50502","0,999078","2,12802","0,944733","0,0368446","0,0028342","0,0155881",,
9040,4,"3,52272","0,999072","2,10891","0,951475","0,0328259","0,00285442","0,0128449",,
9050,4,"3,54407","0,999079","2,13734","0,954198","0,0329198","0,0019084","0,0109733",,
9060,5,"3,49472","0,999046","2,10219","0,948767","0,03463","0,0028463","0,0137571",,
9070,4,"3,59148","0,999264","2,09145","0,951022","0,0290062","0,00190204","0,0180694",,
9080,5,"3,58401","0,999059","2,10997","0,958313","0,0263536","0,000958313","0,0143747",,
9090,4,"3,56885","0,999069","2,10195","0,957396","0,0268071","0,00335089","0,0124461",,
9100,4,"3,45463","0,999315","2,16569","0,960154","0,0211234","0,000960154","0,0177628",,
9110,5,"3,5054","0,999227","2,15721","0,95511","0,0291309","0,00191022","0,0138491",,
9120,5,"3,34823","0,999301","2,08398","0,952381","0,027619","0,00285714","0,0171429",,
9130,7,"3,28899","0,999506","2,10831","0,953743","0,029566","0,00143062","0,0152599",,
9140,8,"3,23409","0,999688","2,07688","0,952381","0,0319048","0,00380952","0,0119048",,
9150,7,"3,28497","0,999546","2,08588","0,957854","0,0244253","0,00239464","0,0153257",,
9160,9,"3,38664","0,999528","2,10271","0,961076","0,0230658","0,00144161","0,0144161",,
9170,8,"2,95154","0,999551","2,04059","0,951475","0,0280685","0,00237869","0,018078",,
9180,6,"2,91912","0,999668","2,03997","0,954198","0,0271947","0,00429389","0,014313",,
9190,6,"3,11882","0,999643","2,07505","0,955566","0,0305781","0,00382226","0,0100334",,
9200,6,"2,99858","0,999582","2,07172","0,946074","0,0406812","0,00141911","0,0118259",,
9210,7,"3,05676","0,999742","2,06652","0,95057","0,0289924","0,003327","0,0171103",,
9220,7,"3,03797","0,999634","2,05168","0,95648","0,0310856","0,00191296","0,0105213",,
9230,8,"2,94285","0,999681","2,07743","0,953743","0,0290892","0,00286123","0,0143062",,
9240,8,"2,96339","0,999643","2,04264","0,953743","0,0271817","0,00238436","0,0166905",,
9250,8,"2,6987","0,999718","2,0193","0,951928","0,0295098","0,00237982","0,0161828",,
9260,6,"2,92264","0,999795","2,04475","0,957854","0,0244253","0,00478927","0,012931",,
9270,5,"3,02596","0,999854","2,08098","0,955566","0,0301003","0,0028667","0,0114668",,
9280,6,"2,89044","0,999819","2,02848","0,958313","0,0263536","0,000958313","0,0143747",,
9290,6,"2,66319","0,999901","2,0414","0,949217","0,0317988","0,00284765","0,0161367",,
9300,6,"2,73801","0,999834","2,02189","0,955566","0,028667","0,00238892","0,0133779",,
9310,8,"2,67211","0,999944","1,99604","0,957396","0,0272858","0,00143609","0,0138822",,
9320,8,"2,70647","1,00002","1,99733","0,955566","0,0301003","0,0028667","0,0114668",,
9330,9,"3,27067","1,00002","2,0538","0,963855","0,0226506","0,00192771","0,0115663",,
9340,8,"3,41606","1,00013","2,09557","0,948767","0,0317837","0,00237192","0,0170778",,
9350,9,"3,85031","0,999973","2,12561","0,95057","0,0323194","0,00190114","0,0152091",,
9360,10,"4,16574","1,00006","2,10825","0,962001","0,025493","0,000962001","0,011544",,
9370,9,"3,9912","1,00011","2,11886","0,959233","0,02494","0,00191847","0,0139089",,
9380,9,"3,84714","1,00011","2,13292","0,95511","0,025788","0,00143266","0,0176695",,
9390,9,"3,78111","0,999958","2,10371","0,952835","0,0281086","0,00428776","0,0147689",,
9400,9,"3,87976","0,999843","2,13174","0,95511","0,0272206","0,00477555","0,012894",,
9410,10,"3,73524","0,999858","2,08759","0,95511","0,0262655","0,00382044","0,0148042",,
9420,10,"4,20465","0,999737","2,13659","0,955566","0,0267559","0,00191113","0,0157668",,
9430,10,"4,51716","0,999795","2,14078","0,961076","0,0264296","0,00144161","0,0110524",,
9440,9,"4,6147","0,999965","2,15799","0,953743","0,0319504","0,00190749","0,0123987",,
9450,10,"4,3716","0,999977","2,09441","0,966651","0,0231996","0,000966651","0,00918318",,
9460,9,"3,83698","0,999891","1,97939","0,954198","0,0295802","0,00381679","0,0124046",,
9470,10,"3,74548","1,00009","1,98583","0,959693","0,0244722","0,00191939","0,0139155",,
9480,10,"3,67373","1,0001","1,96935","0,959233","0,0263789","0,00191847","0,01247",,
9490,10,"3,75168","0,999962","1,9765","0,953289","0,0257388","0,00381316","0,0171592",,
9500,11,"4,1641","0,999984",1984,"0,962927","0,0226288","0,00240732","0,0120366",,
9510,9,"3,81816","0,999995","1,99423","0,949217","0,0284765","0,00284765","0,0194589",,
9520,9,"3,95331","1,00003","1,98707","0,955566","0,032967","0,00191113","0,00955566",,
9530,8,"3,95967","1,00001","1,97224","0,958773","0,0254075","0,0033557","0,012464",,
9540,8,"4,09023","1,00016","1,97346","0,949217","0,0294257","0,00142383","0,0199336",,
9550,7,"3,81347","1,00015","1,96426","0,962001","0,023088","0,001443","0,013468",,
9560,7,"4,09703","0,999988","1,98874","0,956938","0,0277512","0,00239234","0,0129187",,
9570,10,"4,05982","1,00005","2,01563","0,957396","0,0263284","0,00239349","0,0138822",,
9580,11,"4,46322","1,00009","2,02651","0,95511","0,0262655","0,00238777","0,0162369",,
9590,9,"3,94617","1,00017","2,00544","0,956938","0,0258373","0,000956938","0,0162679",,
9600,7,"3,82083","1,00023","1,99752","0,952835","0,0304907","0,00142925","0,0152454",,
9610,7,"3,68417","1,00023","1,97545","0,954198","0,0276718","0,00477099","0,0133588",,
9620,7,"3,47614","1,00026","1,96166","0,957396","0,0268071","0,00382958","0,0119674",,
9630,7,"3,80907","1,00022","1,9702","0,952381","0,0285714","0,00285714","0,0161905",,
9640,7,"4,01153","1,00028","1,99856","0,951928","0,0290338","0,00285578","0,0161828",,
9650,8,"4,27738","1,00028","2,01343","0,949668","0,0280152","0,002849","0,0194682",,
9660,8,"3,22058","1,00018","1,92277","0,956023","0,0277247","0,00334608","0,0129063",,
9670,8,"3,81732","1,00011","2,00591","0,949668","0,0308642","0,00332384","0,0161443",,
9680,9,"4,25532","1,00016","2,00904","0,94697","0,0269886","0,00378788","0,0222538",,
9690,8,"3,70235","1,00016","1,98142","0,949217","0,0313242","0,00522069","0,0142383",,
9700,9,"3,44775","1,00021","1,95223","0,958313","0,0234787","0,00191663","0,0162913",,
9710,11,"3,24767","1,00019","1,90517","0,963391","0,0231214","0,00240848","0,011079",,
9720,10,"4,18659","1,00009",1991,"0,958313","0,0253953","0,00239578","0,0138955",,
9730,9,"4,45671","1,00016","2,02084","0,95511","0,0267431","0,00238777","0,0157593",,
9740,9,"3,90533","1,00019","1,9745","0,958313","0,0249161","0,00239578","0,0143747",,
9750,9,"3,99375","1,00026","1,98261","0,957854","0,0292146","0,00143678","0,0114943",,
9760,9,"3,77872","1,00029","1,96555","0,955566","0,0258003","0,0028667","0,0157668",,
9770,7,"4,2659","1,00022","2,00417","0,953289","0,0300286","0,00142993","0,0152526",,
9780,7,"3,8389","1,0002","1,98262","0,959233","0,022542","0,00143885","0,0167866",,
9790,7,"3,98977","1,00027","1,97398","0,952381","0,0314286","0,00190476","0,0142857",,
9800,7,"3,9503","1,00019","1,97771","0,954654","0,024821","0,00381862","0,0167064",,
9810,6,"3,50196","1,00028","1,97148","0,959233","0,022542","0,00383693","0,0143885",,
9820,7,"3,09568","1,0003","1,92416","0,956023","0,0253346","0,00334608","0,0152964",,
9830,7,"3,05466","1,00037","1,95438","0,954654","0,024821","0,00334129","0,0171838",,
9840,7,"3,09746","1,00027","1,93184","0,953289","0,0314585","0,00285987","0,0123928",,
9850,7,"3,02839","1,00029","1,92925","0,952381","0,03","0,00285714","0,0147619",,
9860,6,"2,90216","1,00031","1,88472","0,951475","0,0294957","0,0038059","0,0152236",,
9870,6,"2,61534","1,00044","1,8899","0,951928","0,0314136","0,00380771","0,012851",,
9880,7,"2,70126","1,00045","1,89279","0,959233","0,02494","0,00335731","0,01247",,
9890,6,"2,77445","1,00046","1,88064","0,959693","0,0268714","0,00383877","0,00959693",,
9900,5,"2,75517","1,00048","1,87704","0,953289","0,0305052","0,00285987","0,013346",,
9910,6,"2,6597","1,00049","1,86254","0,958313","0,0282702","0,00287494","0,0105414",,
9920,7,"2,83741","1,00049","1,9178","0,953743","0,0286123","0,00286123","0,014783",,
9930,5,"2,65414","1,00048","1,92051","0,95057","0,03327","0,00190114","0,0142586",,
9940,7,"2,69458","1,00049","1,88355","0,958773","0,027325","0,000958773","0,0129434",,
9950,5,"2,66908","1,00048","1,87853","0,957396","0,0282432","0,00143609","0,0129248",,
9960,5,"2,35053","1,00048","1,8499","0,959233","0,028777","0,00143885","0,0105516",,
9970,6,"2,3128","1,00049","1,85739","0,948767","0,0370019","0,0028463","0,0113852",,
9980,7,"2,35744","1,00049","1,82877","0,958773","0,0287632","0,00143816","0,0110259",,
9990,7,"2,55407","1,00047","1,87196","0,955566","0,0258003","0,00334448","0,0152891",,
