Generation number	Allele number	Frequency	Activity
0	-3	0.999869	0.000262256
0	0	0.998999	0.999905
0	1	0.0010005	1
10	-3	0.998761	0.00246457
10	0	1	0.998775
20	-3	0.99777	0.00441882
20	0	0.997999	0.997876
20	5	0.002001	0.999909
30	-3	0.996889	0.00615287
30	0	0.998999	0.996743
30	11	0.0010005	1
40	-3	0.99594	0.00800012
40	0	0.991996	0.995228
40	11	0.004002	0.998994
40	12	0.00150075	0.999171
40	14	0.00250125	0.999884
50	-3	0.994871	0.0100596
50	0	0.989995	0.9938
50	11	0.00250125	0.99819
50	16	0.00750375	0.999066
60	-3	0.99389	0.0119219
60	0	0.983992	0.993088
60	11	0.00250125	0.997121
60	16	0.0135068	0.998168
70	-3	0.993113	0.0134065
70	0	0.989995	0.991878
70	16	0.00950475	0.997039
70	23	0.00050025	0.999818
80	-3	0.992411	0.014728
80	0	0.994997	0.990043
80	16	0.0050025	0.996253
90	-3	0.99132	0.0167521
90	0	0.996998	0.98851
90	16	0.00150075	0.995259
90	25	0.00150075	0.999661
100	-3	0.989893	0.0194102
100	0	0.996998	0.987424
100	25	0.00150075	0.998646
100	27	0.0010005	0.999906
100	28	0.00050025	1
110	-3	0.98941	0.0203537
110	0	0.9995	0.985955
110	31	0.00050025	0.999904
120	-3	0.988243	0.0224871
120	0	1	0.984644
130	-3	0.988015	0.0229332
130	0	1	0.983453
140	-3	0.986206	0.0262315
140	0	1	0.98193
150	-3	0.985056	0.0282762
150	0	1	0.980605
160	-3	0.983935	0.0302686
160	0	0.998499	0.978914
160	38	0.00150075	0.999775
170	-3	0.982539	0.0327382
170	0	0.998499	0.976989
170	38	0.00150075	0.998729
180	-3	0.981306	0.0348815
180	0	0.995498	0.974935
180	38	0.0030015	0.997628
180	40	0.00150075	0.999813
190	-3	0.980585	0.0361342
190	0	0.992996	0.972824
190	38	0.002001	0.996619
190	40	0.0050025	0.998834
200	-3	0.978951	0.0389554
200	0	1	0.970196
210	-3	0.977755	0.0410067
210	0	1	0.968085
220	-3	0.977003	0.0423414
220	0	1	0.966038
230	-3	0.975308	0.0451576
230	0	1	0.964879
240	-3	0.975642	0.0448073
240	0	0.997999	0.96292
240	50	0.0010005	0.99955
