Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate	q
7810	4	1.62025	0.631073	1.53674	0.955566	0	0.00191113	0.0425227	0.749229
7820	4	1.58122	0.621991	1.54319	0.952381	0	0.00047619	0.0471429	0.733714
7830	5	1.54125	0.613375	1.61428	0.939408	0	0.00328793	0.0573039	0.734562
7840	5	1.45767	0.60426	1.43998	0.943396	0	0.00283019	0.0537736	0.714818
7850	4	1.42892	0.59458	1.44082	0.942063	0	0.00282619	0.0551107	0.712258
7860	4	1.41775	0.582267	1.39012	0.942507	0	0.00377003	0.0537229	0.699983
7870	4	1.34866	0.574208	1.36793	0.934143	0	0.00280243	0.0630546	0.69893
7880	3	1.35624	0.562445	1.38014	0.935016	0	0.000467508	0.0645161	0.693723
7890	3	1.28977	0.5535	1.29749	0.934143	0	0.000934143	0.0649229	0.678106
7900	4	1.23115	0.540367	1.26923	0.922084	0	0.00138313	0.076533	0.66758
7910	3	1.43437	0.53341	1.34647	0.917011	0	0.00229253	0.0806969	0.663925
7920	5	1.54459	0.528887	1.40318	0.925497	0	0.000925497	0.073577	0.660998
7930	4	1.63065	0.523373	1.41271	0.925926	0	0.00231481	0.0717593	0.661058
7940	6	1.83914	0.528017	1.51542	0.932836	0	0.00279851	0.0643657	0.680901
7950	7	2.20591	0.542133	1.5774	0.925497	0	0.00277649	0.0717261	0.703957
7960	6	2.73142	0.582646	1.7805	0.935016	0	0.00327256	0.0617111	0.768565
7970	5	3.28871	0.629275	1.86675	0.951475	0	0.00333016	0.0451951	0.808447
7980	5	3.62108	0.671664	1.98749	0.962927	0	0.00144439	0.0356283	0.865884
7990	5	3.8503	0.739836	2.03764	0.963391	0	0.00240848	0.0342004	0.930472
8000	5	3.49592	0.792257	2.11613	0.969462	0	0.00242365	0.0281144	0.971455
8010	5	2.85363	0.814519	2.08699	0.978953	0	0.00195791	0.0190896	1.00135
8020	6	2.50649	0.832949	2.14227	0.982801	0	0.002457	0.014742	1.01718
8030	5	2.49704	0.844166	2.04383	0.982801	0	0.0029484	0.0142506	1.03232
8040	5	2.90148	0.834696	2.09897	0.981836	0	0.00294551	0.0152185	1.01526
8050	6	2.8271	0.844607	2.10683	0.981836	0	0.00245459	0.0157094	1.02021
8060	6	2.63769	0.848538	2.10924	0.981836	0	0.00147275	0.0166912	1.00624
8070	7	2.76195	0.834001	2.09862	0.985222	0	0.00295567	0.0118227	1.00148
8080	5	2.56553	0.824724	2.03312	0.977517	0	0	0.0224829	1.01361
8090	6	2.20896	0.845927	2.02243	0.972763	0	0.00389105	0.0233463	0.996557
8100	6	2.35174	0.849198	2.06862	0.984252	0	0.00295276	0.0127953	1.00775
8110	7	2.3971	0.842805	2.13046	0.982801	0	0.000982801	0.0162162	1.00438
8120	6	2.56026	0.845213	2.0874	0.984252	0	0.00246063	0.0132874	0.999016
8130	6	2.49099	0.834611	2.09318	0.982801	0	0.0004914	0.0167076	0.985812
8140	6	2.24145	0.851315	2.06739	0.978474	0	0.00342466	0.0181018	0.982027
8150	7	2.28403	0.859588	2.10556	0.984252	0	0.00246063	0.0132874	0.987051
8160	7	2.19714	0.863507	2.11688	0.982801	0	0.002457	0.014742	0.976468
8170	6	2.22308	0.859116	2.09491	0.975134	0	0.00195027	0.0229157	1.00381
8180	5	2.14732	0.857958	2.11816	0.983768	0	0.00196754	0.0142646	0.990492
8190	5	2.22563	0.847576	2.13684	0.982801	0	0.0029484	0.0142506	0.978991
8200	5	2.19115	0.839721	2.1252	0.976086	0	0.0034163	0.0204978	0.966606
8210	5	2.22086	0.83577	2.06762	0.979912	0	0.00342969	0.0166585	0.964716
8220	6	2.25731	0.827338	2.0795	0.981836	0	0.00343643	0.0147275	0.955031
8230	5	2.2269	0.820379	2.1023	0.976086	0	0.00292826	0.0209858	0.939529
8240	6	2.1167	0.823126	2.04617	0.982801	0	0.0014742	0.0157248	0.961276
8250	6	2.02123	0.822632	2.01008	0.977517	0	0.00146628	0.0210166	0.959053
8260	5	1.86296	0.814668	1.92585	0.97704	0	0.00293112	0.0200293	0.920659
8270	6	1.75518	0.813839	1.92875	0.980873	0	0.00196175	0.0171653	0.920577
8280	5	1.63627	0.805949	1.85546	0.980392	0	0.00196078	0.0176471	0.919918
8290	5	1.67454	0.799184	1.86945	0.97561	0	0.00146341	0.0229268	0.919086
8300	4	1.60961	0.791628	1.84122	0.978474	0	0.00293542	0.018591	0.913575
8310	4	1.58069	0.784537	1.78767	0.977995	0	0.00244499	0.0195599	0.906497
8320	5	1.56631	0.780171	1.77661	0.965717	0	0.00289715	0.0313858	0.891619
8330	6	1.63413	0.766884	1.7926	0.977517	0	0.00342131	0.0190616	0.887238
8340	3	1.5833	0.757255	1.73778	0.975134	0	0.00243784	0.0224281	0.889236
8350	3	1.64599	0.748375	1.75434	0.973236	0	0.000486618	0.0262774	0.865287
8360	4	1.72622	0.747205	1.82019	0.97229	0	0.00243072	0.0252795	0.861293
8370	5	1.60713	0.745227	1.78204	0.973236	0	0.00194647	0.0248175	0.868523
8380	6	1.66351	0.741425	1.78433	0.969462	0	0.000969462	0.0295686	0.85776
8390	6	1.51674	0.732578	1.69858	0.967118	0	0.00241779	0.0304642	0.852084
8400	5	1.68199	0.722728	1.76219	0.963855	0	0.00289157	0.033253	0.825548
8410	5	1.667	0.718666	1.74426	0.96432	0	0.0024108	0.033269	0.816959
