Generation number	Allele number	Frequency	Activity
0	-3	1	0
0	0	1	1
10	-3	0.999981	3.73387e-05
10	0	1	0.999976
20	-3	0.999977	4.47875e-05
20	0	0.998999	0.999975
20	9	0.0010005	1
30	-3	0.999993	1.4975e-05
30	0	0.998499	0.999969
30	9	0.00150075	0.999986
40	-3	0.999984	3.23187e-05
40	0	0.998499	0.999985
40	12	0.0010005	0.999995
40	13	0.00050025	1
50	-3	0.999986	2.74087e-05
50	0	0.992496	0.999969
50	12	0.0050025	0.999983
50	15	0.00250125	0.999991
60	-3	0.999994	1.24837e-05
60	0	0.967484	0.999964
60	12	0.0155078	0.999984
60	15	0.0165083	0.999981
60	18	0.00050025	0.999999
70	-3	0.999979	4.22787e-05
70	0	0.974487	0.999941
70	12	0.00950475	0.999991
70	15	0.0130065	0.999942
70	18	0.0030015	1
80	-3	0.999964	7.20637e-05
80	0	0.967484	0.999893
80	12	0.010005	0.999979
80	15	0.008004	0.99994
80	18	0.0105053	0.999994
80	19	0.00150075	0.999991
80	20	0.00150075	0.999998
80	21	0.00050025	0.999999
80	22	0.00050025	1
90	-3	0.999965	6.96625e-05
90	0	0.967984	0.999899
90	12	0.0135068	0.999976
90	15	0.00350175	0.999897
90	18	0.00450225	0.999988
90	19	0.0010005	0.999928
90	21	0.00350175	0.999998
90	23	0.00350175	0.99999
90	24	0.00250125	1
100	-3	0.99991	0.00017695
100	0	0.987494	0.999922
100	18	0.00550275	0.999968
100	23	0.0070035	0.999966
110	-3	0.999874	0.000240731
110	0	0.987994	0.999958
110	18	0.004002	0.999945
110	23	0.00750375	0.999959
110	26	0.00050025	0.999999
120	-3	0.999889	0.000214049
120	0	0.988494	0.999985
120	18	0.00350175	0.999904
120	23	0.00350175	0.999913
120	28	0.00450225	0.999982
130	-3	0.999849	0.000285671
130	0	0.982991	0.999989
130	23	0.0110055	0.999899
130	28	0.006003	0.999956
140	-3	0.999828	0.000326075
140	0	0.985993	0.999989
140	23	0.010005	0.999864
140	28	0.004002	0.99997
150	-3	0.999739	0.000478406
150	0	0.992996	0.999984
150	23	0.0050025	0.999851
150	28	0.0010005	0.999881
150	35	0.0010005	0.999995
160	-3	0.999709	0.000525529
160	0	0.994997	0.999972
160	23	0.0050025	0.999905
170	-3	0.999769	0.000435399
170	0	1	0.999975
180	-3	0.9997	0.00055023
180	0	0.998999	0.999933
180	42	0.0010005	0.999999
190	-3	0.999574	0.000763154
190	0	0.997499	0.999953
190	42	0.00250125	0.999975
200	-3	0.999524	0.000857891
200	0	0.985493	0.999926
200	42	0.008004	0.99998
200	43	0.006003	0.999986
200	46	0.00050025	1
210	-3	0.999583	0.000763245
210	0	0.992496	0.999932
210	42	0.00550275	0.999981
210	43	0.002001	0.999988
220	-3	0.999549	0.000823916
220	0	0.990995	0.999897
220	42	0.00750375	0.999976
220	50	0.00150075	0.999998
230	-3	0.999608	0.000724275
230	0	0.985993	0.999879
230	42	0.014007	0.999961
240	-3	0.999561	0.000810479
240	0	0.985493	0.99983
240	42	0.0145073	0.999965
250	-3	0.999595	0.000750367
