Generation number	Allele number	Frequency	Activity
0	-3	0.999529	0.000941561
0	0	1	0.999458
10	-3	0.99453	0.0108481
10	0	0.992996	0.99426
10	1	0.00650325	0.998458
10	3	0.00050025	1
20	-3	0.989299	0.0210368
20	0	0.993497	0.988868
20	1	0.00550275	0.993243
20	4	0.0010005	0.995615
30	-3	0.983725	0.031737
30	0	0.992496	0.98327
30	1	0.00650325	0.988513
30	10	0.0010005	0.999541
40	-3	0.978104	0.0423502
40	0	0.993497	0.977557
40	1	0.0010005	0.983653
40	10	0.00450225	0.99476
40	12	0.0010005	0.999486
50	-3	0.973171	0.0514863
50	0	0.993497	0.971819
50	1	0.00650325	0.978959
60	-3	0.968823	0.0594181
60	0	0.997999	0.965514
60	1	0.002001	0.973808
70	-3	0.964571	0.0670558
70	0	0.996998	0.95979
70	1	0.0030015	0.968677
80	-3	0.958766	0.0775387
80	0	0.998999	0.953026
80	21	0.00050025	0.999004
80	22	0.00050025	0.999511
90	-3	0.955091	0.0840101
90	0	1	0.947276
100	-3	0.950265	0.0923335
100	0	0.993997	0.941585
100	23	0.006003	0.995218
110	-3	0.944851	0.101275
110	0	0.988994	0.934958
110	23	0.0110055	0.990618
120	-3	0.940888	0.107934
120	0	0.984492	0.929088
120	23	0.0145073	0.985646
120	28	0.0010005	0.999533
130	-3	0.935931	0.116119
130	0	0.962981	0.923547
130	23	0.0275138	0.98106
130	29	0.0090045	0.996918
130	31	0.00050025	0.999544
140	-3	0.930921	0.124512
140	0	0.971486	0.915524
140	23	0.0185093	0.976369
140	29	0.0090045	0.991976
140	31	0.0010005	0.994663
150	-3	0.926804	0.131078
150	0	0.949975	0.908951
150	23	0.0425213	0.972286
150	29	0.006003	0.987358
150	34	0.00150075	0.99585
160	-3	0.922214	0.138568
160	0	0.929465	0.902582
160	23	0.0495248	0.967269
160	29	0.02001	0.981729
160	38	0.0010005	0.999473
170	-3	0.919646	0.142768
170	0	0.943472	0.895719
170	23	0.0495248	0.962161
170	29	0.0050025	0.976828
170	38	0.002001	0.994598
180	-3	0.916325	0.147915
180	0	0.935968	0.887416
180	23	0.0635318	0.957124
180	41	0.00050025	1
190	-3	0.912089	0.154475
190	0	0.941971	0.880934
190	23	0.0575288	0.952794
190	42	0.00050025	1
200	-3	0.907794	0.160685
200	0	0.92096	0.872172
200	23	0.0785393	0.948863
200	43	0.00050025	1
210	-3	0.904685	0.165348
210	0	0.946473	0.863105
210	23	0.0525263	0.94494
210	43	0.0010005	0.994783
220	-3	0.900554	0.171371
220	0	0.948474	0.857539
220	23	0.0515258	0.939115
230	-3	0.897455	0.17613
230	0	0.914957	0.850149
230	23	0.084042	0.933965
230	51	0.0010005	1
240	-3	0.893571	0.18105
240	0	0.923962	0.840669
240	23	0.076038	0.930044
250	-3	0.890038	0.185693
250	0	0.896448	0.831697
250	23	0.098049	0.927465
250	52	0.00550275	0.995618
260	-3	0.885709	0.191613
260	0	0.878439	0.824491
260	23	0.11956	0.921865
260	52	0.00050025	0.990891
260	54	0.00150075	0.998511
270	-3	0.879946	0.198648
270	0	0.85993	0.816159
270	23	0.14007	0.917323
280	-3	0.875462	0.20448
280	0	0.877939	0.808865
280	23	0.122061	0.912736
290	-3	0.870846	0.210285
290	0	0.842421	0.800161
290	23	0.157579	0.907576
300	-3	0.867099	0.215313
300	0	0.823912	0.789357
300	23	0.175588	0.902615
300	64	0.00050025	0.998028
310	-3	0.863477	0.219537
310	0	0.81941	0.781176
310	23	0.18059	0.896492
320	-3	0.861296	0.222462
320	0	0.766883	0.775317
320	23	0.233117	0.89198
330	-3	0.85747	0.226817
330	0	0.776888	0.763719
330	23	0.222611	0.885745
330	70	0.00050025	0.999014
340	-3	0.85339	0.231895
340	0	0.778889	0.756672
340	23	0.221111	0.880804
350	-3	0.850622	0.235055
350	0	0.774387	0.749286
350	23	0.225613	0.875384
360	-3	0.84813	0.238046
360	0	0.769385	0.741236
360	23	0.230115	0.870394
360	77	0.00050025	0.999471
370	-3	0.845609	0.241575
370	0	0.72036	0.735355
370	23	0.27964	0.864314
380	-3	0.841644	0.246222
380	0	0.701351	0.727656
380	23	0.298649	0.859394
390	-3	0.840145	0.247801
390	0	0.628814	0.721073
390	23	0.370185	0.852752
390	81	0.0010005	0.998503
400	-3	0.837683	0.250283
400	0	0.6008	0.710692
400	23	0.398699	0.847303
400	82	0.00050025	1
410	-3	0.834075	0.254347
410	0	0.578289	0.704762
410	23	0.421711	0.84123
420	-3	0.831241	0.258572
420	0	0.544772	0.69381
420	23	0.455228	0.83627
430	-3	0.826549	0.263403
430	0	0.531766	0.685344
430	23	0.466733	0.82881
430	86	0.00150075	0.998985
440	-3	0.820719	0.269753
440	0	0.447224	0.676483
440	23	0.548774	0.821489
440	88	0.002001	0.996431
440	89	0.00050025	0.997025
440	90	0.0010005	0.998538
440	91	0.00050025	0.998468
450	-3	0.815794	0.274855
450	0	0.385193	0.670281
450	23	0.613807	0.814581
450	90	0.0010005	0.993339
460	-3	0.814592	0.275366
460	0	0.361681	0.667035
460	23	0.638319	0.806322
470	-3	0.812134	0.277672
470	0	0.286643	0.658619
470	23	0.713357	0.797343
480	-3	0.808648	0.281902
480	0	0.298149	0.65159
480	23	0.70085	0.7872
480	101	0.0010005	1
490	-3	0.803311	0.286511
490	0	0.344172	0.646331
