Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999904	1.55091	0.94697	0.0426136	0.00331439	0.00710227
10	1	1	0.998866	1.50409	0.944287	0.0443815	0.00283286	0.00849858
20	1	1	0.997789	1.49508	0.951022	0.0366144	0.00380409	0.0085592
30	2	1.00401	0.996823	1.57986	0.946074	0.0435194	0.000473037	0.00993377
40	2	1.001	0.99583	1.55706	0.942951	0.047619	0.0018859	0.00754361
50	1	1	0.99488	1.5455	0.951475	0.0385347	0.000951475	0.00903901
60	1	1	0.993934	1.5408	0.954198	0.038645	0.000954198	0.00620229
70	3	1.00703	0.993253	1.56205	0.938967	0.0483568	0.00187793	0.0107981
80	4	1.00502	0.992228	1.57326	0.951928	0.039029	0.00333175	0.00571157
90	2	1.001	0.990836	1.59452	0.951022	0.0370899	0.00332858	0.0085592
100	2	1.002	0.989295	1.60901	0.943396	0.0429245	0.00235849	0.0113208
110	1	1	0.98787	1.56619	0.947418	0.0402653	0.00378967	0.00852676
120	2	1.00502	0.985967	1.59451	0.946522	0.0425935	0.0023663	0.00851869
130	4	1.01719	0.983712	1.57718	0.940291	0.0479549	0.00188058	0.00987306
140	2	1.001	0.98202	1.56119	0.954198	0.0391221	0.0019084	0.00477099
150	1	1	0.980027	1.55417	0.951022	0.042796	0.000951022	0.00523062
160	1	1	0.97838	1.56836	0.938086	0.0497186	0.00187617	0.0103189
170	2	1.00602	0.976052	1.54986	0.958773	0.0354746	0.000958773	0.00479386
180	6	1.02028	0.974096	1.58581	0.946074	0.0444655	0.00189215	0.00756859
190	4	1.04107	0.973709	1.56373	0.951022	0.0404184	0.000475511	0.00808369
200	4	1.04951	0.972305	1.60066	0.945626	0.0425532	0.00472813	0.0070922
210	2	1.06821	0.970762	1.64265	0.943396	0.0462264	0.00188679	0.00849057
220	4	1.08021	0.969286	1.61967	0.949668	0.0408357	0.00189934	0.00759734
230	6	1.10358	0.96712	1.71888	0.946522	0.0407004	0.00425935	0.00851869
240	3	1.09652	0.964638	1.65734	0.947867	0.0412322	0.00236967	0.00853081
250	2	1.08973	0.96156	1.62207	0.952835	0.0390662	0.0028585	0.00524059
260	3	1.05763	0.958593	1.59547	0.953289	0.0357483	0.00190658	0.00905624
270	4	1.09897	0.957434	1.66364	0.94697	0.0397727	0.00142045	0.0118371
280	3	1.08978	0.955477	1.60877	0.94697	0.0411932	0.00236742	0.0094697
290	3	1.15584	0.955078	1.70352	0.933271	0.04993	0.00233318	0.0144657
300	4	1.18723	0.953349	1.77279	0.948767	0.0374763	0.00426945	0.00948767
310	4	1.22872	0.953417	1.76612	0.944733	0.0396788	0.00377893	0.0118092
320	4	1.24388	0.95184	1.78378	0.942507	0.0428841	0.00282752	0.0117813
330	5	1.19425	0.948348	1.77212	0.949217	0.0374941	0.00237304	0.010916
340	4	1.12215	0.943258	1.64705	0.944733	0.0392064	0.00236183	0.0136986
350	4	1.09781	0.939733	1.69408	0.943396	0.0419811	0.00330189	0.0113208
360	5	1.13174	0.939027	1.6553	0.95057	0.0394487	0.00237643	0.00760456
370	3	1.1576	0.936251	1.69567	0.946074	0.037843	0.00283822	0.013245
380	5	1.15307	0.93411	1.6612	0.946522	0.0402272	0.00283956	0.0104117
390	4	1.10769	0.929856	1.60191	0.946522	0.0416469	0.00331283	0.00851869
400	4	1.10384	0.926735	1.60939	0.942951	0.0443187	0.00282885	0.00990099
410	3	1.0901	0.924204	1.60106	0.946522	0.0350213	0.00331283	0.0151443
420	2	1.08	0.920656	1.59394	0.944287	0.0410765	0.00188857	0.0127479
430	2	1.10393	0.918488	1.57659	0.953289	0.0324118	0.00476644	0.00953289
440	2	1.08539	0.915982	1.5807	0.936768	0.0482436	0.00187354	0.0131148
450	3	1.12421	0.913997	1.63829	0.94697	0.0369318	0.00189394	0.0142045
460	2	1.10943	0.908887	1.60898	0.940291	0.0456041	0.00329102	0.0108134
470	4	1.15736	0.90729	1.64224	0.936768	0.0393443	0.00234192	0.0215457
480	4	1.11894	0.904426	1.61656	0.943841	0.041529	0.00141576	0.0132138
490	4	1.26562	0.905678	1.70996	0.947867	0.0374408	0.0014218	0.0132701
500	4	1.228	0.900299	1.65943	0.944287	0.0382436	0.00141643	0.0160529
510	4	1.32778	0.900644	1.75559	0.941176	0.0376471	0.00376471	0.0174118
520	4	1.38469	0.899981	1.71834	0.948317	0.0374585	0.000948317	0.0132764
530	5	1.55767	0.904546	1.80447	0.942951	0.0353607	0.00282885	0.018859
540	4	1.52004	0.89994	1.8401	0.946522	0.0340748	0.00473261	0.0146711
550	5	1.51275	0.896537	1.8184	0.94518	0.0406427	0.00189036	0.0122873
560	4	1.62813	0.898307	1.83009	0.933707	0.0457516	0.00233427	0.0182073
570	5	1.63093	0.895657	1.80249	0.942507	0.0348728	0.00329877	0.0193214
580	5	1.51889	0.890068	1.83725	0.940734	0.0357479	0.00235183	0.0211665
590	4	1.4791	0.885614	1.78463	0.942507	0.0386428	0.00141376	0.0174364
600	4	1.53061	0.885295	1.7608	0.951928	0.0285578	0.00142789	0.0180866
610	4	1.58747	0.885065	1.79441	0.944287	0.0325779	0.00236072	0.0207743
620	4	1.67281	0.885249	1.82333	0.929368	0.0422862	0.00325279	0.0250929
630	7	1.81039	0.888077	1.84614	0.951475	0.0304472	0.00237869	0.0156993
640	6	1.80392	0.886186	1.87874	0.942063	0.0367405	0.00329722	0.0178992
650	6	1.86443	0.886123	1.79032	0.934143	0.0373657	0.000934143	0.0275572
660	5	1.88042	0.883473	1.87221	0.945626	0.0307329	0	0.0236407
670	3	1.88102	0.88181	1.79623	0.947418	0.02937	0.00236855	0.0208432
680	4	1.82137	0.875718	1.74648	0.945626	0.0345154	0.00330969	0.0165485
690	4	1.8623	0.876485	1.7367	0.94162	0.0386064	0.00141243	0.0183616
700	6	1.86655	0.873379	1.74241	0.941176	0.0352941	0.00329412	0.0202353
710	3	1.91061	0.87398	1.74963	0.943396	0.0316038	0.00330189	0.0216981
720	2	1.90231	0.871125	1.8121	0.949668	0.0280152	0.00189934	0.0204179
730	2	1.97959	0.87623	1.75332	0.952835	0.0257265	0.00142925	0.0200095
740	2	1.99982	0.879339	1.76465	0.937647	0.0328176	0.00328176	0.0262541
750	5	2.00839	0.874555	2.25216	0.930665	0.0372266	0.00372266	0.0283853
760	4	2.01464	0.873293	1.97841	0.942063	0.0339143	0.00188413	0.0221385
770	5	2.01597	0.874237	1.88352	0.937207	0.0407685	0.00374883	0.0182755
780	6	1.99684	0.882046	1.80479	0.945626	0.0335697	0.00141844	0.0193853
790	6	1.91447	0.88619	1.79357	0.941176	0.032	0.00188235	0.0249412
800	4	1.89406	0.88486	1.77199	0.938967	0.0342723	0.00234742	0.0244131
810	4	1.88745	0.886948	1.77382	0.944287	0.0335222	0.00283286	0.0193579
820	6	1.88562	0.89003	1.77713	0.93985	0.0333647	0.0037594	0.0230263
830	4	1.75831	0.893776	1.72816	0.942507	0.0358153	0.00141376	0.0202639
840	3	1.86517	0.892634	1.75966	0.938967	0.0356808	0.00375587	0.0215962
850	4	1.89667	0.893969	1.72946	0.951475	0.0294957	0.00237869	0.0166508
860	3	1.79056	0.896092	1.7224	0.942507	0.0339303	0.00141376	0.0221489
870	3	1.86302	0.897448	1.77561	0.942951	0.0292315	0.00235738	0.0254597
880	4	1.82364	0.895358	1.76184	0.935016	0.0359981	0.00327256	0.0257129
890	3	1.94518	0.896185	1.84412	0.951475	0.0318744	0.00190295	0.0147479
900	4	1.82085	0.896804	1.75519	0.944733	0.0259802	0.00472367	0.0245631
910	5	1.94108	0.895431	1.76089	0.944733	0.0358999	0.0028342	0.0165328
920	4	1.77355	0.891708	1.75522	0.94162	0.0376648	0.00329567	0.01742
930	3	1.91995	0.893396	1.76028	0.948317	0.0308203	0.00284495	0.018018
940	3	1.75133	0.892577	1.72151	0.945626	0.0312057	0.00283688	0.020331
950	4	1.80946	0.899729	1.75288	0.942507	0.0362865	0.000471254	0.0207352
960	3	1.85227	0.898874	1.77115	0.937647	0.0412564	0.00281294	0.0182841
970	3	1.72633	0.897553	1.75317	0.935891	0.043519	0.00233973	0.0182499
980	3	1.7042	0.895483	1.72873	0.945626	0.0349882	0.00189125	0.0174941
990	3	1.68257	0.895798	1.80149	0.943396	0.0386792	0.00235849	0.015566
1000	3	1.70563	0.896583	1.77941	0.945626	0.0349882	0.00236407	0.0170213
1010	3	1.81633	0.898026	1.75667	0.947867	0.0317536	0.00189573	0.0184834
1020	3	1.92474	0.902856	1.76323	0.94518	0.0344991	0.00047259	0.0198488
1030	5	1.91153	0.899636	1.76951	0.94697	0.03125	0.00189394	0.0198864
1040	4	1.87112	0.898356	1.79332	0.948767	0.0289374	0.000474383	0.0218216
1050	5	1.88696	0.895065	1.77451	0.944733	0.0311762	0.0014171	0.0226736
1060	5	1.96201	0.898052	1.86569	0.948767	0.0322581	0.00237192	0.0166034
1070	6	1.91801	0.893833	1.79992	0.944287	0.0292729	0.00236072	0.0240793
1080	4	1.91126	0.892852	1.7734	0.935454	0.0402245	0.00420954	0.0201123
1090	4	1.90837	0.891703	1.82852	0.940734	0.0362183	0.0042333	0.0188147
1100	5	2.0225	0.893414	1.75301	0.949217	0.0370195	0.00237304	0.0113906
1110	5	1.86353	0.881706	1.75443	0.943841	0.0372817	0.00471921	0.0141576
1120	5	2.03121	0.889547	1.76626	0.947418	0.0331596	0.00284225	0.0165798
1130	7	2.06337	0.891097	1.78518	0.948317	0.0327169	0.00284495	0.0161214
1140	7	2.16567	0.891016	1.79332	0.939408	0.0389854	0.00140911	0.0201973
1150	6	2.20532	0.890529	1.79767	0.938086	0.0398687	0.00187617	0.0201689
1160	7	2.1517	0.890339	1.80498	0.940291	0.0357311	0.00141044	0.022567
1170	7	2.03373	0.880489	1.77562	0.940291	0.0390221	0.00141044	0.019276
1180	6	2.04974	0.882544	1.76883	0.948317	0.0303461	0.00379327	0.0175439
1190	5	2.00081	0.885744	1.75097	0.930233	0.0446512	0.00325581	0.0218605
1200	3	1.97253	0.887713	1.78499	0.943841	0.035866	0.00283152	0.0174611
1210	3	1.94416	0.888615	1.75841	0.943841	0.035866	0.0023596	0.017933
1220	3	1.88216	0.892935	1.76089	0.934143	0.0406352	0.00140121	0.0238206
1230	3	1.90242	0.890492	1.78561	0.942951	0.039604	0.000942951	0.0165017
1240	5	1.7816	0.892617	1.71206	0.935891	0.043519	0.00421151	0.0163781
1250	5	1.88693	0.887426	1.75226	0.949217	0.0294257	0.00379687	0.0175605
1260	4	1.89499	0.887537	1.75503	0.943396	0.0301887	0.00471698	0.0216981
1270	3	1.86511	0.886908	1.76162	0.932401	0.0400932	0.0018648	0.025641
1280	3	1.89738	0.882203	1.73223	0.947418	0.0312648	0.00142113	0.0198958
1290	3	1.86945	0.878579	1.74479	0.935891	0.0416472	0.00187178	0.0205896
1300	3	1.79583	0.879785	1.71113	0.942063	0.0343853	0.00235516	0.0211964
1310	3	1.73342	0.879772	1.68084	0.940734	0.0376294	0.0014111	0.0202258
1320	2	1.78658	0.873832	1.67986	0.941176	0.0367059	0.00329412	0.0188235
1330	3	1.80072	0.87005	1.69032	0.942063	0.0362694	0.00141309	0.0202544
1340	2	1.78328	0.868452	1.70869	0.935016	0.0378682	0.00280505	0.0243104
1350	3	1.62709	0.873526	1.66416	0.945626	0.0307329	0.00378251	0.0198582
1360	3	1.62935	0.872132	1.65508	0.935016	0.0402057	0.00233754	0.0224404
1370	3	1.61639	0.868392	1.67553	0.9298	0.0432357	0.0032543	0.0237099
1380	4	1.77732	0.860083	1.70257	0.932836	0.0387127	0.000932836	0.0275187
1390	4	1.88249	0.857561	1.71134	0.937647	0.0403188	0.00187529	0.0201594
1400	4	1.91694	0.855541	1.67837	0.938967	0.0356808	0.00187793	0.0234742
1410	5	1.82269	0.856245	1.66471	0.938086	0.0365854	0.00375235	0.021576
1420	8	1.67955	0.861566	1.64956	0.94162	0.0390772	0.00047081	0.0188324
1430	7	1.75016	0.857099	1.67341	0.938967	0.0375587	0.00234742	0.0211268
1440	5	1.66368	0.853935	1.62406	0.937207	0.0435801	0.00187441	0.0173383
1450	5	1.52572	0.854956	1.57901	0.949217	0.0336972	0.00189843	0.0151875
1460	6	1.3713	0.858564	1.57354	0.936768	0.0407494	0.00327869	0.0192037
1470	5	1.29386	0.855468	1.64023	0.925497	0.0504396	0.00231374	0.0217492
1480	3	1.40265	0.850518	1.57251	0.94697	0.0355114	0.00189394	0.015625
1490	3	1.48401	0.848714	1.58149	0.935454	0.0425631	0.00327409	0.0187091
1500	4	1.38134	0.847978	1.5514	0.938967	0.0366197	0.00140845	0.0230047
1510	3	1.32784	0.843589	1.51418	0.940291	0.0432534	0.00235073	0.0141044
1520	3	1.3338	0.843103	1.53108	0.921234	0.0534316	0.00322432	0.0221096
1530	3	1.44064	0.845398	1.5662	0.931532	0.0447136	0.00372613	0.0200279
1540	3	1.4009	0.845397	1.57109	0.928936	0.0441245	0.00232234	0.0246168
1550	3	1.30901	0.836798	1.52225	0.935891	0.0383715	0.00233973	0.0233973
1560	3	1.35079	0.830455	1.5158	0.935454	0.0402245	0.000935454	0.0233863
1570	3	1.32526	0.824937	1.4881	0.932401	0.0428904	0.0027972	0.0219114
1580	4	1.32191	0.828739	1.50837	0.930665	0.0442066	0.00186133	0.0232666
1590	6	1.43984	0.827781	1.52872	0.935016	0.0439458	0.00140252	0.0196353
1600	7	1.53221	0.830075	1.59247	0.933271	0.0438637	0.00279981	0.0200653
1610	7	1.60526	0.837411	1.63301	0.931099	0.0391061	0.0027933	0.0270019
1620	6	1.77762	0.845814	1.67224	0.928936	0.0413377	0.00603809	0.0236879
1630	5	1.9676	0.853631	1.74048	0.933271	0.0368642	0.00419972	0.025665
1640	4	1.82435	0.845059	1.70448	0.931966	0.0414725	0.00232992	0.0242311
1650	3	1.97232	0.85225	1.72702	0.938527	0.0309714	0.00328484	0.0272173
1660	3	1.83202	0.841886	1.68092	0.933707	0.04155	0.000933707	0.0238095
1670	3	1.93475	0.849108	1.67724	0.944733	0.0354275	0	0.0198394
1680	5	2.08304	0.859834	1.7389	0.93633	0.0374532	0.00234082	0.0238764
1690	5	1.99036	0.857013	1.7942	0.932836	0.0387127	0.00419776	0.0242537
1700	5	1.95524	0.847843	1.67227	0.946522	0.0321817	0.00141978	0.019877
1710	4	1.82674	0.837084	1.65991	0.938086	0.0365854	0.0032833	0.022045
1720	4	1.9771	0.850216	1.71997	0.931099	0.0418994	0.0018622	0.0251397
1730	4	1.98351	0.848445	1.70427	0.941176	0.0381176	0.00376471	0.0169412
1740	3	1.92974	0.840784	1.77977	0.935016	0.0402057	0.00233754	0.0224404
