Generation number	Allele number	Frequency	Activity
0	0	0.9995	0.999894
0	2	0.00050025	1
10	0	0.990495	0.999146
10	5	0.00450225	0.99928
10	13	0.00050025	0.999681
10	15	0.00050025	0.999808
10	18	0.0010005	0.999884
10	19	0.00150075	0.999901
10	20	0.00050025	0.999891
10	21	0.0010005	1
20	0	0.994497	0.998191
20	23	0.0010005	0.99927
20	28	0.00250125	0.999534
20	32	0.00050025	0.999785
20	36	0.00050025	1
20	38	0.0010005	1
30	0	0.973487	0.996948
30	23	0.018009	0.998403
30	28	0.0010005	0.998598
30	32	0.00350175	0.998854
30	39	0.00150075	0.999058
30	49	0.00050025	0.999616
30	51	0.002001	0.9997
40	0	0.95948	0.995811
40	23	0.0205103	0.997534
40	32	0.004002	0.997841
40	39	0.00450225	0.998145
40	61	0.00250125	0.99904
40	68	0.002001	0.999594
40	71	0.00050025	0.999834
40	72	0.004002	0.999803
40	73	0.00050025	0.999924
40	76	0.00050025	1
40	77	0.0010005	1
40	78	0.00050025	1
50	0	0.965983	0.994789
50	23	0.0250125	0.995879
50	32	0.00050025	0.996744
50	72	0.00450225	0.99883
50	92	0.00050025	0.99984
50	93	0.0010005	0.999796
50	95	0.00250125	0.999873
60	0	0.971486	0.993333
60	23	0.0215108	0.994901
60	72	0.00050025	0.997906
60	109	0.0010005	0.999221
60	110	0.0010005	0.999499
60	112	0.00150075	0.999534
60	115	0.00050025	0.999888
60	116	0.00150075	0.999858
60	117	0.0010005	1
70	0	0.942971	0.992483
70	23	0.0290145	0.994148
70	109	0.006003	0.998273
70	112	0.0010005	0.9985
70	115	0.00950475	0.998834
70	116	0.00350175	0.998731
70	118	0.004002	0.998969
70	121	0.0030015	0.999325
70	129	0	0.999758
70	136	0.0010005	1
80	0	0.921961	0.990891
80	23	0.028014	0.993185
80	109	0.00650325	0.997176
80	115	0.0255128	0.997649
80	116	0.0030015	0.997933
80	118	0.006003	0.998115
80	121	0.00050025	0.998364
80	137	0.00150075	0.999193
80	142	0.0030015	0.999599
80	145	0.00250125	0.999616
80	148	0.00050025	0.999803
80	151	0.00050025	0.999866
80	152	0.00050025	1
90	0	0.901451	0.990098
90	23	0.030015	0.992061
90	109	0.00850425	0.99604
90	115	0.02001	0.996631
90	118	0.014007	0.997148
90	142	0.016008	0.998626
90	153	0.00550275	0.999156
90	169	0.0010005	0.999739
90	171	0.00150075	0.999796
90	172	0.00050025	0.999808
90	177	0.00150075	1
100	0	0.869435	0.988839
100	23	0.0385193	0.990793
