Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999916	1.51715	0.951475	0.0399619	0.00333016	0.00523311
10	2	1.00703	0.998754	1.53554	0.95057	0.0370722	0.00237643	0.00998099
20	4	1.02438	0.997786	1.55578	0.946074	0.0463576	0.00236518	0.00520341
30	4	1.02333	0.996767	1.54743	0.937647	0.0496953	0.00328176	0.00937647
40	5	1.03692	0.995858	1.56361	0.95057	0.039924	0.00142586	0.00807985
50	4	1.02851	0.994656	1.54551	0.949217	0.0398671	0.000949217	0.00996678
60	3	1.02851	0.993161	1.54264	0.949668	0.0422602	0.00189934	0.00617284
70	3	1.05801	0.992022	1.56849	0.951475	0.0371075	0.00333016	0.00808754
80	3	1.05801	0.990631	1.59004	0.951928	0.039505	0.000475964	0.00809139
90	3	1.0254	0.989276	1.54328	0.947867	0.042654	0.00189573	0.00758294
100	4	1.01007	0.988679	1.53393	0.93985	0.050282	0.0018797	0.00798872
110	3	1.00905	0.987511	1.51359	0.953289	0.0376549	0.00285987	0.00619638
120	2	1.002	0.985796	1.51644	0.946074	0.0435194	0.00141911	0.0089877
130	2	1.001	0.984663	1.5113	0.959233	0.0330935	0.00191847	0.0057554
140	1	1	0.983464	1.52215	0.94697	0.0421402	0.00189394	0.00899621
150	1	1	0.981813	1.49799	0.951022	0.041845	0.00142653	0.00570613
160	2	1.00602	0.981248	1.61724	0.95511	0.034384	0.00238777	0.00811843
170	2	1.01107	0.979436	1.54145	0.951928	0.0385531	0.000475964	0.00904331
180	2	1.00602	0.9778	1.51383	0.942063	0.0475742	0.00188413	0.00847857
190	6	1.03891	0.975947	1.5468	0.940734	0.0484478	0.00235183	0.0084666
200	6	1.0443	0.975363	1.5288	0.953743	0.037196	0.00286123	0.00619933
210	4	1.05908	0.974454	1.58107	0.940291	0.0470146	0.00188058	0.0108134
220	5	1.10629	0.973314	1.581	0.956938	0.0315789	0.00143541	0.0100478
230	5	1.07735	0.970634	1.57504	0.945626	0.0411348	0.00330969	0.00992908
240	5	1.12128	0.969491	1.62328	0.944733	0.0392064	0.000472367	0.0155881
250	5	1.1296	0.967528	1.6058	0.951928	0.0314136	0.00475964	0.0118991
260	4	1.17549	0.966428	1.63625	0.955566	0.0344004	0.0028667	0.00716675
