Generation number	Allele number	Frequency	Activity
0	0	1	0.99994
10	0	1	0.998888
20	0	0.996998	0.997756
20	1	0.0030015	0.999775
30	0	0.992496	0.996806
30	1	0.0070035	0.998715
30	2	0.00050025	0.999795
40	0	0.996498	0.995809
40	1	0.00350175	0.997814
50	0	0.997499	0.994614
50	1	0.00250125	0.996923
60	0	0.993997	0.993571
60	1	0.006003	0.995765
70	0	1	0.99284
80	0	1	0.991769
90	0	1	0.990946
100	0	1	0.990989
110	0	1	0.990124
120	0	1	0.988703
130	0	1	0.987165
140	0	1	0.986173
150	0	1	0.984841
160	0	1	0.984151
170	0	1	0.982984
180	0	0.9995	0.981689
180	4	0.00050025	0.999811
190	0	1	0.980504
200	0	1	0.97982
210	0	0.9995	0.97835
210	6	0.00050025	0.999189
220	0	1	0.977576
230	0	1	0.976531
240	0	0.9995	0.974571
240	9	0.00050025	1
250	0	1	0.972783
260	0	1	0.971335
270	0	1	0.969253
280	0	1	0.967165
290	0	1	0.965118
300	0	1	0.964041
310	0	1	0.962863
320	0	0.998999	0.960748
320	10	0.0010005	0.999791
330	0	1	0.959291
340	0	1	0.958425
350	0	1	0.956379
360	0	1	0.954795
370	0	1	0.953071
380	0	1	0.951181
390	0	1	0.950723
400	0	1	0.949423
410	0	1	0.94818
420	0	1	0.944963
430	0	1	0.94072
440	0	1	0.938644
450	0	1	0.936385
460	0	1	0.93487
470	0	1	0.932191
480	0	1	0.92997
490	0	1	0.926396
500	0	1	0.922432
510	0	1	0.921405
520	0	1	0.918119
530	0	0.998499	0.915178
530	13	0.00150075	0.999769
540	0	1	0.914096
550	0	0.9995	0.910069
550	14	0.00050025	0.999721
560	0	1	0.906411
570	0	1	0.903321
580	0	1	0.899645
590	0	0.9995	0.897127
590	16	0.00050025	1
600	0	1	0.8956
610	0	1	0.892026
620	0	1	0.889009
630	0	1	0.886189
640	0	0.9995	0.883175
640	17	0.00050025	0.999438
650	0	0.984492	0.881666
650	17	0.0155078	0.998444
660	0	0.961481	0.879199
660	17	0.0385193	0.997443
670	0	0.94047	0.87486
670	17	0.0595298	0.996678
680	0	0.884942	0.871439
680	17	0.115058	0.99578
690	0	0.897949	0.868561
690	17	0.102051	0.994581
700	0	0.881941	0.866066
700	17	0.118059	0.993933
710	0	0.921461	0.861578
710	17	0.0785393	0.992745
720	0	0.88094	0.85833
720	17	0.11906	0.991823
730	0	0.911456	0.856775
730	17	0.0875438	0.990759
730	18	0.0010005	0.999071
740	0	0.889445	0.854184
740	17	0.110555	0.989713
750	0	0.89995	0.850679
750	17	0.10005	0.988763
760	0	0.874437	0.84582
760	17	0.125563	0.988091
770	0	0.868434	0.841014
770	17	0.131566	0.986769
780	0	0.870435	0.837559
780	17	0.129065	0.985674
780	19	0.00050025	0.999644
790	0	0.861431	0.833805
790	17	0.138569	0.984165
800	0	0.851926	0.83009
800	17	0.148074	0.983259
810	0	0.867934	0.828268
810	17	0.132066	0.982996
820	0	0.857929	0.825505
820	17	0.142071	0.981555
830	0	0.854427	0.821935
830	17	0.145573	0.979674
840	0	0.816908	0.818517
840	17	0.181591	0.979205
840	21	0.00150075	0.999685
850	0	0.744372	0.814461
850	17	0.246123	0.978201
850	21	0.00950475	0.998711
860	0	0.751376	0.811262
860	17	0.242121	0.977733
860	21	0.00650325	0.997806
870	0	0.751876	0.806085
870	17	0.248124	0.977173
880	0	0.696848	0.803275
880	17	0.303152	0.976228
890	0	0.677839	0.800224
890	17	0.322161	0.975166
900	0	0.643822	0.795355
900	17	0.356178	0.975403
910	0	0.554277	0.791638
910	17	0.445723	0.973559
920	0	0.503752	0.788922
920	17	0.496248	0.97241
930	0	0.504752	0.785969
930	17	0.495248	0.970267
940	0	0.463232	0.782795
940	17	0.536768	0.969076
950	0	0.426713	0.77902
950	17	0.573287	0.96733
960	0	0.395198	0.776787
960	17	0.604802	0.966155
970	0	0.411206	0.771315
970	17	0.588794	0.96491
980	0	0.34067	0.769095
980	17	0.65933	0.963468
990	0	0.294647	0.766526
990	17	0.705353	0.96278
1000	0	0.215108	0.76352
1000	17	0.784892	0.961415
1010	0	0.228114	0.76038
1010	17	0.771886	0.959126
1020	0	0.23912	0.758813
1020	17	0.76088	0.956884
1030	0	0.211606	0.758065
1030	17	0.788394	0.954098
1040	0	0.183092	0.753596
1040	17	0.816908	0.951639
1050	0	0.146573	0.753645
1050	17	0.853427	0.949046
1060	0	0.144572	0.753409
1060	17	0.855428	0.946448
1070	0	0.129565	0.75117
1070	17	0.870435	0.944421
1080	0	0.130065	0.748945
1080	17	0.869935	0.942904
1090	0	0.14057	0.748406
1090	17	0.85943	0.942004
1100	0	0.11956	0.746629
1100	17	0.88044	0.939738
1110	0	0.116558	0.745815
1110	17	0.883442	0.936305
1120	0	0.0745373	0.745163
1120	17	0.925463	0.93382
1130	0	0.072036	0.745902
1130	17	0.927964	0.930544
1140	0	0.066033	0.748162
1140	17	0.933967	0.929569
1150	0	0.092046	0.745604
1150	17	0.907954	0.927951
1160	0	0.0625313	0.743111
1160	17	0.937469	0.924441
1170	0	0.0475238	0.741309
1170	17	0.952476	0.921279
1180	0	0.048024	0.739557
1180	17	0.951976	0.919835
1190	0	0.0425213	0.737918
1190	17	0.957479	0.918216
1200	0	0.0270135	0.737379
1200	17	0.972486	0.914919
1200	25	0.00050025	0.999431
1210	0	0.0170085	0.736273
1210	17	0.982991	0.911565
1220	0	0.0225113	0.736045
1220	17	0.977489	0.908979
1230	0	0.0255128	0.733895
1230	17	0.974487	0.906516
1240	0	0.0375188	0.733588
1240	17	0.962481	0.902794
1250	0	0.028014	0.731723
1250	17	0.971986	0.899139
1260	0	0.0105053	0.730358
1260	17	0.989495	0.89474
1270	0	0.00150075	0.728977
1270	17	0.998499	0.891029
1280	17	1.0005	0.885806
1290	17	1.0005	0.881656
1300	17	1.0005	0.877586
1310	17	0.998999	0.875528
1310	28	0.00150075	0.999763
1320	17	0.995498	0.872196
1320	28	0.0050025	0.99877
1330	17	0.997999	0.869489
1330	28	0.00250125	0.997683
1340	17	0.996498	0.863816
1340	28	0.004002	0.996783
1350	17	1.0005	0.860123
1360	17	1.0005	0.85371
1370	17	0.997499	0.849778
1370	30	0.0030015	0.999661
1380	17	1.0005	0.84403
1390	17	1.0005	0.838836
1400	17	1.0005	0.836222
1410	17	1.0005	0.832262
1420	17	1.0005	0.828454
1430	17	1.0005	0.823345
1440	17	1.0005	0.820284
1450	17	1.0005	0.818969
1460	17	1.0005	0.813283
1470	17	0.9995	0.807444
1470	31	0.0010005	1
1480	17	0.991496	0.802655
1480	31	0.0090045	0.998971
1490	17	0.994497	0.797181
1490	31	0.006003	0.99788
1500	17	0.996498	0.79305
1500	31	0.004002	0.996681
1510	17	1.0005	0.788004
1520	17	1.0005	0.784841
