Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999898	1.49981	0.951928	0.0337934	0.00380771	0.0104712
10	1	1	0.998918	1.45749	0.947867	0.042654	0.00189573	0.00758294
20	2	1.002	0.997886	1.46316	0.947418	0.0402653	0.00284225	0.00947418
30	4	1.01007	0.996845	1.46837	0.948317	0.0422001	0.00189663	0.00758653
40	3	1.00603	0.99592	1.46935	0.944733	0.0392064	0.00472367	0.0113368
50	3	1.00502	0.994738	1.46595	0.94697	0.0392992	0.00331439	0.0104167
60	3	1.00401	0.993641	1.46906	0.944287	0.0410765	0.00424929	0.0103872
70	4	1.03059	0.992418	1.47356	0.954654	0.0367542	0.000477327	0.00811456
80	3	1.06768	0.99134	1.49568	0.944733	0.0429854	0.00188947	0.0103921
90	3	1.11696	0.99019	1.55696	0.946074	0.0421003	0.00283822	0.0089877
100	3	1.14712	0.988922	1.56621	0.94697	0.0350379	0.00331439	0.014678
110	2	1.1843	0.987984	1.58812	0.935454	0.0472404	0.00467727	0.0126286
120	2	1.19717	0.987759	1.58519	0.952381	0.0352381	0.000952381	0.0114286
130	3	1.17977	0.986498	1.58158	0.940291	0.0413728	0.00470146	0.0136342
140	3	1.17926	0.984558	1.5726	0.945626	0.0411348	0.00330969	0.00992908
150	2	1.22321	0.983441	1.6177	0.94162	0.0381356	0.00376648	0.0164783
160	2	1.18897	0.982153	1.57432	0.94518	0.0363894	0.00283554	0.0155955
170	3	1.17957	0.980165	1.55798	0.952381	0.0371429	0.00238095	0.00809524
180	3	1.16283	0.979127	1.5554	0.949668	0.0351377	0.00189934	0.0132953
190	2	1.18314	0.978026	1.57053	0.947418	0.0397916	0.00189484	0.0108953
200	3	1.18804	0.976505	1.59043	0.947418	0.0383704	0.00142113	0.0127901
210	2	1.32486	0.975268	1.63941	0.945626	0.0364066	0.00283688	0.01513
220	2	1.29992	0.973467	1.64444	0.94518	0.0396975	0.00283554	0.0122873
230	3	1.28694	0.971781	1.62698	0.942063	0.0419218	0.00329722	0.0127179
240	2	1.28754	0.971511	1.6161	0.944733	0.0377893	0.00188947	0.0155881
250	2	1.2244	0.96941	1.5982	0.947867	0.0369668	0.000947867	0.014218
260	3	1.27927	0.967259	1.62612	0.940734	0.0399812	0.00188147	0.0174036
270	4	1.25846	0.964561	1.59483	0.941176	0.0390588	0.00329412	0.0164706
280	5	1.28738	0.964016	1.60945	0.949217	0.0346464	0.00189843	0.0142383
290	5	1.32641	0.963043	1.63444	0.943841	0.0372817	0.00283152	0.0160453
300	6	1.36423	0.96179	1.67136	0.94697	0.0364583	0.00284091	0.0137311
310	5	1.26235	0.959035	1.59854	0.942951	0.0391325	0.00282885	0.0150872
320	3	1.24369	0.957295	1.59877	0.94697	0.0350379	0.00284091	0.0151515
330	3	1.22507	0.956069	1.58248	0.94518	0.0382798	0.00236295	0.0141777
340	4	1.18823	0.953237	1.5844	0.942507	0.0433553	0.000942507	0.0131951
350	3	1.15919	0.950377	1.54909	0.939408	0.0446219	0.00328793	0.012682
360	3	1.11281	0.947833	1.50839	0.942507	0.039114	0.00188501	0.0164939
370	4	1.08249	0.945359	1.48346	0.94697	0.0378788	0.000473485	0.014678
380	4	1.10735	0.943396	1.53302	0.942063	0.0381536	0.00329722	0.0164861
390	4	1.1744	0.93983	1.53883	0.938527	0.0469263	0.00281558	0.0117316
400	5	1.16303	0.936976	1.5544	0.94162	0.0400188	0.00376648	0.0145951
410	4	1.15718	0.934781	1.60608	0.942951	0.0381895	0.00282885	0.0160302
420	6	1.14281	0.93051	1.57829	0.947418	0.0397916	0.00189484	0.0108953
430	4	1.12574	0.927079	1.6352	0.942951	0.0405469	0.000942951	0.0155587
440	3	1.18991	0.926098	1.66777	0.940291	0.0437236	0.00235073	0.0136342
450	5	1.22773	0.924535	1.59862	0.938527	0.042703	0.00328484	0.0154857
460	4	1.14114	0.918938	1.68145	0.935016	0.0495559	0.00233754	0.0130902
470	3	1.12803	0.915893	1.63518	0.947418	0.0350545	0.00284225	0.014685
480	4	1.1104	0.912826	1.70293	0.938527	0.0431722	0.00187705	0.0164242
490	4	1.132	0.911458	1.60075	0.945626	0.0368794	0.00141844	0.0160757
500	4	1.1639	0.909512	1.53988	0.940734	0.0390405	0.0056444	0.0145814
510	5	1.17175	0.905893	1.50205	0.941176	0.0395294	0.00235294	0.0169412
520	6	1.20446	0.90306	1.5135	0.939408	0.041334	0.00469704	0.0145608
530	4	1.15161	0.898552	1.48347	0.945626	0.0411348	0.00141844	0.0118203
540	4	1.09388	0.892925	1.4526	0.935016	0.0490884	0.00374007	0.0121552
550	3	1.08923	0.889058	1.45117	0.928074	0.0491879	0.00324826	0.0194896
560	4	1.10968	0.885561	1.473	0.927214	0.0509968	0.00278164	0.0190079
570	3	1.09746	0.883622	1.43704	0.938527	0.0422337	0.000938527	0.0183013
580	4	1.09694	0.880824	1.43059	0.943841	0.0396413	0.00141576	0.0151015
590	3	1.11961	0.878882	1.44507	0.938967	0.0403756	0.00234742	0.0183099
600	3	1.1095	0.876139	1.45119	0.935016	0.0453483	0.00327256	0.0163628
610	3	1.08779	0.871374	1.42016	0.944733	0.037317	0.00188947	0.0160605
620	3	1.06633	0.866616	1.41547	0.937207	0.0445173	0.00187441	0.0164011
630	3	1.05255	0.863436	1.39333	0.94162	0.037194	0.00235405	0.0188324
640	6	1.05575	0.86023	1.41179	0.936768	0.0477752	0.00234192	0.0131148
650	4	1.09402	0.857891	1.42242	0.927644	0.0491651	0.00371058	0.0194805
660	4	1.07629	0.851904	1.40122	0.934579	0.0425234	0.00373832	0.0191589
670	4	1.06751	0.849443	1.39531	0.931099	0.0470205	0.00512104	0.0167598
680	4	1.08491	0.84591	1.41992	0.925069	0.0485661	0.00370028	0.0226642
690	5	1.11635	0.844714	1.42075	0.925497	0.0541416	0.00323924	0.0171217
700	3	1.1597	0.84108	1.4257	0.943841	0.035866	0.00283152	0.0174611
710	3	1.19563	0.838156	1.43523	0.937647	0.0365682	0.00328176	0.0225035
720	4	1.22464	0.836576	1.46469	0.922935	0.0484541	0.00184587	0.0267651
730	6	1.20085	0.831488	1.43744	0.943396	0.0325472	0.00377358	0.020283
740	7	1.1654	0.825623	1.43387	0.925069	0.0504163	0.00185014	0.0226642
750	7	1.15543	0.822662	1.41505	0.928074	0.0491879	0.00278422	0.0199536
760	5	1.11252	0.815807	1.36723	0.931966	0.0456664	0.00232992	0.0200373
770	3	1.06341	0.808267	1.3506	0.928074	0.0426914	0.00278422	0.0264501
780	3	1.10428	0.806732	1.35562	0.928074	0.0491879	0.00232019	0.0204176
790	4	1.14602	0.80614	1.38462	0.924214	0.047597	0.00369686	0.0244917
800	3	1.21666	0.807104	1.42392	0.926784	0.036608	0.00231696	0.034291
810	3	1.25634	0.805323	1.43421	0.931532	0.0405217	0.00326036	0.0246856
820	5	1.26091	0.801014	1.42524	0.925497	0.0421101	0.00231374	0.0300787
830	4	1.3354	0.803805	1.44189	0.927214	0.0486787	0.00231803	0.0217895
840	4	1.5001	0.809549	1.53217	0.921234	0.0488254	0.000921234	0.0290189
850	4	1.40944	0.800083	1.46262	0.930665	0.0414146	0.00325733	0.0246626
860	4	1.52891	0.803821	1.49954	0.932401	0.0391608	0.0018648	0.0265734
870	4	1.76297	0.817478	1.6203	0.915332	0.0498856	0.00366133	0.0311213
880	5	1.89179	0.820941	1.62649	0.927214	0.038943	0.00278164	0.0310617
890	4	1.92113	0.823583	1.6481	0.933707	0.038282	0.00140056	0.0266106
900	4	2.09293	0.827654	1.7067	0.932401	0.0386946	0.0013986	0.0275058
910	4	2.12884	0.825185	1.67378	0.937207	0.0337395	0.00140581	0.0276476
920	4	2.37033	0.841367	1.73898	0.928505	0.0380687	0.00278552	0.0306407
930	5	2.39079	0.836038	1.72731	0.934143	0.0340962	0.00186829	0.0298926
940	4	2.23794	0.830489	1.69156	0.935891	0.0374357	0.00327562	0.0233973
950	4	2.3152	0.838399	1.70926	0.926784	0.0412419	0.00185357	0.0301205
960	6	2.38229	0.834105	1.73389	0.926784	0.034291	0.00278035	0.0361446
970	5	2.31868	0.829347	1.72219	0.929368	0.0381041	0.00139405	0.0311338
980	6	2.62313	0.847788	1.70206	0.952381	0.0266667	0.00047619	0.0204762
990	7	2.71589	0.847948	1.78575	0.938527	0.0417644	0.00140779	0.0183013
1000	5	2.7772	0.861138	1.78571	0.935891	0.0364998	0.00280767	0.0248011
1010	6	2.85678	0.877993	1.79288	0.934143	0.0345633	0.0032695	0.0280243
1020	6	2.82935	0.882873	1.81529	0.922935	0.0396862	0.00323027	0.0341486
1030	8	2.75353	0.896653	1.81829	0.936768	0.0384075	0.00187354	0.0229508
1040	8	2.87831	0.898488	1.82833	0.942507	0.0325165	0.00188501	0.0230914
1050	8	2.81448	0.905963	1.85922	0.942951	0.0315889	0.00282885	0.0226308
1060	7	2.55972	0.907356	1.79632	0.946522	0.0260293	0.00283956	0.0246096
1070	7	2.43707	0.914288	1.80581	0.948317	0.0289237	0.00142248	0.0213371
1080	5	2.08483	0.919343	2.50258	0.942063	0.0372115	0.00188413	0.0188413
1090	8	2.061	0.923646	2.10583	0.948317	0.0322428	0.00284495	0.0165955
1100	6	2.1317	0.919774	1.96517	0.932836	0.0373134	0.00279851	0.0270522
1110	8	2.17149	0.922136	1.85164	0.935891	0.0369677	0.00561535	0.0215255
1120	5	2.28206	0.914944	1.80033	0.933271	0.0382641	0.00139991	0.0270649
1130	8	2.53764	0.916455	1.82164	0.939408	0.0319399	0.00187882	0.0267731
1140	7	2.56511	0.919868	1.82595	0.942063	0.0343853	0.000471032	0.0230805
1150	6	2.18588	0.925166	1.79592	0.94162	0.0357815	0.00235405	0.0202448
1160	8	2.26167	0.928791	1.80346	0.944733	0.0307038	0.00330657	0.0212565
1170	6	2.17539	0.927186	1.77807	0.949668	0.0251662	0.000949668	0.0242165
1180	7	2.11907	0.92884	1.79318	0.935891	0.0332241	0.00374357	0.0271409
1190	7	2.14941	0.927927	1.78723	0.94162	0.0306026	0.00282486	0.0249529
1200	10	2.28999	0.929126	1.8416	0.942063	0.0400377	0.00329722	0.014602
1210	7	2.39593	0.929104	1.84168	0.94162	0.0310734	0.00141243	0.0258945
1220	6	2.11815	0.930782	1.82626	0.935016	0.0322581	0.00374007	0.0289855
1230	9	2.42088	0.930857	1.84785	0.940291	0.0362012	0.00141044	0.0220969
1240	8	2.71465	0.928837	1.88122	0.938527	0.0347255	0.00281558	0.0239324
1250	7	2.87772	0.927166	1.88104	0.948317	0.0284495	0.00237079	0.020863
1260	6	2.87238	0.926535	1.89505	0.940734	0.0291627	0.00329257	0.0268109
1270	8	2.58037	0.924103	1.87071	0.942063	0.0329722	0.00188413	0.0230805
1280	6	2.30892	0.923802	1.80678	0.949217	0.0261035	0.00284765	0.021832
1290	6	2.34893	0.923165	1.82969	0.940734	0.033396	0.000940734	0.0249294
1300	7	2.43625	0.919891	1.83521	0.944287	0.0302172	0.00188857	0.0236072
1310	9	2.57167	0.918871	1.86378	0.935891	0.034628	0.00233973	0.0271409
1320	8	2.47304	0.920556	1.83943	0.939408	0.0324096	0.00375763	0.0244246
1330	9	2.40661	0.921157	1.92688	0.942063	0.0367405	0.000942063	0.0202544
1340	9	2.41385	0.919138	1.95734	0.943396	0.0382075	0.00330189	0.0150943
1350	9	2.71735	0.91715	1.97316	0.942951	0.029703	0.00377181	0.0235738
1360	8	2.79619	0.914528	1.88148	0.937647	0.0351617	0.00281294	0.0243788
1370	6	2.50578	0.913976	1.85644	0.942507	0.0362865	0.00141376	0.0197926
1380	6	2.24979	0.910938	1.79652	0.939408	0.0324096	0.00281822	0.025364
1390	6	2.2276	0.9092	1.78736	0.933707	0.038282	0.00186741	0.0261438
1400	7	2.28376	0.907812	1.80732	0.941176	0.0301176	0.00141176	0.0272941
1410	6	2.26604	0.905357	1.80825	0.938086	0.032364	0.00375235	0.0257974
1420	4	2.24077	0.902827	1.78122	0.933707	0.0373483	0.00280112	0.0261438
1430	4	2.11325	0.904535	1.75737	0.943841	0.0306748	0.00424729	0.0212364
