Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	2	1.001	0.999894	1.50964	0.948317	0.0426743	0.00142248	0.00758653
10	8	1.01926	0.999151	1.51901	0.946522	0.0430667	0.0023663	0.00804543
20	6	1.01109	0.998199	1.49108	0.949217	0.0427148	0.00189843	0.00616991
30	7	1.05483	0.996992	1.66882	0.956023	0.0325048	0.000956023	0.0105163
40	12	1.08567	0.995909	1.64093	0.949668	0.0408357	0.00332384	0.00617284
50	7	1.07092	0.994855	1.62293	0.947418	0.0416864	0.00284225	0.00805306
60	9	1.05904	0.99341	1.62026	0.951475	0.0375833	0.00237869	0.00856327
70	10	1.12334	0.992708	1.67508	0.947867	0.0393365	0.0028436	0.00995261
80	13	1.17432	0.991311	1.69542	0.943396	0.0415094	0.00283019	0.0122642
90	11	1.22778	0.990667	1.74795	0.953743	0.0338579	0.00190749	0.0104912
100	12	1.31653	0.989604	1.79984	0.943396	0.0424528	0.00377358	0.0103774
110	15	1.3039	0.988638	1.81437	0.951475	0.0342531	0.00428164	0.00999049
120	19	1.2899	0.987138	1.8065	0.962001	0.031265	0.000481	0.00625301
130	15	1.33868	0.98592	1.80651	0.943396	0.0372642	0.00330189	0.0160377
140	15	1.35925	0.98483	1.83352	0.944287	0.0382436	0.003305	0.0141643
150	15	1.5311	0.984338	1.87693	0.945626	0.0397163	0.00330969	0.0113475
160	17	1.63063	0.983013	1.93225	0.951022	0.0361388	0.00190204	0.0109368
170	18	1.62603	0.980969	1.90079	0.95648	0.0315638	0.00095648	0.0109995
180	24	1.94126	0.981204	2.03647	0.950119	0.0289786	0.00332542	0.0175772
190	19	2.06946	0.979767	2.03147	0.952381	0.03	0.0052381	0.012381
200	17	2.11698	0.978712	2.05405	0.949217	0.0341718	0.00189843	0.0147129
210	16	2.51217	0.978041	2.11556	0.952381	0.0309524	0.00190476	0.0147619
220	18	2.5479	0.97669	2.12994	0.95648	0.0267814	0.0023912	0.0143472
230	20	2.76301	0.975755	2.15671	0.953289	0.0271687	0.00381316	0.0157293
240	24	3.16458	0.974729	2.228	0.94518	0.0344991	0.00141777	0.0189036
250	23	3.7888	0.974527	2.20526	0.955566	0.0267559	0.00143335	0.0162446
260	27	4.46733	0.974166	2.24939	0.95057	0.0256654	0.00237643	0.0213878
270	21	5.45673	0.974701	2.37125	0.942951	0.0334748	0.00235738	0.0212164
280	22	5.41925	0.973588	2.30276	0.951928	0.0290338	0.00190386	0.0171347
290	23	6.43295	0.974142	2.31638	0.961538	0.0201923	0.00480769	0.0134615
300	24	5.85741	0.972056	2.32173	0.957854	0.0210728	0.00143678	0.019636
310	21	6.16563	0.971897	2.35889	0.951022	0.0261531	0.00237756	0.020447
320	25	7.5676	0.973698	2.32723	0.961076	0.0230658	0.00336377	0.012494
330	19	6.51318	0.973671	2.32382	0.951475	0.0261656	0.000951475	0.0214082
340	26	7.3139	0.974316	2.50322	0.944733	0.0316486	0.0014171	0.0222012
350	30	7.85493	0.973364	2.53363	0.956023	0.0248566	0.00191205	0.0172084
360	26	6.50837	0.970882	2.56026	0.954198	0.0276718	0.0014313	0.0166985
370	23	7.39939	0.970549	2.38246	0.953743	0.0233667	0.00381497	0.0190749
380	20	8.37176	0.969603	2.42291	0.952381	0.0271429	0.00142857	0.0190476
390	22	8.04557	0.96945	2.40592	0.951475	0.0237869	0.00333016	0.0214082
400	24	6.35683	0.967132	2.38504	0.95511	0.0224451	0.00238777	0.0200573
410	21	6.97868	0.965408	2.35163	0.947418	0.0274751	0.00378967	0.0213169
420	22	6.48065	0.964477	2.37368	0.959233	0.022542	0.000479616	0.0177458
