Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.99994	1.59224	0.947418	0.0412127	0.00378967	0.00757935
10	1	1	0.998888	1.54795	0.951022	0.0380409	0.00332858	0.00760818
20	2	1.00602	0.997762	1.55688	0.943841	0.0453044	0.00141576	0.00943841
30	3	1.01513	0.996821	1.54628	0.951928	0.0371252	0.00142789	0.00951928
40	2	1.00703	0.995816	1.54217	0.951928	0.0361733	0.00237982	0.00951928
50	2	1.00502	0.99462	1.54023	0.952381	0.0404762	0.000952381	0.00619048
60	2	1.01208	0.993584	1.54049	0.953743	0.037196	0.00190749	0.00715308
70	1	1	0.99284	1.53659	0.944733	0.0453472	0.0014171	0.0085026
80	1	1	0.991769	1.53497	0.952835	0.0366841	0.00190567	0.00857551
90	1	1	0.990946	1.53062	0.947418	0.0435812	0.00236855	0.00663193
100	1	1	0.990989	1.53185	0.951928	0.0385531	0.00190386	0.00761542
110	1	1	0.990124	1.53561	0.944733	0.0472367	0.00236183	0.0056684
120	1	1	0.988703	1.52831	0.950119	0.0408551	0.0023753	0.00665083
130	1	1	0.987165	1.527	0.951022	0.040894	0.00142653	0.00665716
140	1	1	0.986173	1.52553	0.951475	0.0356803	0.00285442	0.00999049
150	1	1	0.984841	1.53023	0.943396	0.0457547	0.00188679	0.00896226
160	1	1	0.984151	1.52712	0.947867	0.042654	0.00189573	0.00758294
170	1	1	0.982984	1.53668	0.93985	0.0451128	0.00328947	0.0117481
180	2	1.001	0.981698	1.52845	0.949668	0.0384615	0.002849	0.00902184
190	1	1	0.980504	1.53234	0.944733	0.0429854	0.0028342	0.00944733
200	1	1	0.97982	1.58026	0.951928	0.0347454	0.00380771	0.00951928
210	2	1.001	0.97836	1.54198	0.944733	0.0434577	0.00236183	0.00944733
220	1	1	0.977576	1.51927	0.941176	0.0489412	0.00141176	0.00847059
230	1	1	0.976531	1.51547	0.946074	0.0411542	0.00141911	0.0113529
240	2	1.001	0.974584	1.51971	0.945626	0.0387707	0.00378251	0.0118203
250	1	1	0.972783	1.52342	0.938967	0.0455399	0.00234742	0.0131455
260	1	1	0.971335	1.50178	0.95057	0.0403992	0.00190114	0.00712928
270	1	1	0.969253	1.50236	0.951022	0.0423205	0.00190204	0.00475511
280	1	1	0.967165	1.49656	0.951022	0.0385164	0.00380409	0.00665716
290	1	1	0.965118	1.50663	0.940734	0.0446849	0.00329257	0.0112888
300	1	1	0.964041	1.49153	0.951475	0.0385347	0.000951475	0.00903901
310	1	1	0.962863	1.49464	0.948767	0.040797	0.000948767	0.00948767
320	2	1.002	0.960787	1.51001	0.938086	0.0459662	0.00140713	0.0145403
330	1	1	0.959291	1.48225	0.954654	0.0348449	0.00143198	0.00906921
340	1	1	0.958425	1.50496	0.93985	0.0484023	0.00234962	0.0093985
350	1	1	0.956379	1.49542	0.947867	0.0393365	0.00331754	0.00947867
360	1	1	0.954795	1.49376	0.94518	0.0420605	0.00236295	0.010397
370	1	1	0.953071	1.49752	0.937207	0.0506092	0.00140581	0.0107779
380	1	1	0.951181	1.49245	0.945626	0.0449173	0.00189125	0.00756501
390	1	1	0.950723	1.4943	0.940734	0.0484478	0.00235183	0.0084666
400	1	1	0.949423	1.55223	0.947867	0.0374408	0.0042654	0.0104265
410	1	1	0.94818	1.51874	0.94518	0.0411153	0.00141777	0.0122873
420	1	1	0.944963	1.57176	0.942063	0.0475742	0.00282619	0.0075365
430	1	1	0.94072	1.49119	0.937647	0.0482888	0.00328176	0.0107829
440	1	1	0.938644	1.57463	0.94697	0.0374053	0.00473485	0.0108902
450	1	1	0.936385	1.50259	0.952381	0.0352381	0.000952381	0.0114286
460	1	1	0.93487	1.47407	0.944733	0.0392064	0.00236183	0.0136986
470	1	1	0.932191	1.47275	0.956023	0.0344168	0.00191205	0.00764818
480	1	1	0.92997	1.47327	0.950119	0.04038	0.00190024	0.00760095
490	1	1	0.926396	1.47449	0.944287	0.0410765	0.00236072	0.0122757
500	1	1	0.922432	1.46983	0.944287	0.0387158	0.00566572	0.0113314
510	1	1	0.921405	1.4532	0.951022	0.0323348	0.00190204	0.0147408
520	1	1	0.918119	1.47473	0.945626	0.0397163	0.00189125	0.012766
530	2	1.00301	0.915304	1.44308	0.954198	0.0376908	0.000477099	0.00763359
540	1	1	0.914096	1.56396	0.936768	0.0440281	0.00234192	0.0168618
550	2	1.001	0.910114	1.56102	0.940291	0.0446638	0.00141044	0.0136342
560	1	1	0.906411	1.48385	0.943841	0.0429448	0.00188768	0.0113261
570	1	1	0.903321	1.45514	0.943396	0.0377358	0.00330189	0.015566
580	1	1	0.899645	1.55054	0.935891	0.0510061	0.00187178	0.0112307
590	2	1.001	0.897179	1.63578	0.938086	0.0459662	0.00140713	0.0145403
600	1	1	0.8956	1.56127	0.941176	0.0451765	0.00376471	0.00988235
610	1	1	0.892026	1.44001	0.939408	0.0465007	0.00469704	0.00939408
620	1	1	0.889009	1.44602	0.944287	0.0358829	0.00566572	0.0141643
630	1	1	0.886189	1.46606	0.940291	0.0423131	0.00235073	0.0150447
640	2	1.001	0.883233	1.43419	0.940291	0.0432534	0.000940291	0.0155148
650	2	1.0315	0.883477	1.48276	0.928505	0.0492108	0.00557103	0.0167131
660	2	1.08	0.883753	1.51642	0.942951	0.0348892	0.00518623	0.0169731
670	2	1.12609	0.882112	1.52695	0.943841	0.0391694	0.000943841	0.0160453
680	2	1.25571	0.885745	1.63169	0.938086	0.043152	0.00234522	0.0164165
690	2	1.2244	0.881422	1.63551	0.933707	0.0406162	0.00373483	0.0219421
700	2	1.26301	0.881162	1.59873	0.943841	0.0372817	0.00188768	0.0169891
710	2	1.16924	0.871879	1.58598	0.935454	0.0449018	0.00187091	0.0177736
720	2	1.26545	0.874224	1.60997	0.94162	0.0390772	0.00141243	0.0178908
730	3	1.19272	0.868647	1.59215	0.9298	0.0488145	0.0032543	0.0181311
740	2	1.24481	0.869167	1.62566	0.95057	0.0327947	0.00190114	0.0147338
750	2	1.21963	0.864494	1.59571	0.935016	0.0430108	0.00233754	0.0196353
760	2	1.28138	0.863684	1.63155	0.935454	0.046305	0.00233863	0.0159027
770	2	1.2962	0.86019	1.61283	0.934143	0.0429706	0.00373657	0.0191499
780	3	1.29146	0.856756	1.62685	0.931966	0.0405405	0.00232992	0.0251631
790	2	1.3136	0.85464	1.59876	0.931532	0.041919	0.000465766	0.0260829
800	2	1.33743	0.85277	1.66003	0.935891	0.0364998	0.00187178	0.025737
810	2	1.29744	0.848702	1.62504	0.94162	0.0404896	0.00235405	0.0155367
820	2	1.32236	0.847675	1.69433	0.938086	0.0398687	0.00140713	0.0206379
830	2	1.33114	0.844897	1.63677	0.933707	0.0434174	0.00233427	0.0205415
840	3	1.42793	0.847969	1.63741	0.942063	0.0372115	0.000942063	0.0197833
