Generation number	Allele number	Frequency	Activity
0	-3	0.999918	0.00016484
0	0	1	0.999888
10	-3	0.999011	0.00196936
10	0	0.9995	0.998884
10	4	0.00050025	1
20	-3	0.998004	0.00396162
20	0	0.998999	0.997974
20	6	0.0010005	0.999876
30	-3	0.996869	0.00618132
30	0	0.9995	0.996726
30	6	0.00050025	0.998821
40	-3	0.996031	0.00781111
40	0	1	0.995628
50	-3	0.995084	0.00963061
50	0	1	0.99431
60	-3	0.994109	0.011524
60	0	0.9995	0.993166
60	12	0.00050025	1
70	-3	0.993199	0.0132925
70	0	1	0.992204
80	-3	0.992679	0.0142618
80	0	1	0.990789
90	-3	0.991616	0.0162765
90	0	0.996998	0.989346
90	21	0.0010005	0.99976
90	22	0.002001	0.999831
100	-3	0.990985	0.017446
100	0	0.985993	0.987623
100	21	0.0070035	0.998738
100	22	0.0070035	0.998605
110	-3	0.990491	0.0183588
110	0	0.968984	0.986293
110	21	0.016008	0.997635
110	22	0.0150075	0.997549
120	-3	0.989925	0.0194133
120	0	0.982491	0.984849
120	21	0.004002	0.996604
120	22	0.0135068	0.996588
130	-3	0.988416	0.022163
130	0	0.990995	0.982904
130	22	0.0090045	0.995871
140	-3	0.98765	0.0235683
140	0	0.985493	0.981028
140	22	0.0145073	0.994901
150	-3	0.986573	0.0255103
150	0	0.977489	0.98019
150	22	0.0225113	0.993829
160	-3	0.985419	0.0275799
160	0	0.983992	0.979355
160	22	0.016008	0.992564
170	-3	0.983845	0.0303974
170	0	0.98049	0.97874
170	22	0.016008	0.991506
170	39	0.00350175	0.999889
180	-3	0.982669	0.0325363
180	0	0.990495	0.976541
180	22	0.004002	0.990993
180	39	0.00550275	0.998859
190	-3	0.982036	0.0337172
190	0	0.994497	0.974834
190	39	0.00550275	0.997729
200	-3	0.981211	0.0350425
200	0	0.995498	0.972774
200	39	0.00450225	0.996645
210	-3	0.98004	0.037121
210	0	0.993997	0.971636
210	39	0.004002	0.995118
210	45	0.002001	0.999559
220	-3	0.979376	0.0382838
220	0	0.998499	0.968399
220	39	0.00150075	0.993996
230	-3	0.978239	0.040209
230	0	0.998999	0.96646
230	39	0.0010005	0.993253
240	-3	0.976992	0.042256
240	0	1	0.964209
250	-3	0.975398	0.0450028
250	0	1	0.961448
260	-3	0.974153	0.0472177
260	0	1	0.960556
270	-3	0.973793	0.0476965
270	0	1	0.95919
280	-3	0.971754	0.0509933
280	0	1	0.956645
290	-3	0.97045	0.0532275
290	0	1	0.954366
