Generation number	Allele number	Frequency	Activity
0	-3	0.999491	0.00101646
0	0	1	0.999869
10	-3	0.994618	0.0106721
10	0	0.998999	0.998753
10	1	0.0010005	1
20	-3	0.989729	0.0202123
20	0	0.997999	0.99787
20	4	0.002001	0.999573
30	-3	0.985101	0.0290844
30	0	0.996498	0.996873
30	4	0.00350175	0.998684
40	-3	0.979964	0.0388692
40	0	0.993997	0.995954
40	4	0.006003	0.997715
50	-3	0.974701	0.0486732
50	0	0.996498	0.995
50	4	0.00350175	0.996719
60	-3	0.970116	0.0571245
60	0	0.994997	0.994141
60	4	0.0050025	0.995991
70	-3	0.965131	0.0661397
70	0	0.994997	0.993176
70	4	0.004002	0.994853
70	16	0.0010005	1
80	-3	0.960324	0.0745767
80	0	0.994497	0.991823
80	4	0.00550275	0.993335
90	-3	0.955529	0.0829516
90	0	0.988494	0.990511
90	4	0.0105053	0.992048
90	18	0.0010005	0.999895
100	-3	0.951964	0.0891729
100	0	0.986493	0.988724
100	4	0.00750375	0.99135
100	19	0.006003	0.999275
110	-3	0.948505	0.0950426
110	0	0.983492	0.987163
110	19	0.0150075	0.998494
110	23	0.00150075	0.999351
120	-3	0.94487	0.101348
120	0	0.96098	0.986041
120	19	0.0385193	0.997596
120	25	0.00050025	1
130	-3	0.939849	0.109618
130	0	0.974487	0.984218
130	19	0.0255128	0.996589
140	-3	0.93666	0.114726
140	0	0.97999	0.982821
140	19	0.0195098	0.995969
140	28	0.00050025	0.999364
150	-3	0.932156	0.122154
150	0	0.964482	0.981066
150	19	0.0345173	0.994951
150	28	0.0010005	0.99841
160	-3	0.927793	0.129079
160	0	0.973987	0.979675
160	19	0.018009	0.994244
160	28	0.00750375	0.997246
160	33	0.00050025	0.999805
170	-3	0.923763	0.134996
170	0	0.97949	0.977601
170	19	0.0170085	0.992775
170	28	0.00350175	0.995981
180	-3	0.919145	0.141676
180	0	0.994997	0.975871
180	19	0.00450225	0.991301
180	37	0.00050025	0.999901
190	-3	0.91631	0.146258
190	0	0.976988	0.97444
190	19	0.0230115	0.990416
200	-3	0.911425	0.15354
200	0	0.991996	0.973609
200	19	0.008004	0.989198
210	-3	0.907851	0.159036
210	0	0.981491	0.972495
210	19	0.0185093	0.988035
220	-3	0.905024	0.162533
220	0	0.972986	0.969748
220	19	0.0245123	0.98703
220	41	0.002001	0.999471
220	42	0.00050025	0.999899
230	-3	0.898931	0.171505
230	0	0.987994	0.967703
230	19	0.012006	0.985903
240	-3	0.895376	0.176319
240	0	0.993997	0.966148
240	19	0.006003	0.984464
250	-3	0.89185	0.180946
250	0	0.994997	0.964555
250	19	0.002001	0.983985
250	47	0.00150075	0.999925
250	48	0.00150075	1
260	-3	0.88789	0.186381
260	0	0.995498	0.962086
260	47	0.002001	0.998929
260	50	0.0010005	0.999733
260	51	0.00050025	1
260	52	0.0010005	1
270	-3	0.885086	0.189624
270	0	0.981991	0.959995
270	47	0.00750375	0.998013
270	50	0.00650325	0.998801
270	55	0.004002	0.999496
280	-3	0.880132	0.195587
280	0	0.988994	0.958356
280	47	0.0030015	0.996884
280	50	0.006003	0.997741
280	55	0.00150075	0.998684
280	59	0.00050025	1
290	-3	0.87724	0.199771
290	0	0.990495	0.95681
290	47	0.008004	0.995661
290	50	0.00150075	0.996774
300	-3	0.873704	0.204084
300	0	0.986993	0.95472
300	47	0.0090045	0.994444
300	50	0.0030015	0.995884
300	66	0.0010005	0.999914
310	-3	0.869176	0.209979
310	0	0.987494	0.953058
310	47	0.00150075	0.993505
310	50	0.00350175	0.994783
310	66	0.004002	0.998964
310	67	0.00350175	0.999679
320	-3	0.866649	0.213475
320	0	0.966483	0.950561
320	50	0.02001	0.99426
320	66	0.00450225	0.997696
320	67	0.0090045	0.99858
330	-3	0.862761	0.219021
330	0	0.982991	0.948969
330	50	0.014007	0.993566
330	67	0.00250125	0.997535
330	71	0.00050025	0.999829
340	-3	0.857918	0.22498
340	0	0.97949	0.946498
340	50	0.014007	0.992253
340	67	0.006003	0.996576
340	71	0.00050025	0.998849
350	-3	0.85426	0.229287
350	0	0.97999	0.943403
350	50	0.0105053	0.991271
350	67	0.00950475	0.995553
360	-3	0.851295	0.232659
360	0	0.973987	0.942081
360	50	0.0130065	0.989844
360	67	0.0110055	0.994703
360	78	0.002001	0.999268
370	-3	0.847422	0.237736
370	0	0.963982	0.939464
370	50	0.018009	0.989184
370	67	0.0150075	0.993815
370	79	0.0010005	0.999175
370	80	0.00150075	0.999933
370	81	0.00050025	1
380	-3	0.844129	0.241505
380	0	0.951476	0.937451
380	50	0.0210105	0.988281
380	67	0.0265133	0.992496
380	79	0.00050025	0.998033
380	82	0.00050025	0.999925
390	-3	0.841195	0.244823
390	0	0.957479	0.935375
390	50	0.0290145	0.987009
390	67	0.0125063	0.99133
390	83	0.0010005	0.999558
400	-3	0.83664	0.250672
400	0	0.929965	0.932584
400	50	0.0615308	0.986271
400	67	0.00850425	0.989573
410	-3	0.832522	0.254903
410	0	0.915458	0.930565
410	50	0.0755378	0.984859
410	67	0.00850425	0.987964
410	90	0.00050025	1
420	-3	0.830196	0.25834
420	0	0.907454	0.92887
420	50	0.088044	0.984604
420	67	0.004002	0.987026
420	91	0.00050025	0.999499
430	-3	0.825685	0.263495
430	0	0.914957	0.92516
430	50	0.0725363	0.983266
430	67	0.00650325	0.985484
430	95	0.0010005	0.999229
430	96	0.0050025	0.999369
440	-3	0.821285	0.267329
440	0	0.888944	0.921383
440	50	0.098049	0.981713
440	67	0.0070035	0.984609
440	95	0.0010005	0.998184
440	96	0.0050025	0.99833
450	-3	0.817785	0.270313
450	0	0.908954	0.917748
450	50	0.0790395	0.980224
450	67	0.006003	0.984164
450	95	0.00350175	0.996839
450	96	0.00250125	0.997284
460	-3	0.814124	0.274497
460	0	0.925463	0.91452
460	50	0.0685343	0.97947
460	67	0.0050025	0.981708
460	103	0.0010005	0.999563
470	-3	0.808985	0.280707
470	0	0.931466	0.910351
470	50	0.0585293	0.97867
470	67	0.0050025	0.980365
470	103	0.0050025	0.998651
480	-3	0.804971	0.28484
480	0	0.923462	0.905076
480	50	0.0635318	0.977448
480	67	0.008004	0.979371
480	103	0.00350175	0.99765
480	105	0.00050025	0.999726
480	106	0.00050025	0.999888
480	107	0.00050025	0.999901
490	-3	0.804569	0.284515
490	0	0.907454	0.902654
490	50	0.0775388	0.977686
490	67	0.010005	0.978906
490	103	0.0050025	0.996726
500	-3	0.802796	0.286032
500	0	0.864432	0.900006
500	50	0.0890445	0.976818
500	67	0.038019	0.977736
500	103	0.00850425	0.995414
510	-3	0.79957	0.289323
510	0	0.85943	0.899241
510	50	0.0755378	0.976035
510	67	0.0515258	0.976608
510	103	0.0115058	0.994161
510	111	0.002001	0.999448
520	-3	0.797597	0.291743
520	0	0.864932	0.89591
520	50	0.092046	0.97494
520	67	0.0255128	0.975169
520	103	0.00950475	0.993433
520	111	0.00650325	0.998419
520	115	0.00150075	0.999934
530	-3	0.794996	0.295439
530	0	0.830915	0.8917
530	50	0.127064	0.973652
530	67	0.0205103	0.975299
530	103	0.0165083	0.992196
530	111	0.0050025	0.997636
540	-3	0.79271	0.296305
540	0	0.826413	0.887676
540	50	0.111556	0.972791
540	67	0.0285143	0.974984
540	103	0.0210105	0.99077
540	111	0.0050025	0.996613
540	118	0.006003	0.999058
540	119	0.00150075	0.999243
550	-3	0.789676	0.298224
550	0	0.782891	0.884801
550	50	0.143572	0.972486
550	67	0.0270135	0.973068
550	103	0.0255128	0.989444
550	111	0.0145073	0.995539
550	118	0.00150075	0.998185
550	119	0.00350175	0.998329
550	120	0.00150075	0.999603
560	-3	0.78526	0.302075
560	0	0.788894	0.879194
560	50	0.16008	0.971806
560	67	0.0185093	0.971944
560	103	0.02001	0.988756
560	111	0.00250125	0.994514
