Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999995	1.44054	0.953743	0.0381497	0.000953743	0.00715308
10	1	1	0.999856	1.50858	0.946522	0.0416469	0.0023663	0.00946522
20	1	1	0.999741	1.47444	0.951475	0.0413892	0.00190295	0.00523311
30	1	1	0.99967	1.47453	0.951022	0.0389919	0.00237756	0.00760818
40	1	1	0.999514	1.47839	0.954198	0.0348282	0.0023855	0.00858779
50	1	1	0.99945	1.46974	0.955566	0.0353559	0.00382226	0.00525561
60	1	1	0.999409	1.47572	0.948767	0.0436433	0.00189753	0.0056926
70	1	1	0.99922	1.48277	0.946522	0.0430667	0.00331283	0.00709891
80	1	1	0.999249	1.48455	0.94518	0.0458412	0.00094518	0.00803403
90	1	1	0.999174	1.48382	0.94518	0.0439509	0.00378072	0.00708885
100	1	1	0.998982	1.4792	0.945626	0.0397163	0.00283688	0.0118203
110	1	1	0.998976	1.47916	0.94518	0.0434783	0.00189036	0.0094518
120	1	1	0.998836	1.47713	0.94697	0.0440341	0.00142045	0.00757576
130	1	1	0.998635	1.47926	0.942951	0.0462046	0.00235738	0.00848656
140	1	1	0.998522	1.46728	0.953743	0.0395804	0.00190749	0.00476872
150	2	1.001	0.998571	1.46718	0.955566	0.0401338	0.000955566	0.00334448
160	1	1	0.998405	1.48225	0.942951	0.0490335	0.00235738	0.00565771
170	1	1	0.998178	1.47646	0.948317	0.0417259	0.00331911	0.00663822
180	1	1	0.998082	1.4652	0.954198	0.0362595	0.000954198	0.00858779
190	1	1	0.997793	1.47073	0.95057	0.0418251	0.00095057	0.00665399
200	1	1	0.997541	1.47468	0.949217	0.0431894	0.00237304	0.00522069
210	2	1.00502	0.997529	1.47779	0.95057	0.0394487	0.00142586	0.00855513
220	1	1	0.997445	1.47105	0.951475	0.0390105	0.00142721	0.00808754
230	1	1	0.997191	1.478	0.948767	0.040797	0.00237192	0.00806452
240	1	1	0.996701	1.59016	0.949217	0.0417655	0.00189843	0.00711913
