Generation number	Allele number	Frequency	Activity
0	-3	0	0.999992
0	0	1	0.99998
10	-3	0	0.999878
10	0	1	0.999929
20	-3	0	0.999805
20	0	0.997999	0.999871
20	2	0.002001	0.999983
30	-3	0	0.99969
30	0	1	0.99981
40	-3	0	0.999611
40	0	1	0.999764
50	-3	0	0.999488
50	0	0.998999	0.99973
50	10	0.00050025	0.999956
50	11	0.00050025	1
60	-3	0	0.999411
60	0	0.998499	0.999608
60	11	0.00150075	0.999895
70	-3	0	0.999224
70	0	0.9995	0.999541
70	12	0.00050025	0.999941
80	-3	0	0.99906
80	0	0.9995	0.999394
80	12	0.00050025	0.999865
90	-3	0	0.999005
90	0	0.998499	0.999273
90	15	0.00150075	0.999936
100	-3	0	0.998811
100	0	1	0.999036
110	-3	0	0.998775
110	0	1	0.998903
120	-3	0	0.998563
120	0	1	0.998738
130	-3	0	0.998324
130	0	0.996998	0.998564
130	21	0.002001	0.999929
130	23	0.0010005	1
140	-3	0	0.998234
140	0	0.994497	0.998248
140	21	0.00550275	0.999826
150	-3	0	0.998079
150	0	0.997499	0.997871
150	21	0.00250125	0.999703
160	-3	0	0.998033
160	0	0.995998	0.997489
160	21	0.0030015	0.999609
160	29	0.00050025	1
160	30	0.00050025	1
170	-3	0	0.998143
170	0	0.995998	0.997299
170	21	0.0030015	0.999461
170	29	0.0010005	0.999925
180	-3	0	0.998149
180	0	0.989495	0.997215
180	21	0.00450225	0.999409
180	29	0.00450225	0.999776
180	37	0.00150075	0.999993
190	-3	0	0.99809
190	0	0.985993	0.996669
190	29	0.010005	0.999563
190	37	0.00350175	0.999861
190	38	0.00050025	0.999971
200	-3	0	0.998253
200	0	0.993997	0.996696
200	29	0.0010005	0.999427
200	37	0.00250125	0.999759
200	41	0.00250125	0.999951
210	-3	0	0.998003
210	0	0.993997	0.996589
210	37	0.0050025	0.999709
210	44	0.0010005	1
220	-3	0	0.997886
220	0	0.997999	0.996389
220	46	0.002001	0.999981
230	-3	0	0.997873
230	0	0.998499	0.99601
230	48	0.00150075	0.999938
240	-3	0	0.997835
240	0	0.998499	0.995681
240	51	0.00150075	0.99995
250	-3	0	0.997778
250	0	0.992496	0.995145
250	51	0.00750375	0.999893
260	-3	0	0.9975
260	0	0.998999	0.994748
260	51	0.0010005	0.99985
270	-3	0	0.997345
270	0	1	0.994389
280	-3	0	0.997019
280	0	1	0.994179
290	-3	0	0.996983
290	0	1	0.993739
300	-3	0	0.996903
300	0	0.9995	0.993339
300	54	0.00050025	1
310	-3	0	0.996554
310	0	0.998499	0.992871
310	55	0.00150075	0.999953
320	-3	0	0.996413
320	0	0.996498	0.992304
320	55	0.00350175	0.999818
330	-3	0	0.99617
330	0	0.991996	0.992621
330	55	0.008004	0.999606
340	-3	0	0.99614
340	0	1	0.992359
350	-3	0	0.995906
350	0	0.994497	0.991981
350	61	0.0030015	0.999958
350	62	0.00250125	0.999984
360	-3	0	0.995624
360	0	0.993997	0.992249
360	61	0.002001	0.999864
360	62	0.004002	0.999904
370	-3	0	0.99535
370	0	0.989995	0.991788
370	62	0.00650325	0.999796
370	67	0.002001	0.999939
370	68	0.00050025	0.999985
370	69	0.0010005	0.99999
380	-3	0	0.995099
380	0	0.991496	0.991608
380	62	0.0010005	0.999739
380	67	0.00450225	0.999836
380	71	0.0030015	0.999953
390	-3	0	0.995201
390	0	0.969485	0.990946
390	62	0.00550275	0.999683
390	67	0.0195098	0.9998
390	75	0.0030015	0.999955
390	76	0.00250125	0.99996
400	-3	0	0.995004
400	0	0.962481	0.990561
400	62	0.00850425	0.999613
400	67	0.0205103	0.999706
400	75	0.0030015	0.999896
400	76	0.00050025	0.999848
400	78	0.0050025	0.999954
410	-3	0	0.99522
410	0	0.941971	0.990398
410	62	0.00550275	0.999434
410	67	0.0330165	0.99953
410	75	0.006003	0.99982
410	78	0.0125063	0.999843
410	83	0.0010005	1
420	-3	0	0.995263
420	0	0.913457	0.989963
420	62	0.00450225	0.999331
420	67	0.0665333	0.999476
420	75	0.0010005	0.999769
420	78	0.0130065	0.99984
420	85	0.00150075	0.999951
430	-3	0	0.994869
430	0	0.888444	0.98884
430	62	0.0050025	0.999158
430	67	0.0895448	0.999333
430	75	0.00150075	0.999726
430	78	0.0105053	0.99976
430	86	0.0050025	0.999865
440	-3	0	0.99494
440	0	0.895948	0.988481
440	62	0.00250125	0.99908
440	67	0.074037	0.999303
440	75	0.006003	0.999726
440	78	0.02001	0.999646
440	90	0.00150075	0.99993
450	-3	0	0.99486
450	0	0.896948	0.988269
450	62	0.00650325	0.999069
450	67	0.076038	0.999141
450	75	0.002001	0.999558
450	78	0.016008	0.999634
450	92	0.00250125	0.999989
460	-3	0	0.994395
460	0	0.88094	0.987981
460	62	0.00450225	0.999075
460	67	0.0805403	0.999036
460	78	0.0230115	0.999564
460	92	0.0110055	0.999876
470	-3	0	0.994336
470	0	0.890945	0.987951
470	62	0.00550275	0.999016
470	67	0.0730365	0.998939
470	78	0.0215108	0.999494
470	92	0.006003	0.999736
470	95	0.0030015	0.999944
480	-3	0	0.994161
480	0	0.863932	0.987565
480	62	0.00050025	0.998984
480	67	0.0970485	0.998966
480	78	0.0230115	0.999328
480	92	0.012006	0.999614
480	95	0.00050025	0.999829
480	98	0.00250125	0.999984
480	101	0.00050025	1
490	-3	0	0.993833
490	0	0.857929	0.987506
490	67	0.107554	0.998879
490	78	0.0210105	0.999232
490	92	0.0110055	0.999548
490	98	0.0010005	0.999905
490	102	0.00150075	0.999965
500	-3	0	0.994154
500	0	0.862431	0.986643
500	67	0.117059	0.998829
500	78	0.0110055	0.999006
500	92	0.00350175	0.99941
500	102	0.00550275	0.999846
500	103	0.00050025	0.999994
510	-3	0	0.994431
510	0	0.85943	0.986076
510	67	0.127564	0.998629
510	78	0.00350175	0.999116
510	92	0.00550275	0.999341
510	102	0.004002	0.999745
520	-3	0	0.994144
520	0	0.892946	0.985894
520	67	0.0995498	0.998316
520	78	0.00350175	0.998811
520	92	0.004002	0.9992
530	-3	0	0.99428
530	0	0.889445	0.985211
530	67	0.106553	0.998318
530	78	0.002001	0.998751
530	107	0.002001	0.999973
540	-3	0	0.994026
540	0	0.829915	0.984563
540	67	0.15908	0.998069
540	78	0.0030015	0.998832
540	107	0.0070035	0.999835
540	109	0.0010005	0.99993
550	-3	0	0.994094
550	0	0.801401	0.983913
550	67	0.187594	0.998134
550	78	0.00450225	0.998851
550	107	0.00550275	0.999695
550	112	0.0010005	1
560	-3	0	0.994326
560	0	0.763882	0.983585
560	67	0.232116	0.997693
560	78	0.004002	0.998724
570	-3	0	0.993894
570	0	0.788394	0.983686
570	67	0.201601	0.997602
570	78	0.0090045	0.998536
570	115	0.0010005	1
580	-3	0	0.99395
580	0	0.806903	0.983315
580	67	0.189095	0.997389
580	78	0.004002	0.998361
590	-3	0	0.993679
590	0	0.848924	0.982611
590	67	0.146073	0.996985
590	78	0.004002	0.998219
590	117	0.0010005	1
600	-3	0	0.993525
600	0	0.834417	0.982528
600	67	0.158579	0.996728
600	78	0.00250125	0.998059
600	120	0.00350175	0.999947
600	121	0.00050025	0.999986
600	122	0.00050025	1
610	-3	0	0.993305
610	0	0.888444	0.981961
610	67	0.109055	0.996309
610	78	0.002001	0.99804
610	120	0.00050025	0.999865
620	-3	0	0.993229
620	0	0.87944	0.981615
620	67	0.12056	0.996219
630	-3	0	0.993016
630	0	0.881941	0.980915
630	67	0.117059	0.995721
630	128	0.0010005	1
640	-3	0	0.993281
640	0	0.907454	0.981009
640	67	0.0845423	0.995706
640	128	0.00150075	0.999889
640	129	0.006003	0.99988
640	135	0.00050025	0.999984
650	-3	0	0.993376
650	0	0.906453	0.980309
650	67	0.0930465	0.995804
650	136	0.00050025	1
660	-3	0	0.993144
660	0	0.928964	0.980199
660	67	0.066033	0.995883
660	136	0.00250125	0.999908
660	137	0.00250125	0.999934
670	-3	0	0.99327
670	0	0.902951	0.980068
670	67	0.096048	0.995699
670	136	0.0010005	0.999764
680	-3	0	0.993229
680	0	0.886443	0.979685
680	67	0.109555	0.995161
680	141	0.00050025	0.999955
680	142	0.00350175	0.999936
690	-3	0	0.993246
690	0	0.853927	0.979653
690	67	0.143072	0.994933
690	142	0.0030015	0.999863
700	-3	0	0.992908
700	0	0.843922	0.979453
700	67	0.155078	0.995018
700	142	0.0010005	0.999766
710	-3	0	0.992781
710	0	0.882441	0.979668
710	67	0.115058	0.994901
710	142	0.00250125	0.999695
720	-3	0	0.992405
720	0	0.845423	0.978331
720	67	0.154577	0.99502
730	-3	0	0.991514
730	0	0.848424	0.977798
730	67	0.149575	0.99496
730	149	0.002001	0.999955
740	-3	0	0.991432
740	0	0.854927	0.977588
740	67	0.145073	0.994954
750	-3	0	0.991271
750	0	0.834417	0.976821
750	67	0.165583	0.994675
760	-3	0	0.991071
760	0	0.831916	0.976535
760	67	0.168084	0.994531
770	-3	0	0.991095
770	0	0.826913	0.97597
770	67	0.172586	0.994494
770	154	0.00050025	0.999933
780	-3	0	0.990903
780	0	0.82041	0.975838
780	67	0.17959	0.994321
790	-3	0	0.991045
790	0	0.878439	0.9755
790	67	0.121561	0.994451
800	-3	0	0.990974
800	0	0.890445	0.974535
800	67	0.108554	0.99461
800	159	0.0010005	0.999994
810	-3	0	0.991061
810	0	0.904952	0.974079
810	67	0.0945473	0.994548
810	161	0.00050025	0.999908
820	-3	0	0.991244
820	0	0.918959	0.973029
820	67	0.0810405	0.994334
830	-3	0	0.991961
830	0	0.911956	0.972109
830	67	0.088044	0.994703
840	-3	0	0.992281
840	0	0.865433	0.97184
840	67	0.134567	0.994775
850	-3	0	0.991975
850	0	0.828414	0.97161
850	67	0.170085	0.994658
850	165	0.0010005	0.999906
850	169	0.00050025	0.999988
860	-3	0	0.991764
860	0	0.858929	0.970459
860	67	0.137569	0.994708
860	165	0.00050025	0.999781
860	169	0.0010005	0.9999
860	171	0.00050025	0.999996
860	172	0.00050025	0.999984
860	173	0.0010005	1
870	-3	0	0.99166
870	0	0.81941	0.969269
870	67	0.168084	0.994515
870	172	0.0070035	0.999914
870	173	0.0030015	0.999888
870	174	0.002001	0.999966
870	175	0.00050025	0.999989
880	-3	0	0.991775
880	0	0.825913	0.968954
880	67	0.157579	0.994806
880	172	0.00950475	0.999806
880	174	0.0070035	0.999806
890	-3	0	0.991608
890	0	0.826913	0.968334
890	67	0.173087	0.994756
900	-3	0	0.991264
900	0	0.864932	0.968331
900	67	0.135068	0.994526
910	-3	0	0.992084
910	0	0.868434	0.967066
910	67	0.130565	0.994056
910	185	0.0010005	0.999989
920	-3	0	0.99169
920	0	0.883442	0.96726
920	67	0.111556	0.993855
920	185	0.0030015	0.99988
920	189	0.0010005	0.999993
920	190	0.0010005	0.999992
930	-3	0	0.990855
930	0	0.903952	0.96674
930	67	0.0905453	0.993348
930	185	0.00450225	0.999715
930	190	0.0010005	0.99991
940	-3	0	0.990693
940	0	0.906453	0.966484
940	67	0.0885443	0.993143
940	185	0.0050025	0.999606
950	-3	0	0.990144
950	0	0.922461	0.965651
950	67	0.0690345	0.993195
950	185	0.00650325	0.999473
950	196	0.002001	0.999969
960	-3	0	0.989845
960	0	0.915458	0.965238
960	67	0.0810405	0.993225
960	185	0.00050025	0.999256
960	196	0.0030015	0.999893
970	-3	0	0.989595
970	0	0.94047	0.964876
970	67	0.0585293	0.992515
970	196	0.0010005	0.999816
980	-3	0	0.989326
980	0	0.941471	0.963746
980	67	0.058029	0.992298
980	201	0.00050025	1
990	-3	0	0.989159
990	0	0.972486	0.96342
990	67	0.0250125	0.992235
990	203	0.00250125	0.999936
1000	-3	0	0.988726
1000	0	0.950975	0.9622
1000	67	0.0485243	0.992114
1000	203	0.00050025	0.999823
1010	-3	0	0.988439
1010	0	0.942471	0.96124
1010	67	0.0515258	0.992238
1010	207	0.004002	0.999919
1010	209	0.002001	0.999959
1020	-3	0	0.988083
1020	0	0.929965	0.960091
1020	67	0.0665333	0.991641
1020	207	0.002001	0.999716
1020	211	0.00050025	0.999981
1020	212	0.0010005	1
1030	-3	0	0.987949
1030	0	0.914957	0.960219
1030	67	0.0830415	0.991721
1030	215	0.002001	0.999989
1040	-3	0	0.987888
1040	0	0.933467	0.960081
1040	67	0.0665333	0.991484
1050	-3	0	0.987236
1050	0	0.936468	0.959638
1050	67	0.0635318	0.990965
1060	-3	0	0.987155
1060	0	0.916458	0.959014
1060	67	0.0830415	0.990854
1060	219	0.00050025	1
1070	-3	0	0.98734
1070	0	0.897449	0.958401
1070	67	0.102051	0.990124
1070	222	0.00050025	0.999989
1080	-3	0	0.987153
1080	0	0.891946	0.958019
1080	67	0.104552	0.989923
1080	224	0.002001	0.999943
1080	225	0.00150075	0.999975
1090	-3	0	0.987334
1090	0	0.887944	0.958034
1090	67	0.111556	0.990125
1090	226	0.00050025	0.999969
1100	-3	0	0.986496
