Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	1	1	0.999993	1.55879	0.958313	0.0325827	0.00287494	0.00622904
10	1	1	0.99988	1.51437	0.952835	0.0395426	0.00333492	0.00428776
20	1	1	0.999739	1.51032	0.95648	0.0329986	0.00334768	0.0071736
30	1	1	0.999598	1.51876	0.952381	0.0395238	0.000952381	0.00714286
40	1	1	0.999461	1.50307	0.959233	0.0340528	0.00239808	0.00431655
50	3	1.00603	0.999437	1.53166	0.943396	0.0485849	0.00235849	0.00566038
60	1	1	0.999294	1.50244	0.958773	0.0349952	0.00191755	0.00431448
70	2	1.02021	0.999168	1.52148	0.959693	0.0321497	0.00239923	0.00575816
80	4	1.01108	0.999132	1.52552	0.951022	0.0385164	0.00523062	0.00523062
90	3	1.0131	0.998912	1.53831	0.953289	0.0390848	0.00190658	0.00571973
100	3	1.01616	0.998856	1.53151	0.951928	0.0404569	0.00333175	0.00428367
110	4	1.08297	0.998684	1.58382	0.95057	0.039924	0.00190114	0.00760456
120	3	1.11598	0.998683	1.63803	0.952835	0.0390662	0.00238209	0.00571701
130	4	1.06217	0.998368	1.60338	0.951475	0.0385347	0.00333016	0.00666032
140	7	1.06151	0.998126	1.57614	0.945626	0.0411348	0.00330969	0.00992908
150	6	1.02545	0.998082	1.53491	0.951022	0.042796	0.00237756	0.00380409
160	6	1.04749	0.997887	1.56598	0.946074	0.0444655	0.00236518	0.00709555
170	6	1.03167	0.997749	1.56564	0.949217	0.0389179	0.00237304	0.00949217
180	4	1.02232	0.99721	1.55332	0.957854	0.0340038	0.00191571	0.00622605
190	4	1.04852	0.997176	1.55847	0.951475	0.0394862	0.000951475	0.00808754
200	5	1.04849	0.996801	1.57468	0.948767	0.0426945	0.00379507	0.00474383
210	4	1.06247	0.997052	1.54751	0.954654	0.0362768	0.00286396	0.00620525
220	4	1.05482	0.99701	1.55805	0.95511	0.0382044	0.00286533	0.00382044
230	5	1.01924	0.996442	1.53613	0.950119	0.0384798	0.0023753	0.00902613
240	4	1.01515	0.996302	1.53794	0.952835	0.0385898	0.00333492	0.00524059
250	3	1.01413	0.995989	1.54481	0.952835	0.0400191	0.00238209	0.00476417
260	3	1.01412	0.995634	1.52726	0.949668	0.0389364	0.00522317	0.00617284
270	1	1	0.995129	1.5122	0.951475	0.0413892	0.00190295	0.00523311
280	2	1.01006	0.995082	1.52082	0.961076	0.0336377	0.000480538	0.00480538
290	2	1.00301	0.99497	1.53158	0.94697	0.0402462	0.00236742	0.0104167
300	1	1	0.995134	1.50648	0.953289	0.0367016	0.00238322	0.00762631
310	2	1.00905	0.995208	1.54645	0.948767	0.040797	0.0028463	0.00759013
320	1	1	0.994864	1.53492	0.940734	0.0479774	0.0028222	0.0084666
330	1	1	0.994405	1.51608	0.944733	0.0448748	0.0014171	0.00897496
340	2	1.001	0.994103	1.50564	0.950119	0.0384798	0.00285036	0.00855107
350	2	1.00301	0.993921	1.53018	0.944287	0.0448536	0.00472144	0.00613787
360	1	1	0.993664	1.54298	0.949668	0.039886	0.0014245	0.00902184
370	2	1.00301	0.993241	1.54133	0.952835	0.0395426	0.00238209	0.00524059
380	4	1.02335	0.993064	1.52202	0.954654	0.0405728	0.000954654	0.00381862
390	3	1.02332	0.992878	1.54249	0.946074	0.0411542	0.000946074	0.0118259
400	3	1.03991	0.992918	1.56133	0.95648	0.0301291	0.0047824	0.00860832
410	3	1.03158	0.99252	1.53178	0.955566	0.0363115	0.0028667	0.00525561
420	5	1.06664	0.992059	1.57706	0.94518	0.0415879	0.0047259	0.00850662
430	4	1.07185	0.991682	1.56372	0.957396	0.0330302	0.00382958	0.00574438
440	2	1.03253	0.990744	1.54533	0.95648	0.0373027	0.00143472	0.0047824
450	2	1.03563	0.990379	1.66111	0.941176	0.0470588	0.00235294	0.00941176
460	3	1.01107	0.989458	1.54294	0.949668	0.0403609	0.0014245	0.00854701
470	3	1.02024	0.989231	1.56879	0.953289	0.0390848	0.00190658	0.00571973
480	2	1.02123	0.9891	1.51524	0.95648	0.0334768	0.00143472	0.00860832
490	3	1.01718	0.988313	1.52475	0.945626	0.0449173	0.00283688	0.00661939
500	2	1.01715	0.987823	1.51781	0.957854	0.0354406	0.000478927	0.00622605
510	2	1.01107	0.987059	1.53761	0.949217	0.0417655	0.00332226	0.0056953
520	3	1.00401	0.987167	1.51167	0.954198	0.0381679	0.0019084	0.00572519
530	2	1.00301	0.98676	1.51482	0.951022	0.0394674	0.00285307	0.00665716
540	1	1	0.986411	1.51319	0.948317	0.0436226	0.00331911	0.00474158
550	1	1	0.986101	1.51704	0.946074	0.0430464	0.00189215	0.0089877
560	1	1	0.985716	1.50913	0.951928	0.0414089	0.00190386	0.00475964
570	3	1.002	0.985046	1.51258	0.953743	0.0386266	0.00143062	0.00619933
580	3	1.01617	0.984207	1.51591	0.958773	0.0302013	0.0033557	0.00767018
590	2	1.01614	0.983903	1.53205	0.949668	0.0403609	0.00189934	0.00807217
600	2	1.01107	0.983544	1.50819	0.95648	0.0344333	0.00286944	0.00621712
610	3	1.0131	0.982163	1.53052	0.940291	0.0446638	0.0051716	0.00987306
620	4	1.01515	0.981953	1.52966	0.946074	0.0458846	0.00189215	0.00614948
630	4	1.07212	0.981684	1.57222	0.956023	0.0334608	0.00143403	0.00908222
640	4	1.10914	0.982067	1.58548	0.95511	0.0382044	0.00238777	0.00429799
650	4	1.08493	0.980762	1.59504	0.954198	0.0353053	0.0028626	0.00763359
660	5	1.06011	0.979811	1.55269	0.953289	0.0357483	0.000953289	0.0100095
670	6	1.09029	0.979446	1.57742	0.956938	0.0334928	0.00239234	0.00717703
680	4	1.07913	0.979525	1.6059	0.953743	0.0376729	0.00286123	0.00572246
690	4	1.11318	0.979663	1.64077	0.951475	0.0356803	0.00285442	0.00999049
700	5	1.08839	0.979687	1.58482	0.949668	0.0436847	0.000949668	0.00569801
710	5	1.08408	0.978891	1.57641	0.948767	0.038425	0.00189753	0.0109108
720	5	1.05809	0.977859	1.54727	0.948317	0.0393551	0.00331911	0.00900901
730	6	1.0636	0.976887	1.54428	0.95057	0.0384981	0.00142586	0.0095057
740	4	1.05818	0.976579	1.54345	0.956938	0.0358852	0	0.00717703
750	4	1.03479	0.976035	1.52227	0.946522	0.0449598	0.0023663	0.00615239
760	6	1.0348	0.97572	1.55027	0.943841	0.0457763	0.00188768	0.00849457
770	5	1.03586	0.974921	1.5394	0.94697	0.0435606	0.00142045	0.00804924
780	5	1.03166	0.973543	1.52209	0.948317	0.0426743	0.00331911	0.0056899
790	5	1.04953	0.973118	1.52584	0.95057	0.0375475	0.00380228	0.00807985
800	3	1.02644	0.97206	1.53019	0.94518	0.0420605	0.0047259	0.00803403
810	4	1.02127	0.971958	1.53912	0.951022	0.0380409	0.00237756	0.0085592
820	3	1.03567	0.970921	1.55178	0.949668	0.0408357	0.00189934	0.00759734
830	5	1.03888	0.971365	1.46079	0.955566	0.032967	0.00334448	0.00812231
840	4	1.10521	0.97145	1.50569	0.949217	0.0417655	0.00189843	0.00711913
850	5	1.10454	0.970877	1.51129	0.954654	0.0367542	0.00286396	0.00572792
860	6	1.1652	0.971579	1.57208	0.95511	0.0377268	0.00095511	0.00620821
870	5	1.18647	0.971261	1.58847	0.949217	0.0389179	0.00189843	0.00996678
880	3	1.20902	0.970703	1.59638	0.943396	0.0433962	0.000943396	0.0122642
890	4	1.25079	0.971028	1.61792	0.95511	0.034384	0.00143266	0.00907354
900	4	1.29332	0.970538	1.64969	0.95511	0.0315186	0.00191022	0.0114613
910	5	1.29901	0.970274	1.64446	0.952835	0.0366841	0.00238209	0.00809909
920	4	1.33283	0.97034	1.65639	0.964785	0.0299083	0.000964785	0.00434153
930	4	1.41556	0.970841	1.71933	0.946074	0.0373699	0.00236518	0.0141911
940	4	1.5065	0.971668	1.76505	0.953289	0.0314585	0.00285987	0.0123928
950	7	1.60205	0.972586	1.78292	0.95057	0.0351711	0.00380228	0.0104563
960	6	1.75123	0.973553	1.80403	0.956023	0.0310707	0.00191205	0.0109943
970	6	1.76687	0.972743	1.84462	0.949217	0.0336972	0.00142383	0.0156621
980	6	1.81174	0.972969	1.85326	0.938527	0.0417644	0.00234632	0.0173627
