Generation number	Allele number	Frequency	Activity
0	0	1	0.999991
10	0	1	0.999885
20	0	1	0.999823
30	0	0.9995	0.999758
30	4	0.00050025	0.999986
40	0	0.995498	0.999654
40	5	0.00450225	0.999944
50	0	0.98099	0.999513
50	5	0.0190095	0.99988
60	0	0.972986	0.999328
60	5	0.0270135	0.999766
70	0	0.948474	0.999375
70	5	0.0510255	0.99969
70	8	0.00050025	1
80	0	0.943472	0.999014
80	5	0.0565283	0.999573
90	0	0.913457	0.999
90	5	0.086043	0.999396
90	12	0.00050025	1
100	0	0.892446	0.998918
100	5	0.106053	0.999174
100	12	0.00150075	0.999816
110	0	0.902951	0.998711
110	5	0.0965483	0.999074
110	19	0.00050025	0.999989
120	0	0.921461	0.998434
120	5	0.0785393	0.999039
130	0	0.929465	0.998348
130	5	0.0705353	0.998863
140	0	0.945973	0.997926
140	5	0.054027	0.998894
150	0	0.949475	0.997511
150	5	0.0505253	0.998506
160	0	0.956978	0.996983
160	5	0.0425213	0.998424
160	25	0.00050025	1
170	0	0.957979	0.99669
170	5	0.0395198	0.998421
170	26	0.002001	0.999974
170	27	0.00050025	1
180	0	0.953477	0.996684
180	5	0.046023	0.998554
180	29	0.00050025	0.999993
190	0	0.961481	0.996514
190	5	0.0330165	0.998453
190	29	0.00550275	0.999893
200	0	0.936968	0.996256
200	5	0.0585293	0.998194
200	29	0.00050025	0.999755
200	34	0.00350175	0.999935
200	35	0.00050025	1
210	0	0.915958	0.9959
210	5	0.076038	0.998153
210	34	0.008004	0.999895
220	0	0.901451	0.995586
220	5	0.0910455	0.998123
220	34	0.00750375	0.999814
230	0	0.90045	0.995571
230	5	0.0875438	0.997886
230	34	0.008004	0.999796
230	44	0.00150075	0.99995
230	45	0.0010005	0.99995
230	46	0.00150075	0.999974
240	0	0.916958	0.995089
240	5	0.0690345	0.997705
240	34	0.010005	0.999753
240	44	0.00150075	0.999784
240	45	0.00250125	0.999709
250	0	0.887444	0.994765
250	5	0.096048	0.997474
250	34	0.014007	0.999654
250	45	0.00250125	0.999613
260	0	0.895948	0.994176
260	5	0.0975488	0.997375
260	34	0.0010005	0.999386
260	45	0.002001	0.999625
260	53	0.00350175	0.999939
270	0	0.870435	0.993582
270	5	0.122061	0.997191
270	53	0.00650325	0.999838
270	55	0.0010005	0.999986
280	0	0.833917	0.993351
