Generation number	Total number of allele	Diversity	Activity	Time	Fertility rate	2 DSB on one site rate	No DSB rate	No symmetrical sites (binding + DSB) rate
0	2	1.00401	0.999497	1.43477	0.945626	0.0449173	0.00283688	0.00661939
10	3	1.02954	0.994162	1.36694	0.952835	0.0357313	0.00238209	0.00905193
20	4	1.0441	0.989103	1.45529	0.935454	0.046305	0.00374181	0.0144995
30	3	1.06422	0.983819	1.5122	0.946522	0.0425935	0.00189304	0.00899195
40	3	1.07901	0.978793	1.59223	0.94518	0.0467864	0.00189036	0.00614367
50	3	1.06734	0.972881	1.53095	0.945626	0.0411348	0.00283688	0.0104019
60	3	1.12155	0.96807	1.56596	0.944287	0.0453258	0.00236072	0.00802644
70	4	1.22302	0.963108	1.62572	0.957396	0.0296793	0.00287219	0.0100527
80	5	1.19666	0.957505	1.61371	0.942507	0.0409991	0.000942507	0.0155514
90	3	1.15505	0.951921	1.57844	0.94697	0.0426136	0.00236742	0.00804924
100	4	1.12035	0.945185	1.54677	0.946522	0.0378609	0.00189304	0.0137246
110	5	1.15991	0.940978	1.56657	0.943841	0.0429448	0.000471921	0.0127419
120	5	1.13193	0.933756	1.54174	0.935891	0.0496022	0.00140384	0.0131025
130	4	1.12407	0.92857	1.53493	0.944733	0.0401512	0.000472367	0.0146434
140	4	1.17262	0.922457	1.53905	0.953743	0.0386266	0.000953743	0.0066762
150	3	1.15531	0.915698	1.54621	0.942507	0.0386428	0.00235627	0.0164939
160	3	1.16827	0.910815	1.55142	0.942507	0.0400566	0.000942507	0.0164939
170	3	1.24879	0.907336	1.59943	0.939408	0.0408643	0.00328793	0.0164396
180	3	1.21886	0.8996	1.59881	0.938086	0.0422139	0.00234522	0.0173546
190	5	1.3514	0.898009	1.64428	0.938527	0.0361333	0.00140779	0.0239324
200	4	1.39073	0.893078	1.65926	0.938086	0.0384615	0.00187617	0.021576
210	4	1.50439	0.88893	1.67142	0.947867	0.0345972	0.0028436	0.0146919
220	4	1.51084	0.881647	1.69944	0.935016	0.0448808	0.000467508	0.0196353
230	6	1.50042	0.87601	1.81548	0.930665	0.0423453	0.00325733	0.023732
240	5	1.45072	0.867482	1.66381	0.931099	0.0409683	0.00465549	0.0232775
250	4	1.61673	0.866864	1.68339	0.940734	0.0376294	0.00329257	0.0183443
260	6	1.64443	0.862581	1.71626	0.940734	0.0319849	0.0028222	0.0244591
270	6	1.71726	0.858792	1.69816	0.940291	0.0329102	0.00188058	0.0249177
280	7	1.72706	0.851275	1.71665	0.932401	0.0344988	0.0027972	0.030303
290	7	1.79341	0.845961	1.74476	0.941176	0.032	0.00141176	0.0254118
300	5	1.86394	0.840776	1.73148	0.929368	0.0418216	0.00185874	0.0269517
310	6	1.98197	0.839391	1.7893	0.927644	0.0375696	0.00185529	0.0329314
320	5	2.12915	0.840003	1.77641	0.940291	0.0296192	0.00282087	0.0272685
330	6	2.1584	0.838147	1.78239	0.942951	0.0273456	0.00330033	0.0264026
340	4	2.15993	0.833872	1.75736	0.931532	0.0386586	0.0027946	0.0270144
350	4	2.1902	0.827972	1.76874	0.932836	0.0373134	0.00186567	0.0279851
360	5	2.18733	0.825476	1.7984	0.929368	0.03671	0.00139405	0.0325279
370	5	2.38854	0.822688	1.81049	0.928074	0.0348028	0.0037123	0.0334107
380	5	2.36109	0.818546	1.79221	0.924642	0.0351364	0.00508553	0.0351364
390	5	2.33506	0.810924	1.78325	0.926355	0.0384437	0.00138953	0.0338119
400	4	2.4541	0.80648	1.76811	0.937207	0.0304592	0.00281162	0.029522
410	4	2.44926	0.800406	1.77057	0.940734	0.0225776	0.00188147	0.0348071
420	5	2.45955	0.803177	1.80807	0.922935	0.0336871	0.00184587	0.0415321
430	5	2.47408	0.805128	1.8008	0.929368	0.0283457	0.00418216	0.0381041
440	6	2.36083	0.799276	1.78116	0.925497	0.0351689	0.00231374	0.0370199
450	7	2.4819	0.797735	1.78157	0.935016	0.0247779	0.00140252	0.0388032
460	9	2.89855	0.805849	1.84128	0.926355	0.0370542	0.00463177	0.0319592
470	6	2.69907	0.808619	1.84187	0.932401	0.0312354	0.002331	0.0340326
480	6	2.40448	0.804291	1.80965	0.925497	0.0365571	0.00185099	0.0360944
490	6	2.38702	0.795644	1.76383	0.928936	0.0357641	0.00371575	0.0315838
500	6	2.24243	0.793739	1.75954	0.935891	0.0322883	0.00327562	0.0285447
510	7	2.12725	0.799225	1.73551	0.928936	0.0357641	0.00232234	0.0329772
520	8	2.22886	0.798614	1.73292	0.925069	0.0360777	0.00231267	0.0365402
530	9	2.40964	0.802896	1.7802	0.933707	0.0336134	0.000466853	0.0322129
540	7	2.48451	0.808201	1.78525	0.931966	0.0377446	0.000931966	0.0293569
550	8	2.7372	0.811976	1.85664	0.931099	0.0316574	0.00372439	0.0335196
560	8	2.62476	0.803872	1.81659	0.935891	0.0313524	0.00280767	0.0299485
570	6	2.71215	0.80452	1.84762	0.926784	0.0329008	0.00278035	0.0375348
580	6	2.77233	0.801634	1.84261	0.921659	0.0336406	0.00368664	0.0410138
590	5	2.82198	0.797408	1.83345	0.925497	0.0370199	0.00185099	0.0356317
600	5	2.90058	0.796766	1.83148	0.921234	0.0336251	0.0027637	0.0423768
610	5	3.23536	0.806396	1.84889	0.924642	0.036061	0.00184928	0.037448
620	5	3.16632	0.799934	1.85277	0.934579	0.028972	0.000934579	0.035514
630	7	3.26449	0.808267	1.87958	0.938527	0.0281558	0.00187705	0.0314406
640	6	2.96252	0.812912	1.84604	0.924214	0.0360444	0.00184843	0.0378928
650	6	2.83114	0.81258	1.83615	0.928074	0.0357309	0.00278422	0.0334107
660	5	2.73686	0.806272	1.82154	0.931099	0.0358473	0.0027933	0.0302607
670	6	3.00663	0.800473	1.86529	0.920387	0.0312931	0.00230097	0.0460193
680	5	2.7322	0.802108	1.81584	0.925069	0.033765	0.00508788	0.0360777
690	5	2.5786	0.795575	1.73291	0.937647	0.0314112	0.00234412	0.0285982
700	6	2.73034	0.801094	1.7946	0.9298	0.0311483	0.0023245	0.0367271
710	5	2.82178	0.798814	1.82742	0.927644	0.0306122	0.00324675	0.0384972
720	6	2.60355	0.794047	1.74253	0.936768	0.0323185	0.00187354	0.0290398
730	6	2.3216	0.787857	1.73321	0.934143	0.0336291	0.00186829	0.0303596
740	6	2.54142	0.788235	1.77972	0.928936	0.0357641	0.00418021	0.0311194
750	5	2.49182	0.784824	1.78481	0.922509	0.0401292	0.00369004	0.0336716
760	5	2.71102	0.790151	1.80177	0.930233	0.0344186	0.00232558	0.0330233
770	6	2.86761	0.790347	1.79942	0.937207	0.0281162	0.000937207	0.0337395
780	6	2.77565	0.782319	1.78225	0.928074	0.0361949	0.00185615	0.0338747
790	7	2.74832	0.781607	1.83641	0.914077	0.0406764	0.00228519	0.0429616
800	5	2.64236	0.779058	1.79782	0.92081	0.0331492	0.00276243	0.0432781
810	5	2.55462	0.778786	1.78629	0.917011	0.0385144	0.00366804	0.040807
820	4	2.62751	0.773462	1.75519	0.926784	0.0375348	0.00139018	0.034291
830	5	2.76779	0.768871	1.78721	0.931532	0.0312063	0.00326036	0.0340009
840	4	3.02744	0.769583	1.78756	0.923361	0.033241	0.00461681	0.0387812
850	4	3.18917	0.765269	1.81649	0.91659	0.032539	0.00274977	0.048121
860	5	3.16444	0.760504	1.8131	0.920387	0.0312931	0.00184077	0.0464795
870	5	3.1649	0.764335	1.82002	0.920387	0.0335941	0.00322135	0.042798
880	7	3.34189	0.771266	1.85662	0.925497	0.0310042	0.00185099	0.0416474
890	6	3.41707	0.759187	1.81923	0.924214	0.0295749	0.00138632	0.0448244
900	6	3.29266	0.75348	1.82767	0.917431	0.0376147	0.00275229	0.0422018
910	7	3.16509	0.75594	1.82215	0.919118	0.035386	0.00321691	0.0422794
920	6	2.91002	0.745478	1.77588	0.919118	0.0344669	0.00367647	0.042739
930	5	2.79708	0.742892	1.73544	0.920387	0.0308329	0.00322135	0.0455591
940	5	2.70649	0.745102	1.75159	0.922084	0.033195	0.00322729	0.0414938
950	5	2.83763	0.743565	1.80854	0.925926	0.0314815	0.00138889	0.0412037
960	5	2.70958	0.745899	1.77201	0.925497	0.0347062	0.00277649	0.0370199
970	6	2.60334	0.74582	1.75599	0.923788	0.0327945	0.00230947	0.0411085
980	5	2.6809	0.743262	1.76228	0.926784	0.0301205	0.00324374	0.0398517
990	5	2.71564	0.743999	1.7472	0.9298	0.0311483	0.0018596	0.037192
1000	4	2.69431	0.743045	1.7639	0.912409	0.0396898	0.00182482	0.0460766
1010	4	2.78418	0.744941	1.78607	0.926355	0.0254748	0.00277906	0.0453914
1020	4	2.80481	0.748816	1.77923	0.919118	0.035386	0.00229779	0.0431985
1030	4	2.76731	0.74996	1.76913	0.909504	0.0391087	0.00409277	0.0472942
1040	4	2.90613	0.73895	1.7986	0.909504	0.042292	0.00500227	0.0432015
1050	3	2.88192	0.740046	1.80615	0.91954	0.0326437	0.0045977	0.0432184
1060	4	2.87298	0.734021	1.7463	0.925069	0.0309898	0.00323774	0.0407031
1070	3	2.66538	0.738652	1.73197	0.917852	0.0344195	0.0018357	0.0458926
1080	3	2.67508	0.732187	1.72892	0.924214	0.0295749	0.00184843	0.0443623
1090	5	2.33896	0.740272	1.70473	0.925069	0.0342276	0.0013876	0.0393154
1100	6	2.09566	0.746298	1.66728	0.932836	0.0289179	0.00186567	0.0363806
1110	5	2.01598	0.746294	1.67912	0.918274	0.0422406	0.00229568	0.0371901
1120	5	2.04387	0.755545	1.70776	0.917011	0.0403485	0.000917011	0.041724
1130	6	1.92037	0.755379	1.7112	0.910747	0.0382514	0.00318761	0.0478142
1140	6	1.9275	0.755396	1.62026	0.934579	0.0345794	0.00280374	0.0280374
1150	6	1.74613	0.762101	1.6516	0.930233	0.035814	0.00186047	0.032093
1160	6	1.87863	0.764319	1.66665	0.919963	0.0367985	0.00321987	0.0400184
