Generation number	Allele number	Frequency	Activity
0	-3	0	0.99952
0	0	1	0.999469
10	-3	0	0.994603
10	0	0.993497	0.994569
10	1	0.0050025	0.9964
10	3	0.00150075	0.999064
20	-3	0	0.990069
20	0	1	0.989099
30	-3	0	0.985869
30	0	1	0.984398
40	-3	0	0.981144
40	0	0.997999	0.979363
40	10	0.00150075	1
40	11	0.00050025	1
50	-3	0	0.975874
50	0	0.995998	0.974146
50	10	0.00350175	0.994808
50	15	0.00050025	0.997534
60	-3	0	0.970656
60	0	1	0.968603
70	-3	0	0.967011
70	0	0.998499	0.962267
70	22	0.00150075	0.999501
80	-3	0	0.961453
80	0	0.9995	0.955771
80	24	0.00050025	0.996929
90	-3	0	0.957889
90	0	1	0.950158
100	-3	0	0.95261
100	0	0.998499	0.945104
100	29	0.00150075	0.998946
110	-3	0	0.948466
110	0	0.9995	0.938323
110	31	0.00050025	1
120	-3	0	0.944149
120	0	0.998999	0.93207
120	32	0.0010005	1
130	-3	0	0.940567
130	0	0.992496	0.924542
130	32	0.00550275	0.995385
130	34	0.0010005	0.998139
130	35	0.0010005	1
140	-3	0	0.936329
140	0	0.996998	0.91688
140	32	0.00150075	0.990289
140	36	0.0010005	0.999519
140	38	0.00050025	1
150	-3	0	0.931494
150	0	0.998999	0.909325
150	32	0.0010005	0.984168
160	-3	0	0.92708
160	0	1	0.90448
170	-3	0	0.92265
170	0	0.987994	0.899909
170	44	0.002001	0.995843
170	45	0.006003	0.997226
170	46	0.004002	0.996955
180	-3	0	0.917087
180	0	0.981491	0.89502
180	44	0.004002	0.991134
180	45	0.0130065	0.992166
180	46	0.00050025	0.991851
180	49	0.00050025	0.997478
180	51	0.00050025	1
190	-3	0	0.911349
190	0	0.97999	0.888994
190	45	0.02001	0.987121
200	-3	0	0.907629
200	0	0.978989	0.883516
200	45	0.0190095	0.981489
200	58	0.002001	0.998521
210	-3	0	0.903435
210	0	0.964482	0.875426
210	45	0.0355178	0.976613
220	-3	0	0.89841
220	0	0.964482	0.868171
220	45	0.0355178	0.97165
230	-3	0	0.896157
230	0	0.954477	0.8597
230	45	0.0455228	0.966433
240	-3	0	0.894181
240	0	0.972986	0.849586
240	45	0.024012	0.960945
240	67	0.0030015	0.996431
250	-3	0	0.890846
250	0	0.963982	0.841286
250	45	0.0290145	0.955504
250	67	0.00150075	0.991579
250	68	0.00550275	0.995476
260	-3	0	0.88795
260	0	0.948974	0.830857
260	45	0.0395198	0.949828
260	68	0.0115058	0.990641
270	-3	0	0.883895
270	0	0.944972	0.820974
270	45	0.0525263	0.94414
270	68	0.00150075	0.985588
270	74	0.0010005	1
280	-3	0	0.880211
280	0	0.93947	0.812493
280	45	0.0575288	0.940721
280	74	0.0030015	0.994724
290	-3	0	0.87614
290	0	0.886443	0.805566
290	45	0.113557	0.936216
300	-3	0	0.872414
300	0	0.873937	0.794408
300	45	0.126063	0.931037
310	-3	0	0.869424
310	0	0.870435	0.786237
310	45	0.129565	0.926509
320	-3	0	0.867152
320	0	0.847424	0.777536
320	45	0.147574	0.92125
320	87	0.00150075	0.995148
320	88	0.00250125	0.996458
320	89	0.0010005	1
330	-3	0	0.86502
330	0	0.797399	0.769346
330	45	0.198599	0.915107
330	88	0.00350175	0.991304
330	94	0.00050025	0.998994
340	-3	0	0.860593
340	0	0.750375	0.761527
340	45	0.249125	0.909834
340	88	0.00050025	0.98569
350	-3	0	0.857252
350	0	0.716358	0.750483
350	45	0.282641	0.9038
350	99	0.0010005	0.996483
360	-3	0	0.853719
360	0	0.689345	0.74077
360	45	0.310155	0.899021
360	102	0.00050025	1
370	-3	0	0.850142
370	0	0.688344	0.732746
370	45	0.307154	0.892493
370	104	0.0030015	0.999503
370	105	0.00150075	1
380	-3	0	0.847185
380	0	0.63982	0.723233
380	45	0.358179	0.885314
380	104	0.002001	0.994466
390	-3	0	0.844322
390	0	0.624812	0.712573
390	45	0.372186	0.879046
390	104	0.00250125	0.98934
390	107	0.00050025	0.997035
400	-3	0	0.840441
400	0	0.646823	0.7035
400	45	0.345173	0.873675
400	104	0.0070035	0.984289
400	112	0.0010005	1
410	-3	0	0.837963
410	0	0.606803	0.696996
410	45	0.383192	0.867823
410	104	0.0050025	0.978568
410	116	0.004002	0.99659
410	118	0.0010005	0.999045
420	-3	0	0.836371
420	0	0.595798	0.689689
420	45	0.391696	0.862446
420	104	0.0105053	0.972852
420	116	0.002001	0.991543
430	-3	0	0.83239
430	0	0.544272	0.682755
430	45	0.445223	0.856204
430	104	0.0105053	0.96805
440	-3	0	0.828575
440	0	0.527764	0.675322
440	45	0.444222	0.851481
440	104	0.0275138	0.96344
440	121	0.00050025	0.99536
450	-3	0	0.824487
450	0	0.493247	0.665886
450	45	0.473237	0.844467
450	104	0.0335168	0.958504
460	-3	0	0.819913
460	0	0.448724	0.658841
460	45	0.497749	0.836967
460	104	0.0525263	0.953211
460	126	0.0010005	0.995391
470	-3	0	0.81901
470	0	0.329665	0.654733
470	45	0.581791	0.828494
470	104	0.0830415	0.947723
470	126	0.00150075	0.99027
470	131	0.0030015	0.996553
470	132	0.0010005	0.999529
480	-3	0	0.816066
480	0	0.289145	0.650951
480	45	0.596298	0.8223
480	104	0.108054	0.942994
480	126	0.00150075	0.984923
480	131	0.00450225	0.992084
480	134	0.00050025	0.996434
490	-3	0	0.812125
490	0	0.221111	0.643967
490	45	0.609305	0.814648
490	104	0.157079	0.939165
490	126	0.00450225	0.980747
490	134	0.008004	0.991451
500	-3	0	0.808485
500	0	0.181591	0.637758
500	45	0.672836	0.807316
500	104	0.132066	0.934906
500	134	0.0135068	0.986351
510	-3	0	0.803834
510	0	0.167084	0.634596
510	45	0.61931	0.800697
510	104	0.197099	0.930056
510	134	0.0165083	0.981365
520	-3	0	0.801374
520	0	0.133567	0.629534
520	45	0.621811	0.792994
520	104	0.237119	0.9253
520	134	0.00750375	0.976176
530	-3	0	0.797761
530	0	0.107054	0.627106
530	45	0.594797	0.782771
530	104	0.295648	0.921701
530	134	0.00250125	0.972138
540	-3	0	0.795097
540	0	0.0830415	0.622251
540	45	0.576788	0.777808
540	104	0.333167	0.916187
540	134	0.0070035	0.967993
550	-3	0	0.792641
550	0	0.0965483	0.614402
550	45	0.530265	0.770227
550	104	0.336168	0.910306
550	134	0.0370185	0.961884
560	-3	0	0.787449
560	0	0.0590295	0.610609
560	45	0.558279	0.761071
560	104	0.344172	0.905663
560	134	0.0350175	0.9561
560	147	0.00250125	0.995678
560	150	0.0010005	0.998953
570	-3	0	0.786534
570	0	0.0525263	0.606856
570	45	0.591796	0.752315
570	104	0.328664	0.900684
570	134	0.026013	0.951573
570	147	0.0010005	0.9907
580	-3	0	0.783722
580	0	0.052026	0.603245
580	45	0.527264	0.746849
580	104	0.384692	0.896031
580	134	0.0355178	0.946474
580	156	0.00050025	0.996078
590	-3	0	0.780906
590	0	0.0325163	0.598736
590	45	0.447224	0.74107
590	104	0.445723	0.890605
590	134	0.0745373	0.942691
600	-3	0	0.778169
600	0	0.0465233	0.595817
600	45	0.410205	0.73601
600	104	0.458729	0.883138
600	134	0.0815408	0.937646
600	159	0.00150075	0.998536
600	160	0.00150075	1
610	-3	0	0.774794
610	0	0.0450225	0.596384
610	45	0.369685	0.72939
610	104	0.484742	0.877014
610	134	0.0965483	0.932423
610	164	0.004002	0.998495
620	-3	0	0.772263
620	0	0.0330165	0.593446
620	45	0.312156	0.724022
620	104	0.538269	0.870209
620	134	0.115058	0.925966
620	164	0.00150075	0.993779
630	-3	0	0.770058
630	0	0.0175088	0.588849
630	45	0.264632	0.721793
630	104	0.598799	0.864294
630	134	0.117059	0.920629
630	167	0.002001	0.99568
640	-3	0	0.764661
640	0	0.016008	0.583436
640	45	0.273137	0.71601
640	104	0.613807	0.85883
640	134	0.0970485	0.917105
650	-3	0	0.762396
650	0	0	0.581194
650	45	0.232616	0.710605
650	104	0.656828	0.852927
650	134	0.110555	0.91462
660	-3	0	0.759911
660	45	0.257629	0.704996
660	104	0.644322	0.846689
660	134	0.0985493	0.910636
670	-3	0	0.755404
670	45	0.214607	0.70157
670	104	0.68034	0.841479
670	134	0.104052	0.906267
670	174	0.00150075	0.995401
680	-3	0	0.751884
680	45	0.204602	0.700181
680	104	0.67934	0.831709
680	134	0.115558	0.900241
680	174	0.0010005	0.99015
690	-3	0	0.751472
690	45	0.217109	0.691654
