Generation number	Allele number	Frequency	Activity
0	-3	0	0.999496
0	0	1	0.999516
10	-3	0	0.994378
10	0	1	0.994655
20	-3	0	0.989488
20	0	0.997999	0.989725
20	3	0.002001	0.999513
30	-3	0	0.984041
30	0	0.995498	0.98431
30	3	0.0010005	0.9945
30	5	0.00350175	0.996921
40	-3	0	0.978786
40	0	0.998499	0.979019
40	5	0.00150075	0.991556
50	-3	0	0.974051
50	0	0.997499	0.972725
50	5	0.00250125	0.987444
60	-3	0	0.969348
60	0	0.988494	0.967326
60	5	0.00550275	0.982774
60	8	0.006003	0.997859
70	-3	0	0.965094
70	0	0.989995	0.962115
70	5	0.0030015	0.977059
70	8	0.00450225	0.992689
70	10	0.00250125	0.99752
80	-3	0	0.961059
80	0	0.988994	0.956043
80	8	0.008004	0.987946
80	10	0.0030015	0.992264
90	-3	0	0.955739
90	0	0.994997	0.94981
90	8	0.0010005	0.983048
90	10	0.00350175	0.987533
90	12	0.00050025	0.997968
100	-3	0	0.950795
100	0	0.995998	0.943646
100	14	0.00250125	0.997074
100	17	0.00150075	0.998995
110	-3	0	0.945802
110	0	1	0.937746
120	-3	0	0.94123
120	0	1	0.932636
130	-3	0	0.935476
130	0	0.998499	0.92676
130	22	0.00150075	0.998956
140	-3	0	0.932098
140	0	0.998999	0.919923
140	25	0.0010005	0.998965
150	-3	0	0.928239
150	0	1	0.912295
160	-3	0	0.924735
160	0	1	0.906377
170	-3	0	0.920519
170	0	0.996998	0.89858
170	35	0.002001	0.997169
170	37	0.0010005	1
180	-3	0	0.915451
180	0	0.994997	0.892714
180	37	0.0050025	0.995044
190	-3	0	0.909821
190	0	0.977989	0.886013
190	37	0.022011	0.989753
200	-3	0	0.905531
200	0	0.956478	0.879152
200	37	0.042021	0.98459
200	45	0.0010005	0.995625
200	46	0.00050025	0.998055
210	-3	0	0.900837
210	0	0.95948	0.872565
210	37	0.032016	0.980071
210	46	0.00850425	0.993064
220	-3	0	0.89722
220	0	0.969985	0.865226
220	37	0.0190095	0.974746
220	46	0.0110055	0.988138
230	-3	0	0.891621
230	0	0.96098	0.85867
230	37	0.0210105	0.969792
230	46	0.0175088	0.98325
230	55	0.00050025	0.998969
240	-3	0	0.887298
240	0	0.949975	0.851189
240	37	0.0330165	0.96546
240	46	0.0145073	0.978419
240	56	0.00250125	0.996874
250	-3	0	0.882428
250	0	0.936468	0.844742
250	37	0.032016	0.959864
250	46	0.0245123	0.97395
250	56	0.00450225	0.99144
250	60	0.00050025	0.999003
250	61	0.002001	0.99899
260	-3	0	0.879663
260	0	0.916458	0.836337
260	37	0.0490245	0.955286
260	46	0.030015	0.969025
260	56	0.00450225	0.98666
270	-3	0	0.874283
270	0	0.874937	0.825464
270	37	0.0790395	0.949662
270	46	0.0325163	0.963311
270	56	0.00450225	0.982021
270	63	0.0090045	0.997255
280	-3	0	0.871355
280	0	0.90045	0.818809
280	37	0.0530265	0.944376
280	46	0.0205103	0.959081
280	56	0.0135068	0.976684
280	63	0.0125063	0.992258
290	-3	0	0.867224
290	0	0.929965	0.80779
290	37	0.0385193	0.939049
290	46	0.0090045	0.955318
290	56	0.00950475	0.971613
290	63	0.0130065	0.987463
300	-3	0	0.86286
300	0	0.91996	0.798519
300	37	0.0365183	0.934437
300	46	0.0150075	0.951009
300	56	0.0190095	0.966044
300	63	0.00950475	0.983077
310	-3	0	0.85957
310	0	0.87944	0.789931
310	37	0.042021	0.931676
310	46	0.0365183	0.947559
310	56	0.0255128	0.96135
310	63	0.0165083	0.977804
320	-3	0	0.855515
320	0	0.838419	0.780389
320	37	0.038019	0.926386
320	46	0.06003	0.942112
320	56	0.0410205	0.95682
320	63	0.0175088	0.973033
320	70	0.0050025	0.995359
330	-3	0	0.852029
330	0	0.829415	0.772909
330	37	0.0410205	0.922191
330	46	0.0415208	0.938133
330	56	0.0385193	0.951879
330	63	0.0295148	0.968355
330	70	0.0155078	0.990614
330	72	0.0030015	0.998993
330	73	0.00150075	0.999484
340	-3	0	0.84745
340	0	0.788894	0.763351
340	37	0.0655328	0.918181
340	46	0.0510255	0.932664
340	56	0.0510255	0.94624
340	63	0.0410205	0.962336
340	70	0.002001	0.985678
340	72	0.00050025	0.99384
350	-3	0	0.845354
350	0	0.764882	0.754091
350	37	0.0950475	0.91341
350	46	0.0415208	0.929296
350	56	0.0470235	0.941804
350	63	0.0410205	0.957189
350	70	0.0105053	0.980113
360	-3	0	0.842091
360	0	0.704352	0.746341
360	37	0.123562	0.907698
360	46	0.0545273	0.92409
360	56	0.0515258	0.937501
360	63	0.0365183	0.952201
360	70	0.0275138	0.975155
360	80	0.0010005	0.998051
360	81	0.0010005	0.999438
370	-3	0	0.836845
370	0	0.65933	0.738051
370	37	0.128564	0.903595
370	46	0.0610305	0.918717
370	56	0.0505253	0.932594
370	63	0.0575288	0.946935
370	70	0.0430215	0.969842
380	-3	0	0.83329
380	0	0.592796	0.730171
380	37	0.126563	0.897784
380	46	0.070035	0.915464
380	56	0.0535268	0.92792
380	63	0.0905453	0.944133
380	70	0.0665333	0.965039
390	-3	0	0.827985
390	0	0.536768	0.72612
390	37	0.154577	0.893224
390	46	0.0405203	0.909246
390	56	0.0575288	0.923119
390	63	0.0965483	0.937978
390	70	0.114057	0.960379
400	-3	0	0.824968
400	0	0.516258	0.719746
400	37	0.165083	0.888161
400	46	0.0635318	0.904242
400	56	0.0415208	0.917329
400	63	0.094047	0.932138
400	70	0.11956	0.956746
410	-3	0	0.821132
410	0	0.533267	0.712319
410	37	0.149575	0.883805
410	46	0.0565283	0.90099
410	56	0.0505253	0.91195
410	63	0.0830415	0.927794
410	70	0.127064	0.951974
420	-3	0	0.818999
420	0	0.442221	0.709427
420	37	0.192096	0.877644
420	46	0.0395198	0.895205
420	56	0.0465233	0.907845
420	63	0.0985493	0.922959
420	70	0.176588	0.94736
420	89	0.00350175	0.997811
420	90	0.0010005	1
430	-3	0	0.81631
430	0	0.374687	0.703575
430	37	0.218609	0.872159
430	46	0.0285143	0.889807
430	56	0.0355178	0.902349
430	63	0.110555	0.91743
430	70	0.232116	0.942019
440	-3	0	0.813061
440	0	0.306153	0.699826
440	37	0.238619	0.866719
440	46	0.0435218	0.886989
440	56	0.0335168	0.898859
440	63	0.0870435	0.911045
440	70	0.291146	0.93666
450	-3	0	0.812088
