Generation number	Allele number	Frequency	Activity
0	0	1	0.999516
10	0	1	0.994334
20	0	1	0.988441
30	0	1	0.982665
40	0	1	0.977538
50	0	1	0.97266
60	0	1	0.967411
70	0	1	0.960535
80	0	1	0.953877
90	0	1	0.948517
100	0	1	0.942068
110	0	1	0.936414
120	0	1	0.930574
130	0	1	0.923845
140	0	0.998999	0.916316
140	3	0.0010005	1
150	0	1	0.908982
160	0	1	0.900587
170	0	1	0.892723
180	0	1	0.887007
190	0	1	0.87837
200	0	1	0.868525
210	0	1	0.861691
220	0	1	0.852477
230	0	1	0.843816
240	0	1	0.835265
250	0	1	0.826135
260	0	1	0.816729
270	0	1	0.809617
280	0	1	0.802301
290	0	1	0.793713
300	0	1	0.785005
310	0	1	0.77626
320	0	1	0.764944
330	0	1	0.757399
340	0	0.995998	0.748275
340	6	0.004002	0.997098
350	0	1	0.736443
360	0	1	0.728694
370	0	1	0.718261
380	0	1	0.707004
390	0	1	0.695742
400	0	1	0.681881
410	0	1	0.673646
420	0	1	0.659493
430	0	1	0.648732
440	0	1	0.637331
450	0	1	0.625733
460	0	1	0.61465
470	0	1	0.605051
480	0	1	0.596325
490	0	1	0.584764
500	0	1	0.567716
510	0	1	0.554666
520	0	1	0.543221
530	0	1	0.528358
540	0	1	0.513175
550	0	1	0.498595
560	0	1	0.48761
570	0	1	0.473884
580	0	1	0.461052
590	0	1	0.445005
600	0	1	0.431207
610	0	1	0.41865
620	0	1	0.404378
630	0	1	0.390766
640	0	1	0.375826
650	0	1	0.36237
660	0	1	0.348176
670	0	1	0.335059
680	0	1	0.319128
690	0	1	0.304704
700	0	1	0.290956
710	0	1	0.277578
720	0	1	0.262626
730	0	1	0.248299
740	0	1	0.234014
750	0	0.998999	0.220802
750	11	0.0010005	0.999556
760	0	0.989495	0.207896
760	11	0.0105053	0.994419
770	0	0.763882	0.197976
770	11	0.236118	0.989388
780	0	0.318659	0.196649
780	11	0.681341	0.983793
790	0	0.146573	0.19472
790	11	0.853427	0.978699
800	0	0.0955478	0.192815
800	11	0.904452	0.97295
810	0	0.068034	0.190675
810	11	0.931966	0.968349
820	0	0.0475238	0.189098
820	11	0.952476	0.963541
830	0	0.0435218	0.18767
830	11	0.956478	0.957116
840	0	0.0275138	0.188014
840	11	0.972486	0.95076
850	0	0.02001	0.187282
850	11	0.97949	0.943825
850	13	0.00050025	0.998981
860	0	0.016008	0.185841
860	11	0.983992	0.936839
870	0	0.00150075	0.186033
870	11	0.998499	0.929764
880	11	1.0005	0.922518
890	11	1.0005	0.916756
900	11	1.0005	0.909475
910	11	1.0005	0.902206
920	11	1.0005	0.893956
930	11	1.0005	0.886737
940	11	1.0005	0.878192
950	11	1.0005	0.869844
960	11	1.0005	0.863808
970	11	1.0005	0.85528
980	11	1.0005	0.848615
990	11	1.0005	0.841653
1000	11	1.0005	0.833632
1010	11	1.0005	0.825419
1020	11	1.0005	0.816075
1030	11	1.0005	0.80674
1040	11	1.0005	0.797216
1050	11	1.0005	0.788595
1060	11	1.0005	0.777239
1070	11	1.0005	0.768069
1080	11	1.0005	0.761209
1090	11	1.0005	0.752871
1100	11	1.0005	0.742277
1110	11	1.0005	0.732956
1120	11	1.0005	0.722234
1130	11	1.0005	0.71163
1140	11	1.0005	0.700115
1150	11	1.0005	0.687736
1160	11	1.0005	0.676532
1170	11	1.0005	0.666578
1180	11	1.0005	0.653487
1190	11	1.0005	0.64116
1200	11	1.0005	0.630531
1210	11	1.0005	0.618728
1220	11	0.997999	0.608465
1220	14	0.00250125	0.996918
1230	11	0.996998	0.596971
1230	14	0.00350175	0.991775
1240	11	0.996498	0.585299
1240	14	0.004002	0.98691
1250	11	0.993997	0.571291
1250	14	0.00650325	0.982474
1260	11	0.993497	0.558696
1260	14	0.0070035	0.978303
1270	11	0.989495	0.547731
1270	14	0.0110055	0.973069
1280	11	0.983492	0.536368
1280	14	0.0170085	0.968018
1290	11	0.97949	0.525204
1290	14	0.0210105	0.96288
1300	11	0.962981	0.509827
1300	14	0.036018	0.958482
1300	17	0.00150075	0.999471
1310	11	0.895448	0.49664
1310	14	0.10005	0.952969
1310	17	0.0050025	0.994479
1320	11	0.835418	0.48604
1320	14	0.165083	0.948265
1330	11	0.63982	0.473581
1330	14	0.36068	0.944275
1340	11	0.44072	0.467875
1340	14	0.55978	0.937589
1350	11	0.286643	0.463307
1350	14	0.713857	0.932779
1360	11	0.207604	0.461203
1360	14	0.792896	0.926056
1370	11	0.184092	0.457143
1370	14	0.816408	0.916687
1380	11	0.137569	0.45325
1380	14	0.862931	0.910017
1390	11	0.121561	0.449307
1390	14	0.878939	0.904287
